Geo,Year,ElectricityCI
Baker,1990,10.00424361
Baker,1995,10.00424361
Baker,2000,10.00424361
Baker,2005,10.00424361
Baker,2010,10.00424361
Baker,2015,20.3337549
Baker,2020,1.5172274912011245
Baker,2025,1.5172274912011245
Baker,2030,1.5172274912011245
Baker,2035,1.5172274912011245
Baker,2040,1.5172274912011245
Baker,2045,1.5172274912011245
Baker,2050,1.5172274912011245
Benton,1990,196.3049314
Benton,1995,196.3049314
Benton,2000,196.3049314
Benton,2005,196.3049314
Benton,2010,191.6682038
Benton,2015,161.4502641
Benton,2020,78.43146245064466
Benton,2025,58.98472186182644
Benton,2030,51.20602562629915
Benton,2035,45.3720034496537
Benton,2040,39.53798127300822
Benton,2045,39.53798127300822
Benton,2050,39.53798127300822
Clackamas,1990,176.6996378
Clackamas,1995,176.6996378
Clackamas,2000,176.6996378
Clackamas,2005,176.6996378
Clackamas,2010,172.0377107
Clackamas,2015,107.9900961
Clackamas,2020,58.50762319753834
Clackamas,2025,43.900588364299445
Clackamas,2030,38.05777443100388
Clackamas,2035,33.675663981032216
Clackamas,2040,29.293553531060546
Clackamas,2045,29.293553531060546
Clackamas,2050,29.293553531060546
Clatsop,1990,235.603717
Clatsop,1995,235.603717
Clatsop,2000,235.603717
Clatsop,2005,235.603717
Clatsop,2010,229.9716051
Clatsop,2015,193.5292177
Clatsop,2020,93.74445552463852
Clatsop,2025,70.34902914895737
Clatsop,2030,60.9908585986849
Clatsop,2035,53.972230685980556
Clatsop,2040,46.9536027732762
Clatsop,2045,46.9536027732762
Clatsop,2050,46.9536027732762
Columbia,1990,10.81063101
Columbia,1995,10.81063101
Columbia,2000,10.81063101
Columbia,2005,10.81063101
Columbia,2010,10.7854314
Columbia,2015,6.746245526
Columbia,2020,2.3475264939665164
Columbia,2025,2.327715649194362
Columbia,2030,2.3197913112854995
Columbia,2035,2.313848057853853
Columbia,2040,2.307904804422207
Columbia,2045,2.307904804422207
Columbia,2050,2.307904804422207
Coos,1990,188.329256
Coos,1995,188.329256
Coos,2000,188.329256
Coos,2005,188.329256
Coos,2010,183.8815256
Coos,2015,159.0037119
