Geo,Year,ElectricityCI
Coos,2020,77.04562047888123
Coos,2025,57.88846529833126
Coos,2030,50.225603226111275
Coos,2035,44.4784566719463
Coos,2040,38.7313101177813
Coos,2045,38.7313101177813
Coos,2050,38.7313101177813
Crook,1990,179.2825975
Crook,1995,179.2825975
Crook,2000,179.2825975
Crook,2005,179.2825975
Crook,2010,175.0616634
Crook,2015,148.5392631
Crook,2020,72.34145732598964
Crook,2025,54.4772600354128
Crook,2030,47.33158111918206
Crook,2035,41.97232193200901
Crook,2040,36.61306274483595
Crook,2045,36.61306274483595
Crook,2050,36.61306274483595
Curry,1990,10.00424361
Curry,1995,10.00424361
Curry,2000,10.00424361
Curry,2005,10.00424361
Curry,2010,10.00424361
Curry,2015,4.440292525
Curry,2020,1.8117791691439997
Curry,2025,1.8117791691439997
Curry,2030,1.8117791691439997
Curry,2035,1.8117791691439997
Curry,2040,1.8117791691439997
Curry,2045,1.8117791691439997
Curry,2050,1.8117791691439997
Deschutes,1990,142.0249799
Deschutes,1995,142.0249799
Deschutes,2000,142.0249799
Deschutes,2005,142.0249799
Deschutes,2010,138.7364313
Deschutes,2015,122.6142019
Deschutes,2020,59.78548046713426
Deschutes,2025,45.129165395988785
Deschutes,2030,39.266639367530594
Deschutes,2035,34.869744846186954
Deschutes,2040,30.472850324843304
Deschutes,2045,30.472850324843304
Deschutes,2050,30.472850324843304
Douglas,1990,202.4788349
Douglas,1995,202.4788349
Douglas,2000,202.4788349
Douglas,2005,202.4788349
Douglas,2010,197.6909097
Douglas,2015,161.0164541
Douglas,2020,78.03106162405572
Douglas,2025,58.62297882118211
Douglas,2030,50.85974570003267
Douglas,2035,45.037320859170585
Douglas,2040,39.214896018308494
Douglas,2045,39.214896018308494
Douglas,2050,39.214896018308494
Gilliam,1990,115.5149943
Gilliam,1995,115.5149943
Gilliam,2000,115.5149943
Gilliam,2005,115.5149943
Gilliam,2010,112.8816354
Gilliam,2015,79.51543162
Gilliam,2020,38.426624287252025
Gilliam,2025,29.10321001501385
Gilliam,2030,25.373844306118585
Gilliam,2035,22.576820024447134
Gilliam,2040,19.77979574277568
Gilliam,2045,19.77979574277568
Gilliam,2050,19.77979574277568
Grant,1990,10.00424361
Grant,1995,10.00424361
Grant,2000,10.00424361
Grant,2005,10.00424361
Grant,2010,10.00424361
Grant,2015,4.166628867
Grant,2020,1.821384190957354
Grant,2025,1.821384190957354
Grant,2030,1.821384190957354
Grant,2035,1.821384190957354
Grant,2040,1.821384190957354
Grant,2045,1.821384190957354
Grant,2050,1.821384190957354
Harney,1990,10.00424361
Harney,1995,10.00424361
Harney,2000,10.00424361
Harney,2005,10.00424361
Harney,2010,10.00424361
Harney,2015,6.52476191
Harney,2020,1.7688159333490252
Harney,2025,1.7688159333490252
Harney,2030,1.7688159333490252
Harney,2035,1.7688159333490252
Harney,2040,1.7688159333490252
Harney,2045,1.7688159333490252
Harney,2050,1.7688159333490252
Hood River,1990,160.181296
Hood River,1995,160.181296
Hood River,2000,160.181296
Hood River,2005,160.181296
Hood River,2010,156.4391545
Hood River,2015,124.4488098
Hood River,2020,60.26145945638384
Hood River,2025,45.378135994548344
Hood River,2030,39.424806609814155
Hood River,2035,34.959809571263506
Hood River,2040,30.494812532712846
Hood River,2045,30.494812532712846
Hood River,2050,30.494812532712846
Jackson,1990,206.9265653
Jackson,1995,206.9265653
Jackson,2000,206.9265653
Jackson,2005,206.9265653
Jackson,2010,202.0126421
Jackson,2015,185.6099478
Jackson,2020,89.98165887718565
Jackson,2025,67.53045636743119
Jackson,2030,58.549975363529406
Jackson,2035,51.81461461060307
Jackson,2040,45.07925385767672
Jackson,2045,45.07925385767672
Jackson,2050,45.07925385767672
Jefferson,1990,218.1025906
Jefferson,1995,218.1025906
Jefferson,2000,218.1025906
Jefferson,2005,218.1025906
Jefferson,2010,212.9114718
Jefferson,2015,150.5478755
Jefferson,2020,73.30043963707901
Jefferson,2025,55.18770322322024
Jefferson,2030,47.942608657676736
Jefferson,2035,42.50878773351911
Jefferson,2040,37.07496680936146
Jefferson,2045,37.07496680936146
Jefferson,2050,37.07496680936146
Josephine,1990,236.2211074
Josephine,1995,236.2211074
Josephine,2000,236.2211074
Josephine,2005,236.2211074
Josephine,2010,230.5889954
Josephine,2015,205.2734875
Josephine,2020,99.53723848491236
Josephine,2025,74.65293433978681
Josephine,2030,64.69921268173661
Josephine,2035,57.233921438198934
Josephine,2040,49.768630194661256
Josephine,2045,49.768630194661256
Josephine,2050,49.768630194661256
Klamath,1990,253.0796439
Klamath,1995,253.0796439
Klamath,2000,253.0796439
Klamath,2005,253.0796439
Klamath,2010,247.0317384
Klamath,2015,195.9566602
Klamath,2020,95.00983987933898
Klamath,2025,71.27836903554669
Klamath,2030,61.785780698029775
Klamath,2035,54.66633944489208
Klamath,2040,47.54689819175438
Klamath,2045,47.54689819175438
Klamath,2050,47.54689819175438
Lake,1990,128.2281955
Lake,1995,128.2281955
Lake,2000,128.2281955
Lake,2005,128.2281955
Lake,2010,125.2798416
Lake,2015,94.18192653
Lake,2020,45.58676720781964
Lake,2025,34.43833810241071
Lake,2030,29.97896646024714
Lake,2035,26.63443772862446
Lake,2040,23.289908997001778
Lake,2045,23.289908997001778
Lake,2050,23.289908997001778
Lane,1990,20.82747442
Lane,1995,20.82747442
Lane,2000,20.82747442
Lane,2005,20.82747442
Lane,2010,20.56287856
Lane,2015,11.34805145
Lane,2020,7.917067554171199
Lane,2025,6.999728318717573
Lane,2030,6.6327926245361235
Lane,2035,6.357590853900036
Lane,2040,6.082389083263949
Lane,2045,6.082389083263949
Lane,2050,6.082389083263949
Lincoln,1990,91.53756908
Lincoln,1995,91.53756908
Lincoln,2000,91.53756908
Lincoln,2005,91.53756908
Lincoln,2010,89.5090008
Lincoln,2015,64.19458914
Lincoln,2020,31.055261666985942
Lincoln,2025,23.633431112350124
Lincoln,2030,20.664698890495796
Lincoln,2035,18.43814972410505
Lincoln,2040,16.2116005577143
Lincoln,2045,16.2116005577143
Lincoln,2050,16.2116005577143
Linn,1990,219.8161638
Linn,1995,219.8161638
Linn,2000,219.8161638
Linn,2005,219.8161638
Linn,2010,214.5872456
Linn,2015,168.7746864
Linn,2020,81.95905008812746
Linn,2025,61.60349008072327
Linn,2030,53.4612660777616
Linn,2035,47.354598075540345
Linn,2040,41.24793007331909
Linn,2045,41.24793007331909
Linn,2050,41.24793007331909
Malheur,1990,10.00424361
Malheur,1995,10.00424361
Malheur,2000,10.00424361
Malheur,2005,10.00424361
Malheur,2010,10.00424361
Malheur,2015,103.1210994
Malheur,2020,0.00891048395507957
Malheur,2025,0.00891048395507957
Malheur,2030,0.00891048395507957
Malheur,2035,0.00891048395507957
Malheur,2040,0.00891048395507957
Malheur,2045,0.00891048395507957
Malheur,2050,0.00891048395507957
Marion,1990,181.9159563
Marion,1995,181.9159563
Marion,2000,181.9159563
Marion,2005,181.9159563
Marion,2010,177.1658305
Marion,2015,114.5846172
Marion,2020,61.2249620501275
Marion,2025,45.9438163030342
Marion,2030,39.83135800419687
Marion,2035,35.24701428006889
Marion,2040,30.66267055594088
Marion,2045,30.66267055594088
Marion,2050,30.66267055594088
Morrow,1990,17.08533292
Morrow,1995,17.08533292
Morrow,2000,17.08533292
Morrow,2005,17.08533292
Morrow,2010,16.90893568
Morrow,2015,29.8795732
Morrow,2020,11.273214335062358
Morrow,2025,11.159626689194484
Morrow,2030,11.114191630847333
Morrow,2035,11.080115337086971
Morrow,2040,11.04603904332661
Morrow,2045,11.04603904332661
Morrow,2050,11.04603904332661
Multnomah,1990,187.9890614
Multnomah,1995,187.9890614
Multnomah,2000,187.9890614
Multnomah,2005,187.9890614
Multnomah,2010,183.1633368
Multnomah,2015,131.6896022
Multnomah,2020,69.04782865143058
Multnomah,2025,51.78619184147734
Multnomah,2030,44.881537117496045
Multnomah,2035,39.70304607451008
Multnomah,2040,34.524555031524095
Multnomah,2045,34.524555031524095
Multnomah,2050,34.524555031524095
Polk,1990,132.0711355
Polk,1995,132.0711355
Polk,2000,132.0711355
Polk,2005,132.0711355
Polk,2010,128.9715839
Polk,2015,97.43693008
Polk,2020,47.77393217830165
Polk,2025,36.06105550758009
Polk,2030,31.375904839291476
Polk,2035,27.862041838075015
Polk,2040,24.34817883685854
Polk,2045,24.34817883685854
Polk,2050,24.34817883685854
Sherman,1990,213.8690568
Sherman,1995,213.8690568
Sherman,2000,213.8690568
Sherman,2005,213.8690568
Sherman,2010,208.7913362
Sherman,2015,134.5574178
Sherman,2020,65.17361595821946
Sherman,2025,49.03948643974352
Sherman,2030,42.58583463235314
Sherman,2035,37.74559577681035
Sherman,2040,32.905356921267554
Sherman,2045,32.905356921267554
Sherman,2050,32.905356921267554
Tillamook,1990,11.15082569
Tillamook,1995,11.15082569
Tillamook,2000,11.15082569
Tillamook,2005,11.15082569
Tillamook,2010,11.12562608
Tillamook,2015,4.088436443
Tillamook,2020,1.8983522323759958
Tillamook,2025,1.873690568552191
Tillamook,2030,1.8638259030226687
Tillamook,2035,1.8564274038755273
Tillamook,2040,1.8490289047283859
Tillamook,2045,1.8490289047283859
Tillamook,2050,1.8490289047283859
Umatilla,1990,139.8578137
Umatilla,1995,139.8578137
Umatilla,2000,139.8578137
Umatilla,2005,139.8578137
Umatilla,2010,136.6196644
Umatilla,2015,104.8708167
Umatilla,2020,49.9519933754165
Umatilla,2025,38.279454747993384
Umatilla,2030,33.61043929702414
Umatilla,2035,30.10867770879721
Umatilla,2040,26.606916120570272
Umatilla,2045,26.606916120570272
Umatilla,2050,26.606916120570272
Union,1990,10.00424361
Union,1995,10.00424361
Union,2000,10.00424361
Union,2005,10.00424361
Union,2010,10.00424361
Union,2015,4.166628867
Union,2020,1.811779169144
Union,2025,1.811779169144
Union,2030,1.811779169144
Union,2035,1.811779169144
Union,2040,1.811779169144
Union,2045,1.811779169144
Union,2050,1.811779169144
Wallowa,1990,258.4597598
Wallowa,1995,258.4597598
Wallowa,2000,258.4597598
Wallowa,2005,258.4597598
Wallowa,2010,252.2732565
Wallowa,2015,202.4062054
Wallowa,2020,98.14417785507996
Wallowa,2025,73.61466138697459
Wallowa,2030,63.80285479973245
Wallowa,2035,56.443999859300845
Wallowa,2040,49.08514491886922
Wallowa,2045,49.08514491886922
Wallowa,2050,49.08514491886922
Wasco,1990,23.46083326
Wasco,1995,23.46083326
Wasco,2000,23.46083326
Wasco,2005,23.46083326
Wasco,2010,23.12063858
Wasco,2015,13.73592957
Wasco,2020,7.834703763449643
Wasco,2025,6.600723681325983
Wasco,2030,6.1071316484765195
Wasco,2035,5.736937623839421
Wasco,2040,5.366743599202322
Wasco,2045,5.366743599202322
Wasco,2050,5.366743599202322
Washington,1990,175.7672524
Washington,1995,175.7672524
Washington,2000,175.7672524
Washington,2005,175.7672524
Washington,2010,171.1431247
Washington,2015,107.6155723
Washington,2020,58.45787113805554
Washington,2025,43.86601441291547
Washington,2030,38.02927172285944
Washington,2035,33.651714705317424
Washington,2040,29.274157687775404
Washington,2045,29.274157687775404
Washington,2050,29.274157687775404
Wheeler,1990,10.00424361
Wheeler,1995,10.00424361
Wheeler,2000,10.00424361
Wheeler,2005,10.00424361
Wheeler,2010,10.00424361
Wheeler,2015,4.166628867
Wheeler,2020,1.8117791709557791
Wheeler,2025,1.8117791709557791
Wheeler,2030,1.8117791709557791
Wheeler,2035,1.8117791709557791
Wheeler,2040,1.8117791709557791
Wheeler,2045,1.8117791709557791
Wheeler,2050,1.8117791709557791
Yamhill,1990,126.980815
Yamhill,1995,126.980815
Yamhill,2000,126.980815
Yamhill,2005,126.980815
Yamhill,2010,123.717466
Yamhill,2015,111.6230237
Yamhill,2020,60.6295631625841
Yamhill,2025,45.475834801545496
Yamhill,2030,39.41434345713005
Yamhill,2035,34.86822494881847
Yamhill,2040,30.322106440506882
Yamhill,2045,30.322106440506882
Yamhill,2050,30.322106440506882
