"SERIALNO","AGE","WRKLYR","MILITARY","INCTOT"
"7892679",38,"1",4,2200
"7893275",50,"1",2,12000
"7893275",44,"1",4,17000
"7893275",17,"2",4,0
"7894343",67,"2",2,18000
"7894343",60,"1",4,2100
"7894650",73,"2",4,9200
"7894835",75,"2",4,17300
"7897613",72,"2",2,23700
"7899568",43,"1",4,20200
"7899568",17,"1",4,18500
"7899568",14,"0",0,NA
"7900076",84,"2",4,10100
"7900875",37,"1",3,46000
"7900875",39,"1",4,40000
"7901023",45,"1",4,59000
"7901023",16,"1",0,3000
"7901938",74,"2",4,17800
"7901938",76,"2",4,10500
"7902285",55,"2",4,10770
"7902936",36,"1",4,30200
"7902936",15,"0",0,0
"7902936",12,"0",0,NA
"7902936",36,"1",2,35000
"7902941",54,"1",2,45300
"7902941",55,"1",4,45000
"7903419",37,"1",4,18000
"7903767",48,"1",4,27000
"7903767",13,"0",0,NA
"7906209",41,"1",4,40000
"7906209",40,"1",4,15000
"7906438",40,"1",4,4800
"7906897",56,"1",2,66000
"7906897",52,"2",4,450
"7906897",17,"2",4,0
"7906897",12,"0",0,NA
"7906897",10,"0",0,NA
"7907109",78,"2",2,10700
"7907109",79,"2",4,6700
"7907918",43,"1",4,30000
"7907918",41,"1",4,26000
"7907918",23,"1",4,18000
"7907918",20,"1",4,5000
"7907996",57,"1",3,46000
"7907996",53,"1",4,6300
"7908262",49,"1",2,26600
"7908262",39,"1",4,18500
"7908262",15,"0",0,0
"7909258",66,"2",2,8400
"7909258",67,"1",4,5700
"7909334",46,"2",4,8100
"7909334",35,"1",4,8200
"7909928",64,"2",4,30000
"7911092",21,"1",4,21000
"7911092",21,"1",4,15500
"7911189",26,"1",4,41000
"7911189",34,"1",4,6500
"7911976",51,"1",4,29300
"7911976",53,"1",4,34400
"7912301",27,"1",4,33000
"7912398",48,"1",4,20000
"7913444",44,"1",4,42230
"7913444",16,"1",0,2000
"7913464",75,"2",4,10800
"7913749",59,"2",4,6950
"7913749",89,"2",3,8400
"7913807",26,"1",4,27100
"7913807",26,"1",4,15500
"7913897",65,"1",4,16900
"7914215",53,"1",4,20750
"7914215",51,"1",4,33100
"7914972",62,"1",4,25800
"7914972",57,"2",3,0
"7916867",65,"1",4,18960
"7917168",44,"1",4,37400
"7917168",43,"1",4,21300
"7917168",19,"1",4,6310
"7917168",15,"0",0,0
"7917375",22,"1",4,3000
"7917375",21,"1",4,3100
"7917375",21,"1",4,8300
"7917375",21,"1",4,4200
"7917375",20,"1",4,2000
"7917836",40,"1",4,24700
"7917836",35,"1",4,20000
"7917836",4,"0",0,NA
"7917836",1,"0",0,NA
"7919265",69,"1",2,55750
"7919265",65,"2",4,14300
"7920196",30,"1",4,29260
"7920196",29,"2",4,8850
"7920196",6,"0",0,NA
"7921729",39,"1",4,44400
"7922614",49,"1",2,21040
"7922614",48,"1",4,26000
"7923662",46,"1",4,8500
"7925642",51,"1",4,11700
"7925642",52,"1",4,42500
"7925815",79,"2",4,2260
"7929710",20,"1",4,15100
"7930406",46,"1",4,35300
"7930406",47,"1",4,4300
"7930406",20,"1",4,11500
"7930447",47,"1",4,60000
"7930447",43,"1",4,40000
"7931522",40,"1",2,58000
"7931522",37,"1",4,1500
"7931522",12,"0",0,NA
"7931522",10,"0",0,NA
"7931522",8,"0",0,NA
"7931708",93,"2",4,14600
"7931813",51,"1",4,15430
"7931813",22,"1",4,13500
"7931813",17,"1",4,12900
"7931813",15,"0",0,10190
"7933074",45,"1",4,30000
"7933074",44,"1",4,29940
"7936782",34,"1",2,31000
"7936782",22,"2",4,0
"7936782",8,"0",0,NA
"7936782",1,"0",0,NA
"7936921",24,"1",4,9000
"7936921",3,"0",0,NA
"7936921",34,"1",4,17000
"7937005",46,"1",2,45900
"7937005",45,"1",4,17360
"7937175",40,"1",4,67600
"7937175",39,"2",4,0
"7937175",14,"0",0,NA
"7937175",2,"0",0,NA
"7937175",1,"0",0,NA
"7937240",56,"1",4,27300
"7937240",52,"1",4,30500
"7937277",52,"1",4,25000
"7938368",66,"2",2,25900
"7938368",75,"2",4,8500
"7938910",73,"1",4,18210
"7939725",49,"1",4,42700
"7942780",59,"1",4,12000
"7943083",49,"1",4,20000
"7943083",2,"0",0,NA
"7943083",79,"2",4,3500
"7943083",38,"1",4,23500
"7943252",84,"2",4,18800
"7945380",50,"1",4,65000
"7945380",18,"1",4,2000
"7945837",18,"1",4,11000
"7945837",22,"1",4,30000
"7946400",76,"2",2,10010
"7946482",53,"1",2,22500
"7946482",51,"1",4,290000
"7946482",26,"1",4,8400
"7947450",70,"2",2,42800
"7947450",71,"2",4,3400
"7947521",43,"1",4,3100
"7947521",14,"0",0,NA
"7947521",11,"0",0,NA
"7947521",9,"0",0,NA
"7951453",59,"1",4,22720
"7951453",70,"1",4,32850
"7951565",69,"2",2,54800
"7951697",24,"1",4,8000
"7951697",50,"1",4,15700
"7951757",58,"1",4,19300
"7951757",39,"1",4,165000
"7951900",42,"1",4,30400
"7951900",42,"1",4,23000
"7951900",19,"1",4,12000
"7951900",18,"1",4,2600
"7951900",2,"0",0,NA
"7951984",55,"2",2,11400
"7952165",85,"2",4,12300
"7953851",30,"1",4,52600
"7953851",30,"1",4,3300
"7953851",2,"0",0,NA
"7953851",1,"0",0,NA
"7954732",23,"1",4,12000
"7954732",35,"1",4,20800
"7956233",86,"2",4,20200
"7956233",82,"2",4,6130
"7956369",27,"1",4,26000
"7959251",44,"1",4,35870
"7959251",14,"0",0,NA
"7959251",11,"0",0,NA
"7959251",10,"0",0,NA
"7959703",29,"1",4,19000
"7959703",38,"1",4,24000
"7959703",3,"0",0,NA
"7960220",42,"1",4,72000
"7960220",41,"1",4,35000
"7960220",13,"0",0,NA
"7960220",11,"0",0,NA
"7960536",29,"1",4,29500
"7960536",32,"1",4,15200
"7961635",47,"1",4,132000
"7961635",45,"1",4,13800
"7961635",9,"0",0,NA
"7962385",82,"2",4,19700
"7963691",41,"2",2,20300
"7963691",28,"2",4,13200
"7963691",9,"0",0,NA
"7963691",7,"0",0,NA
"7964246",31,"1",4,53000
"7964246",31,"1",4,40000
"7965189",45,"1",4,40300
"7965189",45,"1",4,1500
"7965189",9,"0",0,NA
"7965189",7,"0",0,NA
"7965409",72,"2",2,27100
"7965409",69,"2",4,3510
"7965527",56,"1",4,63300
"7969794",41,"1",4,7500
"7969794",18,"1",4,300
"7969794",14,"0",0,NA
"7971134",49,"1",4,7200
"7971134",41,"1",4,14400
"7971480",58,"1",2,260000
"7971480",57,"2",4,0
"7972021",43,"1",4,42000
"7972021",40,"1",4,13120
"7972021",14,"0",0,NA
"7972021",11,"0",0,NA
"7974347",24,"1",4,23530
"7974347",1,"0",0,NA
"7974347",19,"1",4,7604
"7974495",51,"1",4,40000
"7974495",48,"2",4,0
"7974495",11,"0",0,NA
"7975353",55,"1",2,129920
"7975353",44,"1",4,52490
"7975353",10,"0",0,NA
"7975353",10,"0",0,NA
"7978552",20,"1",4,7000
"7978643",66,"1",4,19630
"7979754",50,"1",4,1150
"7979757",66,"2",2,7900
"7979757",63,"2",4,310
"7980275",73,"1",3,15200
"7980275",70,"1",3,11600
"7980275",17,"2",3,0
"7980915",69,"1",4,31000
"7980915",63,"1",4,20000
"7982472",57,"1",4,41000
"7983118",64,"1",2,15700
"7983118",60,"1",4,38000
"7983900",23,"1",4,37000
"7983900",20,"1",4,13000
"7984125",61,"1",4,14070
"7984631",81,"2",4,13300
"7986490",68,"2",4,35400
"7986490",74,"2",4,6000
"7987355",67,"2",2,7820
"7987928",52,"1",4,24000
"7987928",60,"1",2,309000
"7988656",28,"1",4,40000
"7988656",33,"1",4,36000
"7988656",30,"1",4,38000
"7989153",86,"2",2,40700
"7989153",79,"2",4,6730
"7989416",31,"1",4,21030
"7989416",8,"0",0,NA
"7989416",20,"1",4,14000
"7989416",1,"0",0,NA
"7993004",80,"1",4,24800
"7993555",78,"1",4,20800
"7994402",50,"2",4,0
"7994402",48,"1",4,58280
"7994402",16,"2",0,0
"7994402",70,"1",4,14700
"7995190",45,"1",4,45000
"7995190",30,"1",4,15700
"7995190",2,"0",0,NA
"7995190",7,"0",0,NA
"7995190",5,"0",0,NA
"7995871",76,"2",2,78800
"7997005",51,"1",2,33100
"7997005",48,"1",4,24200
"7997005",16,"1",0,670
"7997005",14,"0",0,NA
"7997521",56,"2",4,0
"7997521",56,"1",4,50000
"7997664",56,"1",4,40000
"7997664",53,"2",4,0
"7997849",86,"2",2,40200
"7997849",79,"2",4,7600
"8000083",85,"2",4,12300
"8000347",30,"1",4,54020
"8000347",31,"1",4,2000
"8000347",0,"0",0,NA
"8001325",59,"1",3,2300
"8001453",77,"2",4,10700
"8002797",50,"1",4,6500
"8002797",46,"1",4,31000
"8002797",26,"2",4,6800
"8002889",93,"2",4,17800
"8002889",72,"2",2,11600
"8003035",22,"1",4,16000
"8004504",50,"1",3,70400
"8005127",46,"1",4,18200
"8005675",41,"1",4,56000
"8005675",38,"1",4,19000
"8005675",19,"1",4,12000
"8005675",17,"1",4,2500
"8005675",14,"0",0,NA
"8005868",35,"1",3,40000
"8005868",6,"0",0,NA
"8006259",65,"1",2,22200
"8006259",65,"1",4,19400
"8006259",34,"1",4,10000
"8006259",28,"1",4,23000
"8006416",53,"1",4,21330
"8006416",46,"2",4,0
"8007835",58,"1",4,45000
"8007835",48,"1",4,45000
"8008782",75,"2",4,11280
"8009680",53,"1",2,56110
"8009680",46,"2",4,0
"8009680",24,"1",4,12600
"8009680",21,"1",4,6000
"8010332",61,"1",2,17500
"8010332",40,"1",4,2300
"8010332",66,"2",4,13800
"8011692",36,"1",4,30000
"8011692",11,"0",0,NA
"8011692",29,"1",4,20000
"8011733",70,"2",4,18400
"8011809",43,"1",4,21000
"8011809",19,"1",4,12000
"8011809",16,"1",0,2000
"8011809",10,"0",0,NA
"8012528",67,"2",4,0
"8013361",80,"1",2,11310
"8013601",56,"1",2,37800
"8013601",48,"1",4,11200
"8014028",57,"1",4,30000
"8014028",53,"1",4,19000
"8014028",21,"1",4,800
"8015778",26,"1",4,19000
"8015778",23,"1",4,5000
"8015778",3,"0",0,NA
"8015778",1,"0",0,NA
"8015793",25,"2",4,6600
"8016038",42,"1",4,38100
"8016038",38,"1",4,33860
"8016038",15,"0",0,50
"8016038",12,"0",0,NA
"8016315",39,"1",4,28000
"8016315",38,"1",4,4000
"8016315",15,"0",0,0
"8016315",12,"0",0,NA
"8017307",44,"2",4,5600
"8017307",34,"2",4,5000
"8017307",13,"0",0,NA
"8017548",30,"2",4,15500
"8017548",29,"1",4,48000
"8017844",36,"1",4,33200
"8017844",40,"1",4,5000
"8018413",57,"1",4,43700
"8018413",48,"1",4,16000
"8018425",66,"2",4,10100
"8018425",37,"1",4,28500
"8018425",13,"0",0,NA
"8019725",48,"1",4,26400
"8019725",36,"1",4,5000
"8019725",14,"0",0,NA
"8019725",9,"0",0,NA
"8020292",19,"1",4,8000
"8020373",41,"1",4,31700
"8020373",15,"0",0,0
"8020373",11,"0",0,NA
"8023840",64,"1",4,23910
"8023840",65,"2",4,6100
"8024916",79,"1",4,6300
"8024916",83,"1",2,6900
"8025284",35,"1",4,79040
"8025284",37,"1",4,5230
"8025284",10,"0",0,NA
"8025284",9,"0",0,NA
"8025284",6,"0",0,NA
"8025284",4,"0",0,NA
"8025913",63,"2",4,51900
"8025913",14,"0",0,NA
"8025913",10,"0",0,NA
"8026322",47,"2",4,8000
"8026322",44,"1",4,8700
"8026322",18,"1",4,15500
"8027567",32,"1",4,42060
"8027567",5,"0",0,NA
"8027567",32,"1",4,61600
"8027625",76,"2",4,16000
"8027625",45,"1",4,26660
"8028172",55,"1",2,32000
"8028172",56,"1",4,30000
"8029539",93,"2",4,7100
"8030188",49,"1",4,27000
"8030188",40,"1",4,24000
"8030880",46,"1",4,15300
"8033729",41,"1",4,19550
"8033729",14,"0",0,NA
"8033729",11,"0",0,NA
"8034529",85,"2",4,31300
"8036831",60,"1",4,48420
"8036831",57,"1",4,18000
"8036831",89,"2",4,13000
"8037518",41,"1",4,21520
"8037518",42,"1",4,0
"8037518",14,"0",0,NA
"8037518",8,"0",0,NA
"8037518",6,"0",0,NA
"8038279",46,"1",4,50000
"8038279",36,"2",4,0
"8038279",1,"0",0,NA
"8039459",35,"1",4,22000
"8039459",39,"1",4,6500
"8041042",51,"1",4,131000
"8041042",39,"1",4,8500
"8041042",15,"0",0,2000
"8041042",11,"0",0,NA
"8041042",14,"0",0,NA
"8041414",60,"1",2,54610
"8041414",61,"1",4,10900
"8042061",76,"2",3,29630
"8042061",73,"2",4,7200
"8042337",72,"2",2,16600
"8042337",79,"1",4,12900
"8042492",69,"2",2,26100
"8042492",75,"2",4,13760
"8043692",38,"1",2,47700
"8044055",55,"1",2,38000
"8045045",46,"1",4,50000
"8045045",45,"1",4,42000
"8045045",17,"1",4,1300
"8045045",15,"0",0,0
"8045150",29,"1",4,27200
"8047826",76,"2",4,17530
"8050953",44,"1",4,63000
"8050953",42,"1",4,10200
"8050953",13,"0",0,NA
"8050953",11,"0",0,NA
"8050953",9,"0",0,NA
"8051313",84,"2",4,14500
"8051313",82,"2",4,11400
"8051805",51,"1",2,54030
"8051805",49,"2",4,20
"8051805",20,"1",4,1600
"8051805",16,"1",0,500
"8051805",93,"2",4,6900
"8054720",60,"1",4,36800
"8054720",59,"1",4,13900
"8057203",44,"1",4,24000
"8057203",53,"1",4,1900
"8057203",12,"0",0,NA
"8057203",11,"0",0,NA
"8058238",39,"2",4,7000
"8058238",40,"1",4,15100
"8058238",17,"1",4,1030
"8060412",71,"2",4,6400
"8060412",51,"2",3,0
"8060412",47,"2",4,11000
"8060833",48,"1",4,35000
"8060833",52,"1",2,25000
"8061504",29,"1",4,26000
"8061504",29,"1",4,19800
"8061504",8,"0",0,NA
"8061504",6,"0",0,NA
"8061504",6,"0",0,NA
"8063564",49,"1",4,18550
"8063564",50,"1",4,22900
"8064690",19,"1",4,2520
"8065789",18,"2",4,0
"8070382",55,"1",4,68320
"8072372",37,"1",4,38050
"8072503",83,"2",2,22100
"8072503",77,"2",2,7400
"8073599",46,"2",4,0
"8073599",48,"1",4,23000
"8073946",46,"1",4,12900
"8074429",27,"2",4,0
"8076188",54,"1",3,51500
"8076188",53,"1",4,20200
"8076188",14,"0",0,NA
"8077052",66,"2",2,27300
"8077052",60,"2",4,33400
"8077052",93,"2",4,29400
"8077978",57,"2",4,4000
"8078036",42,"1",2,24400
"8078036",42,"1",4,46200
"8078036",15,"0",0,0
"8078036",14,"0",0,NA
"8079140",46,"1",4,25600
"8079140",42,"1",4,26800
"8079207",36,"1",4,11800
"8079207",34,"2",4,0
"8079207",11,"0",0,NA
"8079207",10,"0",0,NA
"8079207",5,"0",0,NA
"8079236",53,"1",4,75000
"8079236",49,"1",4,10000
"8080213",19,"1",4,3000
"8080405",72,"2",2,11400
"8080405",66,"2",4,8200
"8080567",49,"1",3,64000
"8080567",45,"1",4,55000
"8080567",13,"0",0,NA
"8081986",71,"1",4,6030
"8082042",36,"1",4,50000
"8082042",34,"1",4,50000
"8082042",3,"0",0,NA
"8082042",0,"0",0,NA
"8082042",0,"0",0,NA
"8082111",30,"1",4,16000
"8082111",7,"0",0,NA
"8082111",4,"0",0,NA
"8082111",30,"1",4,7500
"8084059",53,"1",4,47000
"8084059",37,"1",4,24850
"8085125",74,"2",2,8700
"8085125",72,"2",4,13600
"8086653",62,"2",4,11100
"8088464",21,"1",4,4000
"8088559",45,"2",2,25000
"8089926",37,"1",4,1100
"8090860",36,"1",4,31000
"8090860",27,"2",4,0
"8090860",1,"0",0,NA
"8091681",36,"1",4,40150
"8091681",33,"1",4,10000
"8091681",0,"0",0,NA
"8093729",43,"1",2,14700
"8093729",41,"1",4,55200
"8093729",4,"0",0,NA
"8093729",4,"0",0,NA
"8093729",15,"0",0,18800
"8093729",12,"0",0,NA
"8093926",32,"1",4,31000
"8093926",33,"1",4,30000
"8094905",45,"1",3,24020
"8094905",43,"1",4,11900
"8094905",15,"0",0,0
"8095783",48,"1",4,23000
"8095783",45,"2",4,24400
"8095783",20,"1",4,24000
"8096504",30,"1",3,40000
"8096504",25,"1",4,17000
"8096824",33,"1",4,32000
"8099207",37,"1",4,40000
"8099207",2,"0",0,NA
"8099207",8,"0",0,NA
"8099207",7,"0",0,NA
"8099207",16,"1",0,780
"8099207",26,"1",4,1700
"8100857",20,"1",4,8000
"8101948",42,"1",4,36000
"8101948",36,"1",4,13000
"8101948",15,"0",0,0
"8101948",13,"0",0,NA
"8102744",32,"1",2,6300
"8102744",0,"0",0,NA
"8102744",39,"1",2,20000
"8102744",21,"1",4,24000
"8102901",65,"1",2,10410
"8102901",93,"2",4,8100
"8103858",59,"2",4,25650
"8103858",57,"1",4,42500
"8105534",38,"2",4,6500
"8105534",12,"0",0,NA
"8105534",10,"0",0,NA
"8105778",43,"1",4,40000
"8105778",43,"1",4,30000
"8105778",22,"1",4,15000
"8105778",17,"1",4,20000
"8106135",43,"1",4,38000
"8106135",41,"1",4,40000
"8106135",19,"1",4,2600
"8106135",16,"1",0,1500
"8106135",12,"0",0,NA
"8109021",54,"1",3,63000
"8109021",52,"1",4,13000
"8109021",23,"1",4,2300
"8109424",24,"1",4,2700
"8110017",62,"2",2,105000
"8110017",59,"1",4,8000
"8110685",34,"1",4,24000
"8110685",32,"1",4,6000
"8110685",8,"0",0,NA
"8110685",6,"0",0,NA
"8111048",57,"1",2,40290
"8111048",53,"1",4,25500
"8111122",32,"1",4,36000
"8111122",36,"2",4,0
"8111122",8,"0",0,NA
"8111122",0,"0",0,NA
"8112164",29,"1",2,10200
"8112164",30,"1",4,22900
"8112164",27,"1",4,18900
"8112164",26,"2",4,0
"8112471",45,"1",4,21300
"8112471",42,"1",4,25700
"8112471",16,"2",0,0
"8112471",13,"0",0,NA
"8112471",11,"0",0,NA
"8113423",72,"2",4,18200
"8113839",83,"2",4,10800
"8115613",70,"2",2,12200
"8115613",67,"2",4,9400
"8115613",46,"1",4,39000
"8115613",19,"1",4,4500
"8115613",18,"1",4,9400
"8116248",40,"1",4,30000
"8116248",35,"1",4,18800
"8118159",19,"1",4,800
"8118393",93,"2",4,12600
"8118979",56,"1",4,40000
"8118979",75,"1",4,16590
"8119717",48,"1",4,22000
"8119717",46,"1",4,106000
"8119717",11,"0",0,NA
"8119717",9,"0",0,NA
"8120131",79,"2",4,9200
"8120579",55,"1",4,68000
"8120579",52,"2",4,0
"8120579",15,"0",0,0
"8121159",36,"1",4,16000
"8121159",12,"0",0,NA
"8121159",10,"0",0,NA
"8121159",6,"0",0,NA
"8121607",69,"1",2,26300
"8121607",76,"2",4,18400
"8123861",58,"2",4,0
"8123861",66,"2",2,11000
"8123861",24,"1",4,6100
"8123906",60,"1",4,50000
"8123906",69,"1",4,20100
"8124868",59,"1",2,17000
"8124868",36,"1",4,12200
"8126280",30,"1",4,20100
"8126280",32,"1",4,22020
"8126426",22,"1",4,9440
"8126426",22,"1",4,15800
"8126518",36,"1",4,23000
"8126526",65,"1",4,57400
"8126526",63,"2",4,0
"8126876",29,"1",4,41000
"8126876",30,"1",4,27590
"8127282",26,"1",4,26200
"8128054",37,"1",4,10000
"8128054",14,"0",0,NA
"8128054",12,"0",0,NA
"8128054",41,"2",4,7000
"8128191",44,"1",4,29700
"8128191",44,"1",4,10000
"8128191",21,"1",4,9400
"8129933",47,"1",2,43870
"8129933",51,"1",4,14640
"8130083",51,"1",4,26000
"8130083",43,"1",4,27000
"8130083",18,"1",4,3000
"8130211",70,"2",4,12610
"8130332",48,"2",4,11000
"8130332",52,"1",4,17000
"8130870",61,"1",4,8600
"8131727",28,"1",2,18000
"8131727",23,"1",4,12530
"8131727",4,"0",0,NA
"8131727",3,"0",0,NA
"8131727",0,"0",0,NA
"8131949",79,"2",4,6000
"8132792",89,"2",4,26100
"8133620",71,"2",4,9600
"8134112",65,"2",2,13360
"8134112",59,"1",4,26040
"8134587",27,"1",4,11920
"8134587",31,"1",4,32400
"8134587",5,"0",0,NA
"8134587",2,"0",0,NA
"8134697",37,"1",4,25000
"8134697",35,"1",4,17000
"8134697",11,"0",0,NA
"8134697",10,"0",0,NA
"8134697",8,"0",0,NA
"8134697",6,"0",0,NA
"8135225",86,"2",4,4300
"8135438",54,"1",4,60000
"8135438",45,"1",4,7000
"8136323",49,"1",3,30000
"8136323",48,"1",4,3200
"8136945",70,"2",4,5300
"8136945",74,"2",2,8200
"8136945",34,"1",4,23100
"8137201",74,"1",2,68500
"8137201",65,"1",4,9200
"8137283",57,"1",4,38100
"8137283",57,"1",4,17500
"8137283",31,"1",4,13000
"8139829",58,"1",4,27000
"8140723",67,"1",4,65100
"8140723",84,"2",2,66500
"8141014",71,"2",4,5400
"8141014",63,"2",4,4300
"8141212",93,"2",4,10000
"8141212",34,"1",4,24000
"8143889",54,"1",4,13500
"8144044",41,"1",4,34500
"8144044",21,"1",4,26500
"8144044",14,"0",0,NA
"8144044",51,"1",2,27000
"8144218",42,"1",2,65000
"8144667",43,"1",4,21000
"8144667",48,"1",4,30000
"8144667",16,"1",0,500
"8144667",13,"0",0,NA
"8146663",43,"1",4,22000
"8146663",43,"1",4,45500
"8148967",64,"2",4,6000
"8149833",52,"1",4,30000
"8149833",51,"1",4,14000
"8151505",57,"1",4,53400
"8151505",57,"1",4,29400
"8152259",93,"2",4,8400
"8152923",19,"2",4,0
"8154171",70,"2",3,48700
"8155338",22,"1",4,5580
"8155338",22,"1",4,14000
"8155338",21,"1",4,1600
"8155338",21,"2",4,0
"8155338",20,"1",4,8000
"8155338",20,"2",3,0
"8155338",20,"2",4,0
"8156026",68,"2",4,8700
"8156381",40,"1",4,45500
"8156381",40,"2",4,0
"8156381",7,"0",0,NA
"8156381",5,"0",0,NA
"8156383",77,"2",4,10900
"8156433",37,"1",4,1200
"8156433",5,"0",0,NA
"8156433",47,"1",3,5700
"8156697",24,"1",4,9600
"8156697",25,"1",4,12000
"8156697",5,"0",0,NA
"8156697",2,"0",0,NA
"8157246",55,"1",3,37100
"8157246",45,"1",4,22500
"8159006",57,"1",4,21000
"8159006",57,"1",4,19000
"8160624",31,"1",3,60000
"8160624",32,"1",4,31400
"8160624",6,"0",0,NA
"8160624",3,"0",0,NA
"8162108",77,"2",4,10700
"8162108",72,"2",4,6100
"8162241",36,"1",4,36000
"8164402",62,"2",2,9600
"8164402",53,"2",4,0
"8164402",22,"1",4,10500
"8164402",7,"0",0,NA
"8164554",72,"2",2,13100
"8164554",59,"1",4,135000
"8165742",43,"1",4,8000
"8165742",44,"2",4,9000
"8165742",15,"0",0,3000
"8165742",8,"0",0,NA
"8166711",35,"1",4,40660
"8167515",46,"1",4,16500
"8167515",45,"1",4,6500
"8167515",14,"0",0,NA
"8167789",53,"1",4,30000
"8168062",43,"1",4,29100
"8168062",39,"1",4,17400
"8168062",19,"2",4,0
"8170765",43,"1",4,12000
"8170765",50,"1",4,18100
"8170765",10,"0",0,NA
"8170765",8,"0",0,NA
"8172359",32,"1",4,28000
"8172359",30,"1",4,28000
"8172359",8,"0",0,NA
"8172359",4,"0",0,NA
"8173379",48,"1",2,34000
"8173379",40,"1",4,50000
"8173379",14,"0",0,NA
"8173379",13,"0",0,NA
"8173379",12,"0",0,NA
"8174101",43,"1",4,770
"8174101",37,"1",4,27900
"8174101",13,"0",0,NA
"8174101",9,"0",0,NA
"8174422",33,"1",4,8000
"8174422",11,"0",0,NA
"8174422",2,"0",0,NA
"8174422",0,"0",0,NA
"8174422",29,"1",4,12000
"8174597",39,"1",4,5000
"8174817",29,"1",4,17200
"8174817",29,"1",4,12200
"8174817",5,"0",0,NA
"8174817",2,"0",0,NA
"8175245",51,"1",3,36000
"8175245",52,"2",3,0
"8175245",9,"0",0,NA
"8175245",10,"0",0,NA
"8175544",28,"1",4,33300
"8176334",43,"1",4,21000
"8176334",42,"1",4,9500
"8176334",3,"0",0,NA
"8176334",1,"0",0,NA
"8177444",41,"1",4,16600
"8177444",42,"1",4,30600
"8178107",52,"1",4,99020
"8178107",47,"1",4,39000
"8178107",15,"0",0,7600
"8178568",44,"1",3,34030
"8178568",45,"1",4,24820
"8178568",20,"1",3,14260
"8178568",17,"1",4,800
"8178568",15,"0",0,450
"8179081",86,"2",2,12000
"8179081",77,"2",4,34800
"8179758",22,"1",4,10000
"8179758",18,"1",4,10000
"8179978",60,"2",4,8400
"8180218",20,"1",4,3000
"8180459",37,"2",4,7100
"8180459",49,"2",4,0
"8180459",13,"0",0,NA
"8180849",68,"1",2,42300
"8180849",64,"1",4,1100
"8180849",40,"1",4,3950
"8182576",78,"2",2,19700
"8182576",73,"2",4,5200
"8182922",69,"2",4,13400
"8182922",26,"1",4,2900
"8182922",22,"1",4,4700
"8182922",1,"0",0,NA
"8183413",34,"1",4,24610
"8183413",34,"1",4,10000
"8183413",3,"0",0,NA
"8183413",0,"0",0,NA
"8183413",0,"0",0,NA
"8183422",26,"1",4,18100
"8183422",24,"1",4,5400
"8184826",45,"1",4,51970
"8184826",46,"1",4,42200
"8186065",81,"2",2,38700
"8186065",35,"1",4,16300
"8186065",7,"0",0,NA
"8186065",5,"0",0,NA
"8186551",29,"1",4,26000
"8186551",5,"0",0,NA
"8186551",4,"0",0,NA
"8186551",27,"1",4,15900
"8186671",18,"1",4,2500
"8186769",45,"1",4,17300
"8186769",14,"0",0,NA
"8186769",32,"1",4,14200
"8186841",36,"1",4,60100
"8186841",32,"1",4,20000
"8186841",6,"0",0,NA
"8186841",4,"0",0,NA
"8187853",49,"1",4,27060
"8187853",45,"1",4,56040
"8187853",16,"1",0,200
"8187853",13,"0",0,NA
"8188377",88,"2",4,8280
"8188377",93,"2",4,21000
"8189525",47,"1",4,45000
"8189525",48,"1",4,26930
"8189525",12,"0",0,NA
"8189525",9,"0",0,NA
"8189774",45,"1",4,87500
"8189774",50,"1",4,72060
"8189774",16,"2",0,550
"8189947",39,"1",4,130000
"8190552",48,"1",4,60000
"8190552",48,"1",4,6000
"8190552",17,"1",4,1500
"8191627",35,"1",4,19500
"8191627",40,"2",2,6500
"8191627",12,"0",0,NA
"8191627",11,"0",0,NA
"8191627",11,"0",0,NA
"8192343",32,"1",4,26000
"8192343",34,"1",4,30000
"8192343",4,"0",0,NA
"8192490",45,"1",4,30150
"8192490",31,"1",4,9000
"8192490",10,"0",0,NA
"8192490",9,"0",0,NA
"8192490",5,"0",0,NA
"8192947",77,"1",2,21300
"8193657",51,"1",4,56000
"8193657",53,"1",2,43500
"8194646",56,"1",4,42200
"8194646",28,"2",4,0
"8194693",49,"1",4,18500
"8194693",47,"1",4,14800
"8196105",19,"1",4,3700
"8197430",43,"1",4,18500
"8197430",44,"1",4,70000
"8197430",24,"1",4,8300
"8197430",14,"0",0,NA
"8198007",33,"1",2,27000
"8198007",29,"1",4,18500
"8198007",1,"0",0,NA
"8198441",61,"1",4,50000
"8198441",59,"2",4,0
"8199024",45,"1",2,40050
"8199024",40,"2",4,0
"8199024",4,"0",0,NA
"8199024",3,"0",0,NA
"8199455",32,"1",4,55000
"8199455",32,"1",4,47500
"8199455",3,"0",0,NA
"8200107",39,"1",4,11520
"8200107",7,"0",0,NA
"8200660",38,"1",4,24000
"8200660",38,"1",4,14400
"8200660",16,"1",0,1600
"8200660",12,"0",0,NA
"8200660",9,"0",0,NA
"8201010",35,"1",4,21000
"8201010",10,"0",0,NA
"8201182",80,"2",2,15500
"8201182",68,"2",4,1800
"8202037",40,"1",2,38000
"8202037",25,"1",4,2060
"8202037",0,"0",0,NA
"8202046",69,"2",2,33600
"8202046",70,"2",4,6000
"8202266",26,"1",4,23000
"8204361",46,"1",4,70000
"8204361",31,"2",4,0
"8204361",13,"0",0,NA
"8204361",10,"0",0,NA
"8204361",9,"0",0,NA
