"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"2110124","50100",22,0,1,"02",30000
"2110788","50100",52,0,5,"04",115600
"2110806","50100",23,0,0,"02",0
"2113009","50100",27,0,2,"06",50900
"2114831","50100",10,0,1,"02",29610
"2115675","50100",15,0,0,"02",0
"2117124","50100",53,0,3,"04",51100
"2117391","50100",11,0,3,"03",48800
"2118021","50100",16,0,3,"04",7900
"2118863","50100",37,0,1,"02",45010
"2118938","50100",16,0,4,"08",14000
"2119241","50100",37,0,3,"02",46400
"2119591","50100",26,0,2,"02",355000
"2120162","50100",21,0,4,"02",67100
"2121848","50100",48,0,1,"02",15400
"2123210","50100",42,0,2,"05",25000
"2123288","50100",21,0,2,"02",57800
"2123895","50100",15,0,0,"02",0
"2124024","50100",22,0,0,"05",0
"2125146","50100",42,0,4,"02",86000
"2125341","50100",10,0,3,"01",12900
"2126599","50100",5,0,3,"02",44100
"2127201","50100",11,0,4,"01",37300
"2127536","50100",16,0,4,"02",132900
"2127823","50100",10,0,4,"02",75050
"2127839","50100",32,0,1,"02",20200
"2128333","50100",15,0,0,"06",0
"2128401","50100",47,0,2,"05",6000
"2128485","50100",32,0,2,"06",90500
"2128835","50100",43,0,3,"02",133800
"2130045","50100",15,0,0,"09",0
"2130399","50100",26,0,4,"02",57070
"2131194","50100",16,0,4,"01",35980
"2131869","50100",11,0,2,"02",75120
"2132671","50100",32,0,2,"02",49910
"2133710","50100",15,0,2,"02",44100
"2133716","50100",37,0,4,"02",113700
"2133982","50100",16,0,1,"02",19000
"2135701","50100",14,0,0,"02",0
"2135823","50100",11,0,5,"02",52004
"2136310","50100",15,0,0,"09",0
"2137846","50100",16,0,2,"02",60000
"2138572","50100",32,0,1,"02",70300
"2140144","50100",11,0,4,"01",25800
"2140399","50100",27,0,6,"01",12600
"2141350","50100",27,0,2,"03",14000
"2141374","50100",16,0,1,"04",28600
"2141470","50100",10,0,3,"02",74900
"2142184","50100",11,0,7,"02",78920
"2142422","50100",16,0,2,"02",55400
"2142943","50100",10,0,4,"02",58900
"2145140","50100",10,0,1,"04",36800
"2145659","50100",11,0,1,"02",9600
"2146273","50100",21,0,7,"02",36300
"2147074","50100",58,0,3,"02",62800
"2147101","50100",26,0,4,"02",52500
"2147190","50100",16,0,1,"02",4900
"2147829","50100",42,0,5,"02",56800
"2147852","50100",0,1,1,"  ",0
"2147906","50100",11,0,1,"02",70500
"2147958","50100",10,0,5,"04",20200
"2148438","50100",10,0,1,"03",1280
"2148554","50100",42,0,4,"05",22500
"2149474","50100",15,0,0,"02",0
"2150121","50100",15,0,0,"02",0
"2150778","50100",14,0,0,"02",0
"2151368","50100",10,0,2,"02",63000
"2152669","50100",11,0,4,"02",110300
"2154025","50100",15,0,0,"02",0
"2154843","50100",37,0,1,"02",21970
"2157723","50100",29,0,0,"02",0
"2157854","50100",0,2,1,"  ",0
"2158190","50100",26,0,2,"02",196430
"2159359","50100",10,0,3,"02",52000
"2160137","50100",11,0,2,"02",56300
"2160265","50100",37,0,3,"02",48600
"2160673","50100",32,0,2,"02",28650
"2160776","50100",11,0,2,"02",115300
"2161356","50100",0,2,1,"  ",0
"2161492","50100",32,0,1,"02",48700
"2161622","50100",16,0,2,"02",6200
"2162946","50100",10,0,2,"05",32700
"2163332","50100",22,0,0,"06",0
"2164263","50100",15,0,0,"04",0
"2165566","50100",15,0,3,"02",37810
"2166192","50100",11,0,2,"02",35600
"2167981","50100",15,0,0,"06",0
"2169101","50100",16,0,2,"02",184400
"2169395","50100",16,0,1,"02",33000
"2169936","50100",11,0,2,"02",45370
"2170317","50100",11,0,3,"02",106100
"2170460","50100",16,0,4,"02",26200
"2170820","50100",16,0,2,"02",25500
"2171701","50100",15,0,1,"02",19200
"2171708","50100",63,0,3,"01",30000
"2171984","50100",16,0,2,"02",50000
"2172712","50100",11,0,1,"02",25300
"2173054","50100",16,0,2,"02",65200
"2173586","50100",0,1,1,"  ",0
"2175204","50100",10,0,2,"02",27200
"2175556","50100",37,0,2,"02",135200
"2175627","50100",16,0,2,"02",51900
"2178231","50100",15,0,0,"02",0
"2179905","50100",30,0,0,"04",0
"2182323","50100",26,0,1,"05",27000
"2182434","50100",32,0,4,"02",55440
"2183329","50100",11,0,2,"04",26740
"2183355","50100",16,0,2,"02",54500
"2183604","50100",11,0,4,"02",217200
"2183864","50100",37,0,2,"02",21000
"2184428","50100",27,0,5,"02",144500
"2184587","50100",22,0,0,"02",0
"2184762","50100",21,0,1,"05",504
"2185803","50100",6,0,2,"02",52000
"2186240","50100",10,0,3,"02",73700
"2186872","50100",22,0,3,"04",46000
"2187219","50100",11,0,3,"02",62000
"2187660","50100",11,0,2,"05",27010
"2189619","50100",10,0,1,"02",71000
"2190025","50100",11,0,5,"02",35000
"2190620","50100",10,0,5,"02",54900
"2190694","50100",10,0,2,"01",9290
"2191346","50100",47,0,3,"02",60400
"2191426","50100",15,0,1,"01",8600
"2191764","50100",32,0,2,"02",49110
"2191767","50100",21,0,1,"05",10000
"2196015","50100",37,0,2,"02",48000
"2196249","50100",11,0,2,"10",14600
"2196250","50100",0,2,1,"  ",0
"2198382","50100",0,1,1,"  ",0
"2198666","50100",43,0,1,"02",22300
"2199861","50100",0,2,1,"  ",0
"2200612","50100",0,2,1,"  ",0
"2200648","50100",11,0,5,"02",146010
"2200838","50100",10,0,4,"02",36000
"2201916","50100",22,0,0,"02",0
"2203808","50100",16,0,5,"02",43300
"2203967","50100",37,0,2,"02",64600
"2204168","50100",22,0,2,"04",14500
"2204360","50100",10,0,4,"02",11700
"2204633","50100",11,0,2,"02",80000
"2205078","50100",37,0,2,"02",73200
"2206362","50100",15,0,0,"02",0
"2207155","50100",16,0,4,"02",95200
"2207295","50100",0,2,1,"  ",0
"2209074","50100",0,2,1,"  ",0
"2209154","50100",11,0,2,"02",30000
"2209495","50100",37,0,1,"02",78000
"2209713","50100",26,0,2,"02",16900
"2210776","50100",37,0,2,"02",138600
"2210942","50100",31,0,2,"02",31220
"2211192","50100",14,0,0,"02",0
"2211257","50100",16,0,2,"02",47000
"2211996","50100",16,0,3,"02",13100
"2212092","50100",10,0,2,"02",156000
"2212301","50100",11,0,3,"02",57620
"2212924","50100",27,0,4,"02",125400
"2213474","50100",10,0,2,"02",36600
"2215158","50100",14,0,0,"02",0
"2216369","50100",15,0,0,"02",0
"2217341","50100",0,1,1,"  ",0
"2217348","50100",37,0,1,"09",10800
"2217551","50100",26,0,2,"02",41300
"2218360","50100",31,0,1,"01",8300
"2218886","50100",11,0,2,"02",34300
"2219310","50100",31,0,2,"04",75700
"2219345","50100",22,0,0,"02",0
"2219658","50100",47,0,2,"05",46000
"2220539","50100",53,0,2,"02",86800
"2221563","50100",16,0,4,"02",296700
"2222354","50100",16,0,3,"01",24920
"2223193","50100",11,0,2,"02",37550
"2223369","50100",10,0,2,"05",39200
"2223936","50100",21,0,4,"02",81130
"2224339","50100",10,0,4,"02",50200
"2225317","50100",32,0,2,"02",79250
"2225948","50100",10,0,1,"01",30000
"2226400","50100",16,0,1,"02",23500
"2226762","50100",11,0,2,"02",40340
"2226983","50100",14,0,0,"02",0
"2229457","50100",15,0,0,"04",0
"2231408","50100",10,0,2,"01",50800
"2231448","50100",10,0,4,"02",49260
"2232733","50100",32,0,4,"02",42300
"2232752","50100",0,1,1,"  ",0
"2234340","50100",0,1,1,"  ",0
"2234368","50100",16,0,1,"01",5000
"2235088","50100",11,0,2,"02",263000
"2235528","50100",11,0,4,"02",75700
"2237383","50100",10,0,4,"02",47100
"2238096","50100",0,2,1,"  ",0
"2238128","50100",52,0,2,"02",63900
"2238285","50100",10,0,3,"02",48900
"2239658","50100",11,0,4,"02",48700
"2241995","50100",16,0,3,"02",38900
"2242298","50100",37,0,2,"02",50100
"2242311","50100",11,0,1,"02",7000
"2243299","50100",16,0,3,"02",26400
"2244247","50100",43,0,3,"02",31000
"2245115","50100",16,0,2,"02",50680
"2245121","50100",10,0,3,"01",33400
"2246657","50100",42,0,1,"02",57700
"2246732","50100",14,0,0,"02",0
"2247473","50100",15,0,0,"01",0
"2247894","50100",10,0,3,"02",68000
"2247925","50100",42,0,4,"02",93960
"2249163","50100",10,0,4,"02",88700
"2249650","50100",11,0,2,"02",25600
"2250345","50100",16,0,2,"02",40300
"2252342","50100",15,0,0,"02",0
"2252365","50100",32,0,1,"01",94000
"2252551","50100",32,0,3,"02",101500
"2255486","50100",21,0,2,"02",89660
"2256677","50100",11,0,4,"05",63600
"2257255","50100",5,0,3,"05",31700
"2258928","50100",32,0,3,"05",10600
"2259840","50100",37,0,3,"02",7500
"2261524","50100",32,0,5,"02",70000
"2262002","50100",48,0,2,"02",23780
"2262046","50100",16,0,2,"01",17800
"2262126","50100",15,0,3,"05",17000
"2263235","50100",0,2,1,"  ",0
"2263660","50100",43,0,4,"02",66200
"2263673","50100",11,0,2,"02",64000
"2264239","50100",16,0,4,"02",41900
"2264299","50100",0,2,1,"  ",0
"2264493","50100",22,0,1,"01",6750
"2266699","50100",0,2,1,"  ",0
"2267934","50100",16,0,2,"02",13500
"2268134","50100",10,0,1,"01",16600
"2268800","50100",10,0,4,"02",75100
"2269770","50100",37,0,1,"02",38800
"2270308","50100",14,0,0,"02",0
"2270925","50100",10,0,5,"02",64800
"2271552","50100",10,0,3,"02",52000
"2271563","50100",10,0,4,"02",196180
"2271856","50100",42,0,2,"04",55100
"2272317","50100",6,0,4,"02",53550
"2272580","50100",22,0,2,"04",29400
"2272778","50100",11,0,2,"06",21800
"2273079","50100",10,0,3,"06",16690
"2273122","50100",16,0,6,"01",28600
"2274548","50100",15,0,0,"02",0
"2274657","50100",0,2,1,"  ",0
"2275491","50100",14,0,0,"02",0
"2276900","50100",22,0,0,"02",0
"2277119","50100",16,0,3,"02",47800
"2278630","50100",26,0,3,"02",50800
"2279732","50100",10,0,4,"02",38000
"2279850","50100",11,0,1,"02",9760
"2280245","50100",14,0,0,"02",0
"2280326","50100",37,0,1,"01",15000
"2280623","50100",66,0,0,"02",0
"2281117","50100",21,0,1,"02",8000
"2281709","50100",11,0,3,"02",86734
"2282155","50100",14,0,0,"02",0
"2282262","50100",11,0,3,"02",52000
"2283694","50100",32,0,1,"06",13000
"2283949","50100",16,0,2,"02",71800
"2284070","50100",11,0,2,"02",36000
"2284366","50100",58,0,2,"05",11500
"2284432","50100",16,0,2,"03",69000
"2284828","50100",22,0,0,"02",0
"2285070","50100",53,0,2,"02",70000
"2286026","50100",16,0,5,"02",72900
"2286168","50100",21,0,3,"05",37540
"2286752","50100",11,0,1,"02",4200
"2286997","50100",16,0,3,"02",51000
"2287167","50100",15,0,0,"01",0
"2288620","50100",11,0,4,"02",54900
"2289165","50100",11,0,1,"02",44680
"2289413","50100",11,0,3,"02",18000
"2289613","50100",10,0,1,"02",11500
"2289714","50100",21,0,3,"02",34600
"2289868","50100",43,0,4,"02",33000
"2290565","50100",11,0,3,"01",37100
"2291075","50100",10,0,2,"02",50000
"2291435","50100",27,0,2,"03",21550
"2291640","50100",10,0,3,"02",28100
"2292564","50100",16,0,2,"02",27120
"2294477","50100",11,0,2,"02",105000
"2294668","50100",11,0,2,"02",47800
"2295453","50100",32,0,2,"02",137700
"2295504","50100",16,0,7,"02",71900
"2298099","50100",53,0,1,"02",10000
"2298118","50100",15,0,0,"02",0
"2298493","50100",32,0,3,"05",50600
"2299052","50100",42,0,3,"02",70200
"2299061","50100",11,0,2,"04",19200
"2299730","50100",10,0,5,"02",23800
"2300698","50100",5,0,4,"02",28900
"2301864","50100",37,0,2,"04",39000
"2301946","50100",32,0,2,"03",66600
"2302349","50100",11,0,2,"07",13500
"2302421","50100",15,0,0,"02",0
"2302839","50100",11,0,4,"04",39200
"2304164","50100",5,0,3,"02",431500
"2304979","50100",15,0,0,"04",0
"2304987","50100",42,0,2,"04",67200
"2305294","50100",32,0,3,"02",3450
"2305674","50100",15,0,0,"05",0
"2306132","50100",5,0,2,"02",33900
"2306890","50100",22,0,4,"02",48800
"2307011","50100",0,2,1,"  ",0
"2307224","50100",11,0,2,"02",1000
"2307881","50100",21,0,3,"02",88200
"2308370","50100",42,0,1,"02",50000
"2309852","50100",21,0,1,"02",50000
"2309943","50100",16,0,2,"02",44750
"2310038","50100",11,0,2,"02",60120
"2310190","50100",11,0,4,"02",40400
"2310250","50100",8,0,0,"02",0
"2310314","50100",11,0,2,"02",105000
"2310459","50100",15,0,0,"02",0
"2310716","50100",11,0,2,"02",16100
"2310758","50100",11,0,1,"02",39400
"2310781","50100",31,0,1,"04",0
"2311563","50100",27,0,2,"02",43300
"2312421","50100",26,0,1,"01",22050
"2316248","50100",47,0,2,"02",93200
"2317080","50100",16,0,2,"03",45200
"2317673","50100",32,0,1,"02",4800
"2317683","50100",16,0,1,"02",126000
"2317805","50100",11,0,1,"02",23000
"2319192","50100",37,0,2,"02",61000
"2319206","50100",0,2,1,"  ",0
"2319819","50100",15,0,0,"02",0
"2321163","50100",11,0,6,"02",36790
"2321280","50100",0,1,1,"  ",0
"2322339","50100",10,0,2,"02",33400
"2322533","50100",37,0,1,"06",41880
"2322862","50100",11,0,4,"02",73500
"2323962","50100",11,0,3,"04",15200
"2325979","50100",11,0,3,"02",48100
"2326811","50100",15,0,0,"01",0
"2327469","50100",16,0,4,"05",6920
"2327766","50100",16,0,3,"02",38100
"2330907","50100",42,0,5,"02",56000
"2331370","50100",15,0,1,"02",80300
"2331502","50100",21,0,5,"02",1e+05
"2331649","50100",11,0,4,"03",57050
"2331772","50100",11,0,3,"06",44000
"2331805","50100",15,0,0,"02",0
"2331840","50100",15,0,0,"08",0
"2332312","50100",11,0,1,"02",25570
"2332356","50100",16,0,3,"02",81500
"2333691","50100",10,0,5,"02",90200
"2334176","50100",21,0,5,"02",42640
"2334831","50100",48,0,2,"02",188400
"2336824","50100",10,0,1,"02",35000
"2337355","50100",37,0,1,"02",36000
"2338015","50100",15,0,0,"09",0
"2338361","50100",27,0,3,"02",123800
"2338611","50100",26,0,2,"02",230000
"2338896","50100",11,0,4,"02",50300
"2339079","50100",15,0,0,"02",0
"2340490","50100",58,0,2,"02",87200
"2341840","50100",42,0,6,"02",98000
"2343325","50100",43,0,1,"03",24550
"2343522","50100",27,0,2,"02",110000
"2343879","50100",16,0,3,"04",29100
"2344544","50100",32,0,1,"02",36000
"2344575","50100",22,0,0,"02",0
"2344829","50100",11,0,2,"02",26000
"2345596","50100",11,0,2,"02",5300
"2346001","50100",16,0,2,"01",94280
"2346662","50100",0,2,1,"  ",0
"2348517","50100",0,1,1,"  ",0
"2348563","50100",0,1,1,"  ",0
"2348599","50100",11,0,4,"02",52720
"2351097","50100",10,0,3,"02",65200
"2351248","50100",22,0,0,"02",0
"2351326","50100",10,0,1,"03",8800
"2351890","50100",0,2,1,"  ",0
"2352800","50100",16,0,2,"01",2400
"2353037","50100",11,0,1,"02",28200
"2353113","50100",22,0,0,"02",0
"2354075","50100",10,0,4,"02",54100
"2354484","50100",16,0,1,"07",24000
"2354667","50100",26,0,5,"01",45700
"2354773","50100",11,0,2,"02",15200
"2355512","50100",0,2,1,"  ",0
"2356046","50100",15,0,0,"02",0
"2356208","50100",27,0,1,"02",73000
"2356451","50100",15,0,0,"07",0
"2356967","50100",11,0,1,"02",11900
"2357208","50100",16,0,4,"01",30390
"2357972","50100",53,0,2,"02",35800
"2358583","50100",0,2,1,"  ",0
"2360201","50100",11,0,2,"02",43000
"2360805","50100",43,0,1,"06",26400
"2361308","50100",15,0,0,"04",0
"2362959","50100",0,1,1,"  ",0
"2362990","50100",0,2,1,"  ",0
"2363011","50100",26,0,2,"02",39300
"2363192","50100",21,0,3,"01",36220
"2364162","50100",21,0,2,"02",27400
"2364179","50100",11,0,4,"02",68200
"2364334","50100",16,0,4,"02",24000
"2365115","50100",10,0,2,"02",70800
"2365143","50100",0,2,1,"  ",0
"2365909","50100",11,0,2,"02",57500
"2366475","50100",26,0,2,"05",24400
"2367398","50100",15,0,0,"02",0
"2367481","50100",15,0,0,"02",0
"2368551","50100",42,0,2,"01",35000
"2369202","50100",11,0,5,"02",57430
"2369816","50100",10,0,1,"04",14500
"2370164","50100",32,0,6,"02",94520
"2370200","50100",29,0,0,"02",0
"2370577","50100",11,0,1,"05",3600
"2371101","50100",15,0,0,"02",0
"2371334","50100",22,0,0,"02",0
"2371997","50100",15,0,0,"02",0
"2372819","50100",15,0,0,"02",0
"2373168","50100",11,0,1,"01",11000
"2373983","50100",11,0,4,"02",50808
"2374315","50100",23,0,0,"06",0
"2375203","50100",16,0,2,"02",78590
"2375836","50100",43,0,1,"02",64000
"2377188","50100",15,0,4,"02",115300
"2377386","50100",16,0,3,"02",58200
"2377927","50100",43,0,1,"02",28100
"2378186","50100",48,0,4,"02",50670
"2378257","50100",10,0,2,"02",11560
"2378621","50100",27,0,2,"02",27920
"2380106","50100",10,0,2,"02",54280
"2381017","50100",22,0,0,"02",0
"2381245","50100",63,0,2,"04",39400
"2381589","50100",32,0,1,"02",19800
"2381689","50100",15,0,0,"02",0
"2381739","50100",53,0,1,"06",8700
"2382088","50100",16,0,2,"06",14900
"2382309","50100",11,0,3,"02",60400
"2382415","50100",43,0,4,"02",94000
"2382458","50100",27,0,5,"02",44000
"2382887","50100",7,0,0,"01",0
"2384200","50100",0,2,1,"  ",0
"2384548","50100",42,0,3,"06",47800
"2384796","50100",44,0,0,"05",0
"2384835","50100",27,0,2,"02",57500
"2385050","50100",15,0,0,"02",0
"2386787","50100",10,0,2,"05",22000
"2386819","50100",42,0,5,"05",12580
"2387286","50100",10,0,1,"04",28000
"2388093","50100",16,0,4,"02",94200
"2389435","50100",21,0,2,"02",195000
"2389458","50100",10,0,2,"02",96100
"2389669","50100",10,0,1,"02",37000
"2389892","50100",11,0,2,"02",69010
"2390440","50100",10,0,4,"02",139000
"2391068","50100",0,2,1,"  ",0
"2393405","50100",10,0,3,"02",12500
"2393801","50100",11,0,1,"02",10200
"2394047","50100",11,0,2,"04",31000
"2394095","50100",27,0,3,"02",55400
"2394301","50100",43,0,1,"06",4930
"2394532","50100",26,0,4,"02",65860
"2395266","50100",21,0,5,"02",83100
"2395526","50100",11,0,3,"02",48800
"2395666","50100",10,0,6,"01",40000
"2396000","50100",10,0,4,"02",311900
"2396782","50100",0,2,1,"  ",0
"2396943","50100",26,0,1,"02",23000
"2398184","50100",22,0,0,"02",0
"2398225","50100",32,0,5,"05",51100
"2398872","50100",27,0,2,"02",157500
"2399406","50100",10,0,2,"02",46000
"2399483","50100",11,0,1,"02",30000
"2400381","50100",16,0,1,"02",26690
"2400765","50100",22,0,0,"04",0
"2401063","50100",32,0,5,"02",47800
"2401137","50100",10,0,2,"02",11800
"2401384","50100",10,0,3,"02",59900
"2401487","50100",37,0,1,"04",5900
"2402602","50100",11,0,1,"02",29300
"2403615","50100",52,0,0,"02",0
"2403765","50100",22,0,0,"02",0
"2403960","50100",52,0,0,"02",0
"2404140","50100",11,0,2,"02",30100
"2405566","50100",5,0,2,"02",44700
"2405732","50100",31,0,2,"02",54670
"2407317","50100",11,0,4,"01",8200
"2409123","50100",11,0,4,"02",133900
"2410803","50100",37,0,4,"02",83200
"2411606","50100",16,0,3,"02",62100
"2411993","50100",32,0,4,"02",290000
"2412198","50100",14,0,0,"02",0
"2414907","50100",11,0,2,"02",131900
"2415399","50100",10,0,1,"02",23600
"2416372","50100",16,0,5,"04",68300
"2416477","50100",0,2,1,"  ",0
"2416750","50100",10,0,3,"02",51100
"2416983","50100",37,0,4,"02",94080
"2417206","50100",11,0,4,"02",66700
"2417979","50100",16,0,2,"05",21400
"2418193","50100",11,0,2,"02",339900
"2419618","50100",10,0,3,"02",90220
"2419860","50100",10,0,4,"02",60500
"2420405","50100",10,0,1,"05",6000
"2420493","50100",11,0,2,"02",44600
"2422033","50100",42,0,2,"02",122400
"2422918","50100",32,0,4,"02",76370
"2422982","50100",42,0,1,"05",9400
"2423029","50100",11,0,5,"02",39000
"2423173","50100",31,0,2,"02",27030
"2424284","50100",16,0,2,"01",26800
"2424949","50100",15,0,0,"02",0
"2425394","50100",15,0,0,"02",0
"2425736","50100",0,1,1,"  ",0
"2425776","50100",14,0,0,"02",0
"2426790","50100",15,0,2,"02",51700
"2427078","50100",10,0,3,"02",18500
"2429168","50100",31,0,2,"02",149200
"2429197","50100",11,0,4,"02",35200
"2430297","50100",14,0,0,"02",0
"2430480","50100",11,0,2,"02",80400
"2430959","50100",22,0,0,"02",0
"2431557","50100",16,0,4,"02",4600
"2431730","50100",10,0,4,"02",51000
"2431788","50100",11,0,2,"02",37850
"2431844","50100",15,0,0,"02",0
"2432610","50100",16,0,2,"02",93500
"2433319","50100",11,0,1,"05",62300
"2433341","50100",14,0,0,"02",0
"2434587","50100",15,0,0,"09",0
"2435361","50100",15,0,0,"02",0
"2436028","50100",32,0,5,"01",44330
"2436233","50100",14,0,0,"06",0
"2437381","50100",10,0,2,"02",50200
"2437415","50100",0,2,1,"  ",0
"2438983","50100",10,0,1,"02",17560
"2440101","50100",15,0,5,"02",43500
"2440492","50100",0,2,1,"  ",0
"2440749","50100",15,0,0,"02",0
"2441086","50100",11,0,2,"02",21060
"2441873","50100",10,0,2,"06",16000
"2442363","50100",10,0,4,"04",38700
"2443051","50100",11,0,2,"02",15500
"2444466","50100",22,0,0,"02",0
"2444802","50100",15,0,0,"02",0
"2446859","50100",0,2,1,"  ",0
"2447718","50100",21,0,1,"02",18300
"2448795","50100",37,0,0,"04",0
"2449232","50100",10,0,3,"02",49000
"2449996","50100",11,0,1,"02",52500
"2450437","50100",26,0,2,"02",174350
"2451761","50100",15,0,1,"02",30000
"2452121","50100",21,0,2,"02",167500
"2452244","50100",37,0,1,"01",8800
"2452368","50100",15,0,0,"02",0
"2452778","50100",16,0,3,"02",300
"2453472","50100",11,0,3,"02",74510
"2454665","50100",27,0,3,"02",67404
"2454903","50100",26,0,2,"02",20100
"2456239","50100",27,0,2,"02",29200
"2456313","50100",11,0,2,"02",85300
"2456955","50100",16,0,4,"02",43770
"2457424","50100",0,2,1,"  ",0
"2457489","50100",15,0,0,"02",0
"2457926","50100",47,0,3,"04",72000
"2458302","50100",37,0,2,"04",53800
"2459379","50100",10,0,1,"02",33800
"2459690","50100",15,0,0,"03",0
"2459753","50100",16,0,2,"02",47170
"2460449","50100",15,0,0,"02",0
"2461061","50100",11,0,3,"02",86500
"2462340","50100",10,0,2,"02",63000
"2462687","50100",15,0,0,"05",0
"2463869","50100",15,0,0,"08",0
"2464647","50100",22,0,0,"02",0
"2464796","50100",42,0,1,"07",12000
"2465146","50100",11,0,4,"02",60200
"2465489","50100",11,0,1,"02",5300
"2465590","50100",26,0,2,"02",13900
"2467235","50100",16,0,1,"02",8800
"2467300","50100",10,0,2,"02",77200
"2467355","50100",16,0,3,"01",51000
"2468369","50100",11,0,2,"02",55000
"2468662","50100",37,0,3,"02",74110
"2468922","50100",37,0,5,"02",50100
"2469446","50100",43,0,1,"04",51000
"2470334","50100",27,0,3,"02",115900
"2472395","50100",10,0,1,"02",36600
"2472396","50100",11,0,2,"02",41930
"2472920","50100",23,0,0,"02",0
"2473652","50100",10,0,5,"02",21000
"2473770","50100",15,0,0,"02",0
"2474859","50100",30,0,0,"02",0
"2476117","50100",11,0,1,"02",10000
"2476171","50100",21,0,3,"02",61000
"2476274","50100",15,0,1,"02",11310
"2476938","50100",15,0,0,"02",0
"2477178","50100",32,0,2,"02",45440
"2478997","50100",21,0,1,"02",22600
"2480028","50100",22,0,0,"02",0
"2480562","50100",15,0,0,"02",0
"2480705","50100",10,0,4,"02",65900
"2482094","50100",42,0,3,"02",89800
"2482504","50100",16,0,4,"02",75230
"2483504","50100",15,0,0,"07",0
"2483575","50100",11,0,2,"02",47300
"2484747","50100",16,0,3,"02",56000
"2485546","50100",15,0,0,"02",0
"2485766","50100",11,0,1,"05",10000
"2486146","50100",44,0,0,"06",0
"2487725","50100",11,0,4,"02",75700
"2488121","50100",11,0,4,"02",68470
"2488397","50100",15,0,0,"02",0
"2488413","50100",11,0,1,"02",10600
"2488629","50100",21,0,2,"02",37900
"2489310","50100",10,0,7,"02",92000
"2490166","50100",11,0,3,"02",49400
"2491782","50100",32,0,2,"02",85100
"2492035","50100",11,0,3,"02",41000
"2493340","50100",11,0,2,"02",67950
"2496294","50100",7,0,0,"02",0
"2496740","50100",26,0,2,"02",79940
"2496861","50100",16,0,1,"04",36500
"2497995","50100",11,0,4,"02",80000
"2498726","50100",10,0,1,"02",41900
"2499695","50100",21,0,2,"02",54200
"2499932","50100",21,0,4,"02",81600
"2500115","50100",0,1,1,"  ",0
"2500380","50100",31,0,6,"02",24100
"2501059","50100",0,1,1,"  ",0
"2501111","50100",14,0,0,"02",0
"2501675","50100",21,0,1,"02",34170
"2503128","50100",11,0,2,"06",33700
"2503582","50100",11,0,3,"01",57000
"2504200","50100",37,0,2,"02",22000
"2504518","50100",32,0,2,"04",78780
"2505068","50100",0,2,1,"  ",0
"2507091","50100",0,2,1,"  ",0
"2507143","50100",11,0,5,"02",48500
"2507215","50100",10,0,2,"05",34110
"2508036","50100",16,0,3,"02",54000
"2509634","50100",11,0,2,"02",21400
"2509757","50100",53,0,3,"06",4000
"2510018","50100",37,0,2,"01",27300
"2511303","50100",42,0,5,"04",129700
"2511595","50100",38,0,1,"06",30000
"2512162","50100",42,0,1,"05",17300
"2512643","50100",23,0,0,"02",0
"2513345","50100",21,0,2,"02",76800
"2515534","50100",15,0,0,"04",0
"2515864","50100",10,0,1,"01",34000
"2515882","50100",22,0,0,"05",0
"2515942","50100",10,0,1,"01",6700
"2516095","50100",11,0,3,"02",65600
"2518011","50100",37,0,3,"05",21000
"2518154","50100",5,0,4,"02",80520
"2518215","50100",26,0,5,"02",81630
"2519103","50100",37,0,3,"02",23100
"2519132","50100",15,0,0,"02",0
"2521195","50100",0,1,1,"  ",0
"2523363","50100",15,0,0,"02",0
"2523663","50100",48,0,1,"05",33490
"2523820","50100",37,0,0,"02",0
"2524657","50100",10,0,1,"02",44000
"2524844","50100",10,0,3,"02",48000
"2524934","50100",11,0,3,"02",12700
"2525774","50100",5,0,4,"02",46900
"2526086","50100",0,2,1,"  ",0
"2527161","50100",11,0,2,"02",30600
"2528121","50100",10,0,4,"02",40300
"2528135","50100",16,0,2,"02",30000
"2529230","50100",10,0,2,"02",53000
"2529415","50100",0,2,1,"  ",0
"2530684","50100",11,0,3,"02",101000
"2532006","50100",15,0,0,"02",0
"2532130","50100",11,0,2,"02",13000
"2532349","50100",16,0,2,"02",66000
"2532541","50100",15,0,0,"02",0
"2533446","50100",16,0,3,"01",49700
"2534021","50100",16,0,5,"02",74500
"2535323","50100",22,0,0,"04",0
"2537215","50100",21,0,3,"01",95340
"2538478","50100",14,0,0,"02",0
"2538494","50100",11,0,1,"01",20000
"2539775","50100",11,0,2,"02",75900
"2539900","50100",16,0,2,"02",48850
"2540573","50100",27,0,2,"01",11360
"2540634","50100",53,0,5,"02",57450
"2540873","50100",6,0,1,"02",25000
"2541659","50100",10,0,2,"05",29200
"2543158","50100",16,0,2,"02",42000
"2544093","50100",15,0,0,"03",0
"2544512","50100",27,0,2,"02",38000
"2546594","50100",22,0,0,"02",0
"2547145","50100",15,0,0,"02",0
"2548570","50100",32,0,2,"06",32100
"2548712","50100",10,0,3,"02",16000
"2549949","50100",59,0,0,"02",0
"2550012","50100",10,0,2,"02",154100
"2550141","50100",26,0,4,"02",59000
"2550662","50100",16,0,2,"02",31000
"2551372","50100",10,0,2,"02",40100
"2551889","50100",11,0,5,"02",79500
"2555540","50100",11,0,2,"02",45800
"2555587","50100",16,0,2,"02",39000
"2555855","50100",15,0,0,"02",0
"2555908","50100",11,0,2,"01",51900
