"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"6180664","25100",21,0,1,"04",42500
"6180781","25130",18,0,1,"09",7700
"6180785","25090",19,0,1,"08",327000
"6180812","25010",16,0,1,"02",44800
"6180884","25120",16,0,2,"02",74000
"6181116","25130",24,0,1,"07",83000
"6181132","25120",19,0,2,"02",551000
"6181241","25040",22,0,2,"03",59360
"6181499","25010",19,0,2,"05",24500
"6181535","25100",0,1,1,"  ",0
"6181547","25120",19,0,0,"06",0
"6181566","25120",18,0,3,"02",105000
"6181650","25030",24,0,2,"03",105000
"6181759","25060",0,1,1,"  ",0
"6181903","25020",16,0,2,"02",88000
"6182105","25040",24,0,1,"04",14600
"6182184","25030",11,0,6,"04",80900
"6182244","25080",21,0,2,"08",105000
"6182263","25040",22,0,1,"03",45000
"6182291","25080",16,0,1,"04",81000
"6182368","25010",22,0,2,"02",92000
"6182408","25010",6,0,0,"02",0
"6182444","25130",13,0,3,"02",60500
"6182697","25020",14,0,4,"02",157600
"6182720","25060",19,0,2,"02",89600
"6182750","25060",0,2,1,"  ",0
"6182753","25010",2,0,4,"02",43680
"6182846","25020",24,0,3,"06",103300
"6182862","25100",27,0,2,"02",86600
"6182944","25100",18,0,1,"02",80000
"6183142","25120",27,0,1,"02",11000
"6183474","25120",30,0,2,"02",10500
"6183541","25020",13,0,3,"02",67700
"6183666","25120",16,0,2,"02",80980
"6183732","25130",21,0,4,"02",228000
"6183745","25060",22,0,1,"02",38000
"6183780","25100",25,0,2,"07",20640
"6183817","25010",32,0,2,"03",114000
"6183825","25120",12,0,0,"02",0
"6183841","25080",24,0,1,"07",25000
"6183853","25050",16,0,2,"04",74500
"6183933","25020",19,0,1,"07",14410
"6184001","25020",22,0,2,"02",50200
"6184055","25110",21,0,2,"07",20300
"6184126","25130",24,0,1,"02",25400
"6184221","25070",32,0,4,"02",65300
"6184278","25110",19,0,2,"02",93700
"6184280","25090",29,0,3,"05",84700
"6184282","25030",13,0,5,"06",12200
"6184318","25020",24,0,2,"02",110800
"6184378","25010",30,0,1,"02",51000
"6184405","25110",16,0,2,"02",25730
"6184564","25120",25,0,0,"02",0
"6184600","25020",31,0,0,"07",0
"6184771","25020",18,0,4,"02",106900
"6184914","25080",16,0,2,"02",12100
"6185016","25080",16,0,4,"04",87000
"6185056","25010",67,0,2,"04",20500
"6185059","25090",16,0,1,"08",10000
"6185102","25070",0,1,1,"  ",0
"6185250","25030",22,0,4,"04",76200
"6185395","25110",19,0,1,"02",43000
"6185420","25130",40,0,3,"02",72500
"6185424","25070",16,0,2,"02",32500
"6185446","25060",22,0,1,"06",18500
"6185453","25130",16,0,3,"09",33700
"6185528","25070",24,0,2,"05",24300
"6185570","25010",16,0,1,"05",60000
"6185632","25090",13,0,4,"05",9600
"6185644","25050",19,0,5,"02",172500
"6185682","25130",16,0,4,"05",24500
"6185777","25030",14,0,4,"02",121200
"6185934","25120",24,0,3,"02",38700
"6185986","25070",32,0,4,"02",62000
"6186065","25020",32,0,3,"02",471000
"6186185","25010",21,0,2,"04",48000
"6186225","25050",16,0,6,"02",229000
"6186310","25120",6,0,0,"02",0
"6186322","25130",10,0,2,"05",14000
"6186450","25080",27,0,3,"06",34700
"6186517","25050",32,0,1,"05",33200
"6186526","25020",18,0,4,"02",95000
"6186576","25120",16,0,1,"02",16300
"6186605","25060",22,0,1,"09",31700
"6186654","25070",6,0,5,"02",40000
"6186658","25120",19,0,2,"02",90000
"6186709","25020",21,0,3,"02",288000
"6186734","25130",0,1,1,"  ",0
"6186744","25040",0,2,1,"  ",0
"6186757","25020",24,0,4,"02",99250
"6186958","25020",7,0,0,"04",0
"6187015","25090",16,0,1,"02",12000
"6187059","25020",21,0,4,"02",46800
"6187118","25030",27,0,2,"09",27650
"6187129","25080",18,0,1,"08",0
"6187176","25050",19,0,2,"02",24500
"6187284","25130",0,2,1,"  ",0
"6187498","25080",19,0,1,"09",0
"6187536","25130",13,0,2,"05",9980
"6187672","25120",0,2,1,"  ",0
"6187860","25110",16,0,2,"02",56500
"6187874","25090",19,0,3,"07",30000
"6187898","25070",21,0,2,"02",70000
"6187930","25010",9,0,0,"02",0
"6187960","25070",19,0,1,"04",17800
"6188054","25120",25,0,0,"02",0
"6188092","25120",27,0,4,"02",240400
"6188140","25070",13,0,2,"02",13700
"6188220","25090",25,0,1,"09",106000
"6188280","25060",24,0,2,"02",26700
"6188317","25090",22,0,1,"03",62900
"6188318","25130",9,0,0,"06",0
"6188327","25070",19,0,2,"03",73400
"6188352","25090",0,2,1,"  ",0
"6188476","25090",0,2,1,"  ",0
"6188583","25100",16,0,3,"02",75100
"6188732","25100",27,0,5,"02",233000
"6188750","25040",27,0,2,"02",256000
"6188864","25010",24,0,1,"05",11100
"6188877","25030",14,0,2,"05",3960
"6188884","25130",19,0,1,"05",31620
"6188923","25100",26,0,1,"09",16800
"6188952","25060",24,0,1,"07",41300
"6188959","25060",0,2,1,"  ",0
"6188999","25040",19,0,1,"08",9750
"6189000","25100",18,0,4,"02",138000
"6189007","25060",24,0,2,"02",38300
"6189010","25020",24,0,3,"02",40200
"6189173","25130",31,0,0,"02",0
"6189241","25100",18,0,2,"02",88900
"6189433","25010",16,0,1,"04",6100
"6189501","25130",22,0,4,"02",57000
"6189503","25120",22,0,1,"06",7490
"6189522","25090",18,0,1,"04",24000
"6189545","25090",22,0,1,"02",23900
"6189578","25040",24,0,4,"05",131100
"6189694","25010",0,2,1,"  ",0
"6189702","25040",14,0,2,"05",7500
"6189823","25070",0,2,1,"  ",0
"6189863","25040",18,0,4,"05",73700
"6190026","25130",19,0,5,"02",55000
"6190063","25010",6,0,2,"02",57000
"6190094","25070",0,1,1,"  ",0
"6190226","25080",21,0,0,"02",0
"6190391","25030",22,0,3,"05",44400
"6190619","25120",25,0,0,"02",0
"6190683","25020",19,0,3,"02",34200
"6190904","25060",27,0,1,"06",5200
"6190914","25020",0,2,1,"  ",0
"6191041","25120",35,0,5,"02",66000
"6191097","25020",24,0,1,"07",28400
"6191363","25130",21,0,3,"07",13900
"6191388","25110",18,0,1,"04",16900
"6191569","25120",22,0,5,"02",137500
"6191573","25070",16,0,3,"05",80000
"6191637","25080",19,0,2,"05",99250
"6191641","25040",16,0,2,"05",35000
"6191759","25090",19,0,2,"05",16400
"6191823","25070",24,0,1,"06",36200
"6191968","25010",19,0,4,"02",88460
"6191975","25130",16,0,2,"06",34100
"6192336","25130",25,0,2,"05",26900
"6192341","25010",21,0,0,"02",0
"6192403","25110",43,0,0,"09",0
"6192476","25020",24,0,3,"07",66000
"6192541","25130",13,0,2,"05",52400
"6192706","25130",19,0,1,"06",26000
"6192715","25090",19,0,1,"05",26000
"6192721","25070",16,0,1,"04",1000
"6192873","25110",16,0,2,"02",30800
"6192903","25050",18,0,3,"05",101000
"6192904","25110",26,0,1,"05",6800
"6192926","25090",19,0,2,"05",97000
"6193023","25050",21,0,6,"07",171600
"6193037","25010",70,0,2,"07",6500
"6193115","25090",19,0,1,"09",4500
"6193119","25110",21,0,2,"02",85000
"6193146","25060",11,0,3,"02",171300
"6193164","25040",30,0,2,"02",37500
"6193228","25070",22,0,3,"02",25000
"6193357","25100",24,0,1,"02",22000
"6193475","25030",22,0,2,"03",94000
"6193622","25120",16,0,3,"02",144000
"6193679","25090",27,0,2,"09",102900
"6193764","25130",21,0,2,"06",92800
"6193775","25090",22,0,3,"04",51800
"6193823","25010",24,0,4,"02",1e+05
"6193897","25090",19,0,4,"02",21000
"6193920","25050",19,0,2,"04",37200
"6194060","25090",19,0,1,"05",16000
"6194119","25020",16,0,4,"02",170500
"6194198","25020",21,0,2,"02",58000
"6194264","25120",16,0,1,"02",34800
"6194386","25130",16,0,3,"04",69100
"6194512","25130",22,0,1,"05",7800
"6194526","25090",16,0,1,"05",15500
"6194541","25010",16,0,1,"02",50000
"6194604","25010",24,0,1,"09",24700
"6194608","25080",27,0,2,"04",25000
"6194610","25060",16,0,4,"05",41000
"6194611","25060",0,1,1,"  ",0
"6194889","25120",24,0,2,"02",35000
"6194994","25030",13,0,2,"02",58200
"6195035","25060",21,0,2,"05",39100
"6195039","25080",16,0,3,"05",145400
"6195059","25030",0,2,1,"  ",0
"6195156","25090",18,0,3,"05",29000
"6195167","25120",16,0,0,"09",0
"6195181","25120",24,0,4,"06",66000
"6195250","25130",13,0,4,"02",73300
"6195357","25040",24,0,2,"04",77000
"6195376","25050",25,0,2,"02",48900
"6195385","25090",19,0,2,"02",8000
"6195402","25110",0,2,1,"  ",0
"6195442","25030",13,0,0,"02",0
"6195476","25030",19,0,3,"05",47500
"6195533","25040",24,0,3,"03",221000
"6195568","25060",19,0,2,"05",30000
"6195639","25070",27,0,1,"02",22000
"6195648","25120",18,0,4,"02",73400
"6195863","25030",19,0,3,"02",58600
"6195953","25020",19,0,2,"09",13900
"6196082","25070",19,0,4,"02",55000
"6196140","25030",16,0,3,"03",79560
"6196153","25120",24,0,1,"02",24500
"6196224","25120",5,0,2,"02",30550
"6196227","25030",35,0,3,"03",77000
"6196232","25090",10,0,5,"05",35100
"6196269","25070",14,0,2,"04",48560
"6196340","25020",21,0,4,"02",87000
"6196348","25120",19,0,0,"03",0
"6196359","25060",24,0,4,"05",102130
"6196369","25010",5,0,2,"04",34400
"6196436","25100",27,0,4,"02",239000
"6196442","25070",16,0,3,"02",345970
"6196573","25080",0,1,1,"  ",0
"6196622","25110",26,0,3,"02",50000
"6196816","25080",18,0,3,"05",57000
"6196863","25080",24,0,1,"06",32000
"6196880","25120",13,0,1,"02",50400
"6197186","25030",19,0,2,"02",46600
"6197201","25010",5,0,4,"02",87100
"6197210","25050",19,0,2,"02",117400
"6197337","25130",16,0,6,"02",36000
"6197343","25080",35,0,2,"04",140000
"6197358","25100",27,0,3,"02",125000
"6197375","25080",32,0,3,"07",7200
"6197455","25130",25,0,3,"02",55000
"6197557","25070",35,0,6,"02",71004
"6197755","25090",29,0,2,"08",53000
"6197909","25040",24,0,2,"02",9900
"6197955","25030",0,1,1,"  ",0
"6198132","25060",24,0,2,"02",132200
"6198167","25080",16,0,1,"04",44930
"6198223","25090",16,0,1,"09",9400
"6198426","25010",7,0,0,"02",0
"6198460","25010",13,0,2,"02",39000
"6198494","25110",16,0,3,"02",96160
"6198499","25120",24,0,2,"02",95020
"6198568","25010",10,0,3,"02",66300
"6198617","25010",21,0,1,"02",120000
"6198815","25060",22,0,5,"02",66500
"6198876","25050",24,0,2,"02",54700
"6198881","25040",19,0,1,"05",44800
"6199013","25070",21,0,3,"02",81700
"6199053","25030",16,0,3,"05",13000
"6199255","25070",0,2,1,"  ",0
"6199389","25060",22,0,1,"09",17700
"6199400","25120",21,0,2,"02",94500
"6199457","25120",22,0,1,"02",21000
"6199574","25040",27,0,2,"08",19800
"6199594","25080",19,0,3,"06",85600
"6199598","25100",16,0,2,"02",93000
"6199627","25090",16,0,3,"06",12600
"6199647","25020",16,0,3,"02",67000
"6199655","25080",14,0,2,"06",58800
"6199725","25070",24,0,2,"02",16200
"6199849","25060",25,0,5,"02",40000
"6199901","25060",16,0,4,"05",37600
"6199991","25070",7,0,1,"02",101000
"6200117","25010",19,0,2,"05",40480
"6200164","25040",36,0,1,"07",14000
"6200171","25120",32,0,7,"02",128500
"6200222","25130",16,0,1,"04",57000
"6200262","25090",13,0,4,"03",96000
"6200295","25080",24,0,2,"04",89500
"6200312","25100",0,2,1,"  ",0
"6200337","25050",25,0,1,"07",7410
"6200425","25090",27,0,1,"05",45000
"6200584","25020",21,0,2,"02",103600
"6200672","25020",22,0,4,"04",64600
"6200761","25040",16,0,4,"02",195000
"6200841","25010",5,0,2,"02",52000
"6200848","25130",33,0,6,"02",44950
"6200930","25120",30,0,3,"02",118800
"6200953","25060",13,0,6,"02",129000
"6200976","25120",21,0,2,"02",34100
"6200991","25060",5,0,2,"02",177000
"6201092","25100",27,0,1,"05",45000
"6201108","25080",9,0,0,"05",0
"6201151","25050",30,0,5,"02",114300
"6201228","25060",19,0,4,"02",56200
"6201309","25090",19,0,2,"02",25000
"6201405","25100",24,0,1,"09",4800
"6201713","25020",18,0,1,"07",48600
"6201812","25080",11,0,4,"04",41400
"6201815","25090",16,0,4,"02",92000
"6201835","25070",19,0,4,"02",135000
"6201902","25010",27,0,1,"02",28000
"6201905","25030",22,0,5,"05",7500
"6201987","25090",19,0,4,"08",24530
"6202091","25080",16,0,2,"04",69500
"6202100","25060",13,0,3,"04",78000
"6202129","25130",13,0,1,"09",6700
"6202280","25130",18,0,0,"05",0
"6202487","25050",29,0,2,"09",88000
"6202510","25010",24,0,1,"06",10200
"6202557","25130",22,0,5,"02",105400
"6202699","25070",29,0,1,"06",42300
"6202913","25100",18,0,3,"02",68300
"6203198","25040",16,0,4,"04",68500
"6203201","25100",16,0,2,"02",173000
"6203260","25090",13,0,2,"09",36400
"6203330","25120",21,0,4,"02",80000
"6203427","25120",24,0,1,"01",47600
"6203436","25020",16,0,3,"02",102700
"6203475","25030",18,0,4,"02",66900
"6203493","25040",0,2,1,"  ",0
"6203499","25130",16,0,2,"06",10900
"6203602","25090",0,1,1,"  ",0
"6203612","25120",18,0,0,"02",0
"6203744","25030",27,0,1,"06",0
"6203797","25010",16,0,2,"02",15000
"6203863","25080",18,0,1,"04",0
"6203870","25050",19,0,1,"02",27800
"6203884","25040",26,0,3,"02",110700
"6203931","25080",22,0,1,"08",31800
"6204069","25020",21,0,1,"02",49130
"6204140","25120",16,0,6,"02",139900
"6204158","25120",24,0,7,"02",61600
"6204284","25130",27,0,3,"02",43950
"6204315","25040",24,0,1,"05",82000
"6204403","25120",8,0,2,"02",15400
"6204450","25080",19,0,5,"03",150000
"6204468","25120",27,0,2,"02",83000
"6204470","25010",16,0,2,"02",62000
"6204788","25090",29,0,2,"09",160000
"6204875","25060",19,0,1,"04",35970
"6204899","25070",18,0,1,"04",55000
"6204914","25090",16,0,2,"05",12400
"6204989","25050",0,2,1,"  ",0
"6204999","25080",19,0,2,"08",34400
"6205100","25100",16,0,4,"05",8000
"6205151","25010",6,0,0,"02",0
"6205174","25020",19,0,2,"02",63600
"6205280","25100",16,0,3,"02",122330
"6205284","25010",6,0,3,"02",53100
"6205287","25110",19,0,2,"04",73000
"6205321","25010",8,0,4,"02",57100
"6205331","25110",19,0,3,"02",135000
"6205348","25060",14,0,2,"02",49000
"6205350","25130",25,0,0,"05",0
"6205368","25120",25,0,0,"02",0
"6205370","25060",0,2,1,"  ",0
"6205393","25130",16,0,2,"04",27500
"6205510","25110",19,0,1,"02",10400
"6205512","25120",22,0,1,"02",40350
"6205572","25020",16,0,4,"02",82000
"6205597","25060",21,0,2,"06",6300
"6205621","25130",15,0,0,"09",0
"6205761","25110",43,0,1,"08",15800
"6205838","25020",27,0,3,"02",103000
"6205929","25020",13,0,2,"02",124000
"6205986","25060",21,0,2,"02",78100
"6206000","25020",22,0,2,"07",67020
"6206017","25120",7,0,0,"02",0
"6206043","25080",13,0,4,"02",64500
"6206085","25010",19,0,0,"02",0
"6206103","25100",22,0,2,"06",50000
"6206140","25060",19,0,1,"07",0
"6206167","25120",16,0,1,"02",229000
"6206203","25050",24,0,3,"04",50700
"6206206","25100",19,0,1,"02",10500
"6206246","25100",22,0,1,"03",451000
"6206273","25110",13,0,3,"02",64200
"6206274","25080",24,0,3,"04",18600
"6206278","25080",38,0,4,"04",22000
"6206297","25050",24,0,3,"02",60000
"6206355","25100",27,0,2,"02",30100
"6206394","25100",25,0,6,"02",717000
"6206441","25080",21,0,1,"08",27500
"6206557","25060",0,2,1,"  ",0
"6206665","25030",21,0,2,"02",92260
"6206817","25080",16,0,1,"09",5500
"6207061","25020",13,0,2,"03",301000
"6207076","25040",16,0,4,"04",81100
"6207167","25130",27,0,4,"02",49170
"6207232","25050",27,0,1,"04",30000
"6207522","25120",13,0,0,"02",0
"6207930","25090",19,0,1,"07",40000
"6207948","25070",0,2,1,"  ",0
"6208108","25010",10,0,3,"05",51000
"6208250","25010",19,0,1,"05",31000
"6208268","25120",21,0,2,"02",190500
"6208270","25060",24,0,2,"02",115000
"6208271","25120",24,0,2,"02",116000
"6208299","25130",22,0,3,"02",107000
"6208317","25090",0,1,1,"  ",0
"6208342","25010",22,0,4,"02",55000
"6208386","25100",0,2,1,"  ",0
"6208487","25110",18,0,2,"02",12800
"6208724","25120",18,0,0,"02",0
"6208799","25070",19,0,1,"02",13500
"6208888","25130",21,0,2,"02",16000
"6208927","25090",21,0,1,"09",19300
"6209019","25100",16,0,3,"02",177000
"6209032","25070",27,0,2,"02",19120
"6209035","25030",16,0,3,"02",770
"6209153","25030",16,0,5,"05",28000
"6209184","25120",21,0,0,"02",0
"6209195","25020",21,0,4,"02",329100
"6209358","25120",19,0,2,"02",13180
"6209398","25080",19,0,3,"06",28300
"6209517","25020",21,0,1,"02",48000
"6209606","25130",19,0,1,"02",125100
"6209761","25030",21,0,2,"02",99500
"6209829","25120",25,0,3,"02",92000
"6209944","25070",24,0,4,"02",44900
"6209949","25030",33,0,3,"05",37000
"6209960","25130",21,0,3,"06",36000
"6210009","25030",19,0,1,"02",52000
"6210165","25110",0,1,1,"  ",0
"6210182","25040",21,0,2,"05",45700
"6210192","25090",0,2,1,"  ",0
"6210426","25130",30,0,2,"04",12800
"6210468","25010",21,0,2,"07",22100
"6210606","25100",16,0,1,"02",16500
"6210685","25110",25,0,3,"02",35400
"6210726","25120",16,0,3,"02",47190
"6210854","25010",0,2,1,"  ",0
"6210934","25090",18,0,1,"08",5700
"6210982","25040",13,0,2,"05",47200
"6210989","25110",19,0,2,"03",76080
"6210999","25130",22,0,2,"05",19000
"6211108","25040",19,0,2,"04",35000
"6211155","25110",19,0,2,"02",62700
"6211188","25060",16,0,2,"02",42800
"6211217","25030",21,0,1,"06",42250
"6211297","25100",21,0,2,"04",27100
"6211303","25130",18,0,3,"07",540
"6211447","25050",21,0,6,"06",61200
"6211509","25100",24,0,1,"09",9900
"6211802","25070",18,0,3,"04",56400
"6211859","25070",19,0,2,"06",7700
"6211928","25120",16,0,1,"02",32000
"6212252","25080",16,0,3,"02",50100
"6212305","25120",16,0,2,"02",48180
"6212471","25130",53,0,0,"02",0
"6212513","25040",22,0,1,"02",24800
"6212606","25130",19,0,1,"05",52000
"6212700","25040",16,0,4,"02",409010
"6212894","25030",24,0,5,"02",60060
"6212920","25110",16,0,2,"02",46500
"6212932","25080",19,0,2,"04",71700
"6213041","25090",13,0,5,"02",324200
"6213115","25090",29,0,2,"04",38280
"6213139","25010",0,2,1,"  ",0
"6213329","25010",6,0,1,"02",23080
"6213371","25070",19,0,5,"07",3640
"6213408","25040",22,0,4,"02",41000
"6213482","25070",19,0,4,"02",137300
"6213690","25060",24,0,2,"02",83600
"6213691","25130",24,0,5,"02",85900
"6213783","25130",19,0,5,"02",64200
"6213869","25020",21,0,4,"02",85000
"6213871","25030",16,0,4,"02",141710
"6213872","25020",24,0,2,"02",77000
"6213920","25080",22,0,3,"04",72700
"6213966","25070",24,0,3,"02",63400
"6213973","25080",10,0,5,"05",43000
"6214043","25100",24,0,4,"02",101000
"6214143","25110",13,0,2,"02",51400
"6214192","25110",27,0,1,"05",25760
"6214205","25120",19,0,3,"02",105200
"6214336","25070",35,0,0,"04",0
"6214372","25020",0,1,1,"  ",0
"6214376","25130",24,0,1,"06",11200
"6214488","25090",21,0,0,"07",0
"6214597","25130",18,0,4,"05",42600
"6214643","25030",26,0,2,"02",26300
"6214729","25110",19,0,2,"02",86000
"6214736","25040",26,0,3,"02",41900
"6214855","25100",21,0,4,"02",70000
"6214915","25040",0,2,1,"  ",0
"6215033","25020",22,0,2,"02",22500
"6215073","25120",14,0,1,"02",54000
"6215080","25070",19,0,3,"02",32200
"6215109","25110",19,0,3,"02",46200
"6215191","25130",14,0,5,"05",10100
"6215360","25020",27,0,1,"04",57000
"6215588","25020",19,0,4,"02",137230
"6215595","25100",17,0,4,"02",105510
"6215706","25110",19,0,2,"09",29400
"6215773","25120",29,0,2,"02",343100
"6215811","25060",25,0,1,"07",13900
"6215861","25010",16,0,3,"02",88230
"6216122","25080",22,0,2,"03",59000
"6216233","25070",27,0,2,"02",68400
"6216361","25110",16,0,2,"08",31000
"6216392","25110",27,0,2,"02",88200
"6216399","25030",19,0,3,"02",117000
"6216420","25100",21,0,2,"05",56000
"6216436","25130",24,0,5,"02",54460
"6216446","25080",24,0,2,"02",189700
"6216495","25090",21,0,1,"07",11900
"6216502","25100",0,2,1,"  ",0
"6216576","25040",27,0,3,"02",77400
"6216624","25010",16,0,2,"02",65450
"6216644","25120",18,0,0,"02",0
"6216655","25100",10,0,1,"02",8900
"6216671","25060",24,0,3,"02",100600
"6216910","25080",19,0,1,"09",630
"6216937","25080",21,0,1,"02",46900
"6217119","25030",21,0,3,"02",138000
"6217138","25050",13,0,2,"02",75000
"6217465","25020",18,0,3,"06",48000
"6217541","25010",10,0,8,"02",46000
"6217941","25110",19,0,1,"05",26000
"6217984","25030",13,0,1,"07",8000
"6217986","25110",22,0,4,"02",76000
"6218050","25060",5,0,5,"02",142000
"6218072","25100",35,0,2,"02",389100
"6218233","25010",16,0,1,"04",10200
"6218247","25030",19,0,3,"04",52200
"6218269","25010",21,0,2,"02",91000
"6218275","25030",11,0,4,"02",139150
"6218338","25070",24,0,2,"04",41100
"6218425","25060",16,0,3,"02",28400
"6218493","25010",19,0,4,"02",40420
"6218632","25070",21,0,2,"02",61500
"6218661","25010",13,0,3,"02",121300
"6218703","25090",22,0,2,"05",56000
"6218770","25010",6,0,0,"02",0
"6218771","25020",18,0,2,"07",25500
"6218800","25060",22,0,1,"07",3600
"6218857","25050",19,0,3,"02",72000
"6219114","25090",27,0,1,"08",59000
"6219166","25010",16,0,1,"08",6700
"6219287","25110",29,0,1,"02",29600
"6219331","25090",0,2,1,"  ",0
"6219358","25060",24,0,2,"02",78000
"6219393","25020",16,0,2,"02",2400
"6219430","25110",16,0,2,"02",39800
"6219432","25060",5,0,1,"02",37100
"6219450","25010",6,0,3,"02",64660
"6219579","25030",37,0,0,"02",0
"6219592","25100",22,0,3,"02",93060
"6219633","25110",0,2,1,"  ",0
"6219666","25120",24,0,2,"02",21200
"6219884","25090",22,0,2,"02",5400
"6219982","25100",0,1,1,"  ",0
"6220003","25100",22,0,2,"04",30950
"6220162","25050",16,0,1,"02",27500
"6220166","25110",19,0,3,"02",105430
"6220185","25120",19,0,1,"03",32000
"6220280","25020",16,0,2,"02",87000
"6220327","25010",6,0,7,"02",53400
"6220341","25090",24,0,4,"06",26300
"6220535","25060",16,0,2,"02",83000
"6220644","25010",16,0,2,"02",34000
"6220761","25010",8,0,1,"02",25800
"6220768","25020",27,0,3,"02",77000
"6220832","25070",22,0,4,"02",25800
"6220865","25110",13,0,1,"02",23100
"6220891","25070",24,0,1,"06",0
"6220982","25060",26,0,1,"09",14400
"6221152","25010",19,0,1,"09",15600
"6221188","25010",16,0,3,"02",69000
"6221211","25090",26,0,2,"09",14500
"6221256","25080",27,0,3,"06",71000
"6221344","25030",0,1,1,"  ",0
"6221345","25040",16,0,2,"02",47000
"6221399","25130",19,0,3,"02",48500
"6221436","25030",16,0,2,"02",8600
"6221637","25020",16,0,1,"02",23800
"6221695","25120",34,0,0,"02",0
"6221730","25060",24,0,5,"06",11460
"6221875","25060",19,0,4,"03",69900
"6221883","25080",0,2,1,"  ",0
"6221891","25050",0,1,1,"  ",0
"6222037","25040",31,0,0,"01",0
"6222108","25050",22,0,1,"04",20100
"6222133","25130",22,0,4,"05",41000
"6222152","25090",26,0,1,"08",25000
"6222220","25090",21,0,6,"02",77600
"6222231","25130",27,0,4,"02",22300
"6222290","25060",5,0,2,"02",48000
"6222300","25020",16,0,2,"02",22900
"6222335","25060",16,0,1,"03",36000
"6222371","25060",37,0,0,"02",0
"6222529","25120",13,0,2,"02",146800
"6222546","25030",19,0,1,"04",68100
"6222640","25090",19,0,2,"07",274700
"6222646","25110",19,0,2,"02",171300
"6222744","25090",18,0,1,"08",126000
"6223114","25020",21,0,3,"02",85000
"6223150","25010",12,0,0,"05",0
"6223171","25080",0,2,1,"  ",0
"6223185","25070",21,0,3,"02",107200
"6223252","25110",24,0,4,"04",85000
"6223274","25130",18,0,2,"05",29800
"6223342","25030",32,0,4,"05",37000
"6223416","25040",16,0,4,"02",72500
"6223689","25130",19,0,4,"02",53000
"6223890","25130",24,0,2,"02",24000
"6223920","25030",19,0,2,"02",45000
"6223977","25090",29,0,4,"04",110000
"6223981","25030",21,0,1,"02",80000
"6224173","25120",19,0,1,"02",45000
"6224214","25030",22,0,4,"09",30000
"6224300","25090",19,0,1,"09",24000
"6224320","25010",5,0,4,"02",50140
"6224323","25110",16,0,4,"02",74000
"6224356","25070",19,0,1,"02",0
"6224430","25090",0,2,1,"  ",0
"6224539","25120",18,0,2,"02",100450
"6224541","25010",8,0,2,"02",20000
"6224612","25100",21,0,1,"09",38300
"6224620","25120",6,0,2,"02",61000
"6224706","25010",12,0,0,"04",0
"6224719","25120",19,0,1,"05",50000
"6224835","25120",19,0,2,"02",79000
"6225022","25090",16,0,2,"06",63600
"6225043","25070",24,0,3,"02",105000
"6225060","25120",16,0,1,"02",26100
"6225067","25090",0,2,1,"  ",0
"6225080","25110",18,0,1,"05",1100
"6225101","25090",18,0,2,"04",76150
"6225117","25100",16,0,2,"02",132800
"6225250","25050",11,0,3,"02",222500
"6225276","25060",6,0,2,"02",43000
"6225294","25010",24,0,5,"02",68500
"6225350","25010",8,0,2,"02",297300
"6225402","25030",10,0,3,"02",116300
"6225445","25040",0,1,1,"  ",0
"6225470","25100",26,0,3,"04",29200
"6225649","25120",25,0,0,"02",0
"6225803","25070",19,0,6,"02",61000
"6225804","25130",0,1,1,"  ",0
"6225880","25060",3,0,3,"02",76600
"6225959","25120",22,0,4,"02",93030
"6226027","25120",34,0,0,"02",0
"6226085","25120",22,0,2,"02",59300
"6226093","25100",13,0,1,"05",35200
"6226477","25010",21,0,3,"02",58800
"6226542","25030",22,0,5,"02",87400
"6226563","25010",5,0,2,"02",565400
"6226576","25050",21,0,1,"02",56100
"6226623","25010",8,0,1,"02",14200
"6226662","25100",18,0,3,"02",47350
"6226666","25010",0,1,1,"  ",0
"6226684","25050",0,2,1,"  ",0
"6226777","25110",19,0,3,"04",38000
"6226869","25110",16,0,1,"02",62500
"6226940","25120",6,0,0,"02",0
"6226984","25020",27,0,2,"03",65800
"6227002","25010",22,0,2,"02",79000
"6227008","25090",19,0,3,"05",41000
"6227065","25090",14,0,3,"03",8700
"6227075","25070",19,0,2,"06",54000
"6227095","25010",14,0,3,"02",71350
"6227100","25070",24,0,2,"02",32600
"6227188","25060",16,0,4,"02",63800
"6227292","25040",19,0,1,"05",18100
"6227303","25060",16,0,3,"02",46900
"6227326","25030",24,0,4,"03",95000
"6227412","25120",14,0,4,"04",46040
"6227510","25130",13,0,2,"04",7100
"6227596","25070",18,0,1,"04",50580
"6227610","25100",10,0,2,"02",70250
"6227653","25020",21,0,2,"02",39260
"6227680","25100",21,0,2,"02",63700
"6227767","25070",24,0,1,"02",23000
"6227848","25070",0,2,1,"  ",0
"6227979","25050",0,1,1,"  ",0
"6228170","25040",32,0,3,"02",65000
"6228201","25010",21,0,3,"02",78200
"6228213","25120",21,0,1,"02",10000
"6228224","25010",8,0,2,"02",221300
"6228242","25110",29,0,2,"02",33400
"6228288","25050",29,0,5,"02",46000
"6228409","25070",0,2,1,"  ",0
"6228546","25030",11,0,5,"05",42000
"6228566","25130",11,0,1,"02",15100
"6228603","25120",16,0,2,"02",52200
"6228770","25060",10,0,2,"02",15600
"6228872","25130",16,0,3,"02",31300
"6228904","25060",27,0,2,"04",62300
"6228919","25060",25,0,4,"03",80500
"6228983","25080",16,0,1,"07",37800
