"SERIALNO","PUMA5","HWEIGHT","UNITTYPE","PERSONS","BLDGSZ","HINC"
"0429209","25070",19,0,1,"02",31800
"0429246","25120",16,0,1,"02",74000
"0429251","25060",18,0,0,"02",0
"0429474","25090",24,0,2,"05",88000
"0429493","25120",16,0,2,"02",215000
"0429583","25090",24,0,2,"04",4000
"0429618","25090",16,0,1,"05",38670
"0429627","25030",19,0,1,"02",14640
"0429679","25050",21,0,4,"02",130500
"0429688","25020",24,0,3,"02",98900
"0429691","25010",21,0,3,"02",30000
"0429694","25110",0,1,1,"  ",0
"0429705","25010",8,0,2,"02",33380
"0429758","25090",25,0,2,"08",150200
"0429761","25050",21,0,2,"02",11400
"0429826","25090",0,1,1,"  ",0
"0429888","25120",25,0,0,"02",0
"0430020","25130",10,0,0,"03",0
"0430144","25040",17,0,4,"03",49490
"0430297","25010",16,0,4,"02",70500
"0430343","25090",21,0,2,"09",52500
"0430361","25110",21,0,2,"02",35000
"0430364","25070",21,0,2,"02",47810
"0430437","25050",30,0,5,"02",56200
"0430446","25100",18,0,3,"02",139600
"0430522","25040",24,0,1,"04",11600
"0430573","25040",15,0,0,"06",0
"0430601","25010",16,0,4,"02",29500
"0430817","25080",24,0,1,"09",7000
"0430938","25100",25,0,3,"02",143000
"0430954","25060",19,0,1,"08",9500
"0430970","25040",21,0,2,"09",52000
"0431032","25080",26,0,4,"02",35000
"0431191","25070",16,0,3,"02",32450
"0431258","25100",19,0,3,"05",636240
"0431278","25080",11,0,2,"05",66000
"0431292","25020",32,0,1,"08",26700
"0431314","25120",19,0,2,"01",36200
"0431347","25030",25,0,2,"02",125460
"0431424","25130",8,0,3,"02",39800
"0431487","25050",16,0,6,"02",76000
"0431495","25010",6,0,4,"02",71800
"0431507","25120",26,0,3,"02",159900
"0431579","25130",16,0,3,"06",11000
"0431627","25090",22,0,1,"09",13000
"0431778","25080",16,0,2,"04",50100
"0431833","25120",13,0,1,"09",30000
"0431849","25080",19,0,2,"02",63500
"0431956","25010",18,0,2,"02",79670
"0432178","25100",19,0,3,"03",26000
"0432248","25020",22,0,1,"03",62300
"0432412","25120",30,0,1,"09",27000
"0432427","25130",32,0,3,"02",57500
"0432468","25010",24,0,2,"01",37500
"0432699","25090",16,0,1,"08",6700
"0432708","25100",21,0,1,"02",20080
"0432769","25090",21,0,2,"05",26400
"0432897","25050",16,0,2,"02",51330
"0433192","25130",19,0,2,"02",52820
"0433238","25120",19,0,1,"04",29000
"0433269","25080",22,0,3,"02",138000
"0433272","25120",21,0,1,"02",14000
"0433350","25020",16,0,4,"02",55900
"0433361","25130",22,0,1,"02",17740
"0433452","25060",19,0,4,"02",52700
"0433577","25110",16,0,4,"02",80660
"0433608","25060",19,0,1,"02",96000
"0433762","25070",16,0,5,"02",76200
"0433805","25010",19,0,4,"02",75470
"0433871","25030",21,0,7,"02",76000
"0433955","25120",13,0,0,"02",0
"0433964","25010",5,0,3,"01",39000
"0433973","25130",16,0,3,"05",32600
"0434136","25040",21,0,1,"07",50000
"0434147","25060",9,0,2,"02",24804
"0434365","25020",21,0,0,"04",0
"0434512","25010",0,2,1,"  ",0
"0434623","25050",19,0,1,"02",25800
"0434669","25110",16,0,1,"05",18700
"0434690","25110",19,0,2,"05",46750
"0434825","25030",21,0,1,"07",24000
"0434843","25060",16,0,1,"04",54000
"0434885","25100",18,0,1,"04",19500
"0434892","25020",16,0,3,"02",133500
"0435035","25120",18,0,0,"02",0
"0435110","25130",32,0,3,"02",78000
"0435137","25120",16,0,1,"02",18000
"0435466","25020",16,0,2,"02",203000
"0435566","25060",13,0,1,"03",41000
"0435599","25050",25,0,5,"02",66800
"0435634","25010",24,0,2,"02",60000
"0435727","25030",19,0,2,"06",32300
"0435809","25040",8,0,6,"02",159960
"0435988","25060",21,0,3,"05",131980
"0435991","25090",25,0,3,"05",41600
"0436133","25110",43,0,3,"02",64000
"0436165","25020",24,0,2,"08",51000
"0436262","25080",22,0,3,"02",160000
"0436302","25010",5,0,4,"02",37740
"0436311","25020",19,0,2,"02",72500
"0436439","25100",19,0,5,"02",162100
"0436579","25010",0,2,1,"  ",0
"0436627","25030",14,0,2,"02",41200
"0436629","25110",24,0,4,"02",57110
"0436643","25090",14,0,2,"05",80600
"0436649","25070",32,0,3,"04",122000
"0436663","25050",22,0,2,"02",80800
"0436686","25070",17,0,3,"02",33120
"0436712","25050",0,2,1,"  ",0
"0436791","25010",24,0,1,"02",14800
"0436835","25070",19,0,5,"02",80000
"0436904","25060",13,0,2,"02",68000
"0436946","25010",11,0,3,"02",30740
"0436978","25010",19,0,2,"02",22100
"0437025","25120",19,0,2,"02",17200
"0437040","25050",22,0,1,"09",89900
"0437084","25090",25,0,4,"03",22000
"0437124","25070",19,0,1,"03",16600
"0437205","25120",27,0,1,"02",69200
"0437213","25080",0,2,1,"  ",0
"0437263","25110",0,1,1,"  ",0
"0437267","25070",19,0,5,"02",132000
"0437282","25040",25,0,0,"05",0
"0437421","25110",16,0,4,"02",43500
"0437433","25070",0,2,1,"  ",0
"0437463","25060",19,0,2,"02",49600
"0437501","25020",16,0,4,"02",53730
"0437502","25100",22,0,1,"02",39000
"0437506","25050",19,0,2,"02",50000
"0437542","25040",0,2,1,"  ",0
"0437692","25020",8,0,3,"02",126300
"0437834","25120",19,0,2,"02",69940
"0437852","25130",18,0,1,"04",13000
"0438038","25060",16,0,4,"02",150000
"0438207","25020",21,0,2,"06",45500
"0438209","25120",16,0,2,"02",0
"0438256","25030",21,0,1,"06",9600
"0438362","25090",27,0,5,"04",95000
"0438383","25090",0,1,1,"  ",0
"0438449","25020",16,0,4,"02",103700
"0438569","25050",19,0,1,"02",70200
"0438608","25110",16,0,2,"02",43400
"0438654","25110",14,0,3,"02",76500
"0438733","25060",22,0,3,"02",145000
"0438808","25130",27,0,1,"06",21110
"0438939","25100",16,0,4,"02",373900
"0439003","25100",21,0,4,"02",112000
"0439030","25120",21,0,2,"02",27000
"0439304","25120",12,0,0,"02",0
"0439437","25040",32,0,5,"02",67000
"0439462","25010",17,0,5,"02",463300
"0439498","25060",16,0,1,"05",0
"0439527","25080",19,0,1,"02",39000
"0439566","25090",19,0,1,"08",55000
"0439608","25110",27,0,3,"01",42000
"0439794","25120",28,0,0,"06",0
"0439868","25010",19,0,1,"03",8070
"0439876","25120",16,0,1,"02",87500
"0439906","25120",27,0,2,"01",42600
"0439951","25070",27,0,4,"02",150100
"0439955","25120",24,0,3,"02",44000
"0439967","25060",22,0,0,"06",0
"0440009","25120",16,0,1,"02",0
"0440225","25050",22,0,1,"06",14000
"0440384","25110",19,0,1,"06",40000
"0440579","25040",34,0,0,"06",0
"0440660","25090",21,0,1,"07",41000
"0440667","25020",21,0,2,"02",76850
"0440774","25060",19,0,2,"02",115700
"0440956","25110",30,0,3,"02",115000
"0440978","25130",16,0,3,"02",115650
"0441005","25110",11,0,1,"05",20000
"0441126","25010",0,2,1,"  ",0
"0441224","25090",19,0,2,"07",37400
"0441244","25060",24,0,3,"02",63660
"0441328","25040",32,0,2,"04",58000
"0441331","25080",13,0,2,"04",52850
"0441630","25060",22,0,6,"02",99000
"0441707","25010",22,0,2,"05",110300
"0441721","25060",11,0,3,"05",234000
"0441774","25030",13,0,2,"02",124000
"0441845","25120",12,0,0,"02",0
"0442014","25010",19,0,3,"02",52420
"0442033","25070",22,0,2,"02",48100
"0442098","25030",15,0,0,"05",0
"0442163","25070",17,0,2,"07",19600
"0442197","25050",19,0,0,"05",0
"0442286","25010",14,0,3,"02",124100
"0442340","25050",16,0,3,"02",29500
"0442351","25130",19,0,1,"09",7500
"0442393","25030",29,0,2,"02",42600
"0442522","25020",24,0,2,"06",46500
"0442531","25120",19,0,2,"02",14200
"0442550","25080",13,0,2,"02",47100
"0442603","25120",22,0,3,"02",146100
"0442610","25050",21,0,1,"02",50100
"0442653","25010",19,0,1,"06",6810
"0442668","25110",14,0,3,"02",39000
"0442684","25130",22,0,1,"09",16330
"0442703","25020",24,0,3,"09",25000
"0442811","25010",14,0,2,"03",56000
"0442907","25020",0,1,1,"  ",0
"0442918","25010",13,0,3,"04",105200
"0442929","25090",17,0,2,"05",77000
"0442992","25090",16,0,1,"05",53000
"0443009","25110",24,0,2,"07",14410
"0443084","25090",27,0,6,"05",48600
"0443150","25070",21,0,2,"02",60300
"0443242","25010",19,0,2,"04",51000
"0443267","25070",19,0,2,"02",47000
"0443301","25070",21,0,3,"06",23000
"0443317","25020",22,0,2,"02",44900
"0443341","25090",35,0,6,"02",86700
"0443437","25120",12,0,0,"02",0
"0443454","25010",0,2,1,"  ",0
"0443536","25100",22,0,2,"02",76200
"0443546","25120",16,0,2,"02",26500
"0443562","25060",13,0,1,"02",75020
"0443633","25010",18,0,6,"04",18080
"0443705","25030",16,0,4,"05",39700
"0443717","25120",24,0,2,"02",31000
"0443721","25090",0,2,1,"  ",0
"0443796","25040",21,0,4,"02",91130
"0443800","25120",16,0,1,"02",52300
"0443902","25120",26,0,1,"03",2740
"0444017","25030",22,0,2,"03",40800
"0444111","25010",41,0,2,"04",85100
"0444129","25120",24,0,1,"04",30000
"0444284","25120",6,0,0,"02",0
"0444439","25060",19,0,4,"02",230600
"0444559","25040",22,0,2,"04",71400
"0444583","25030",21,0,4,"09",50000
"0444681","25120",16,0,2,"02",53800
"0444778","25070",15,0,0,"04",0
"0444835","25030",16,0,1,"05",11100
"0444942","25010",0,2,1,"  ",0
"0444971","25040",24,0,1,"08",179000
"0445092","25060",0,2,1,"  ",0
"0445099","25020",19,0,6,"02",89000
"0445190","25060",24,0,2,"04",84750
"0445270","25010",0,1,1,"  ",0
"0445510","25010",21,0,2,"02",48200
"0445532","25010",8,0,2,"02",110000
"0445735","25080",18,0,2,"07",64870
"0445763","25120",14,0,1,"06",17800
"0445862","25050",14,0,2,"02",72500
"0445886","25090",22,0,1,"07",6500
"0445981","25040",14,0,3,"04",46700
"0446084","25070",16,0,1,"04",0
"0446096","25110",26,0,3,"02",92500
"0446260","25010",5,0,5,"03",81900
"0446269","25090",21,0,1,"05",30000
"0446304","25010",38,0,1,"04",13300
"0446504","25100",19,0,2,"02",125000
"0446567","25060",5,0,3,"02",88200
"0446595","25050",19,0,4,"02",96000
"0446782","25090",19,0,2,"05",16800
"0446897","25040",24,0,4,"02",74000
"0446937","25010",22,0,2,"02",54720
"0446983","25040",14,0,3,"02",34500
"0447063","25030",22,0,1,"03",0
"0447120","25080",16,0,4,"04",27200
"0447146","25110",27,0,3,"02",8300
"0447174","25110",17,0,2,"07",0
"0447423","25020",21,0,1,"09",11000
"0447456","25020",13,0,2,"08",65000
"0447481","25090",29,0,1,"04",41000
"0447542","25030",0,1,1,"  ",0
"0447624","25060",19,0,2,"02",32600
"0447634","25010",16,0,2,"07",53000
"0447714","25090",0,1,1,"  ",0
"0447818","25060",16,0,4,"02",62700
"0447828","25040",27,0,2,"02",81500
"0447843","25040",27,0,3,"05",5800
"0447864","25060",16,0,4,"02",34800
"0447880","25090",0,2,1,"  ",0
"0447925","25060",21,0,2,"03",42720
"0448089","25110",0,1,1,"  ",0
"0448148","25090",34,0,1,"05",129000
"0448405","25100",18,0,7,"02",152400
"0448548","25100",13,0,2,"04",145000
"0448591","25130",14,0,2,"05",23508
"0448600","25080",21,0,4,"04",38000
"0448627","25030",22,0,3,"02",55000
"0448667","25030",22,0,1,"02",7700
"0448871","25060",0,2,1,"  ",0
"0448990","25080",22,0,1,"06",55020
"0449049","25070",65,0,0,"05",0
"0449156","25090",19,0,2,"05",92000
"0449159","25060",22,0,2,"02",108000
"0449207","25030",24,0,1,"07",11000
"0449212","25080",24,0,2,"02",1600
"0449224","25040",16,0,6,"04",84100
"0449227","25030",22,0,2,"02",175000
"0449252","25030",16,0,4,"04",64750
"0449318","25100",16,0,1,"02",30800
"0449376","25030",24,0,2,"03",23000
"0449423","25050",19,0,5,"02",58000
"0449487","25120",24,0,1,"09",8100
"0449519","25050",19,0,2,"02",33760
"0449569","25130",16,0,2,"03",44600
"0449573","25020",19,0,0,"04",0
"0449628","25100",24,0,4,"07",58200
"0449714","25060",11,0,2,"05",75010
"0449785","25030",27,0,4,"06",73000
"0449817","25090",0,2,1,"  ",0
"0449919","25060",27,0,4,"02",62200
"0449936","25090",27,0,1,"09",25000
"0449989","25050",21,0,2,"02",61590
"0450012","25120",19,0,1,"03",10800
"0450041","25010",5,0,3,"02",70600
"0450161","25020",24,0,1,"05",24000
"0450305","25010",21,0,5,"02",85400
"0450334","25110",7,0,2,"01",33600
"0450392","25030",16,0,2,"09",11300
"0450419","25080",22,0,2,"03",35000
"0450475","25120",16,0,2,"02",60000
"0450537","25060",27,0,5,"02",70200
"0450619","25080",0,2,1,"  ",0
"0450742","25110",16,0,2,"02",27350
"0450811","25010",19,0,2,"07",21400
"0450828","25070",31,0,0,"06",0
"0451047","25020",16,0,5,"02",132800
"0451051","25070",19,0,1,"05",40000
"0451083","25110",24,0,1,"09",23000
"0451286","25060",29,0,1,"02",25400
"0451291","25040",19,0,5,"05",24000
"0451321","25050",27,0,1,"05",36300
"0451424","25070",16,0,1,"09",39200
"0451462","25040",0,2,1,"  ",0
"0451478","25060",13,0,1,"02",11800
"0451529","25040",14,0,4,"05",60300
"0451589","25030",21,0,2,"02",20900
"0451746","25110",32,0,3,"02",144200
"0451764","25080",12,0,0,"07",0
"0451779","25070",24,0,3,"02",106200
"0451831","25100",0,2,1,"  ",0
"0451882","25010",0,2,1,"  ",0
"0451915","25020",0,1,1,"  ",0
"0452170","25020",18,0,1,"09",21000
"0452173","25100",26,0,4,"02",461000
"0452182","25080",35,0,1,"09",7500
"0452187","25060",9,0,0,"05",0
"0452271","25010",16,0,2,"04",41660
"0452302","25020",13,0,2,"02",57700
"0452312","25060",24,0,1,"08",43400
"0452431","25090",0,2,1,"  ",0
"0452482","25120",19,0,0,"02",0
"0452507","25110",19,0,7,"02",73000
"0452622","25090",32,0,2,"06",63030
"0452748","25060",26,0,1,"07",18000
"0452976","25060",22,0,2,"02",40000
"0453109","25090",0,2,1,"  ",0
"0453153","25010",5,0,5,"02",18900
"0453262","25110",21,0,1,"02",7500
"0453463","25070",21,0,1,"07",12100
"0453519","25070",19,0,0,"09",0
"0453648","25060",16,0,4,"07",30000
"0453653","25090",21,0,2,"05",121000
"0453675","25060",22,0,4,"02",113000
"0453755","25110",19,0,1,"07",19700
"0453786","25080",21,0,1,"02",19800
"0454060","25100",21,0,4,"06",66000
"0454121","25080",19,0,4,"02",86900
"0454261","25080",22,0,1,"08",40040
"0454309","25050",16,0,2,"04",47200
"0454331","25080",16,0,4,"02",70000
"0454421","25040",27,0,5,"02",38300
"0454568","25040",19,0,3,"02",59100
"0454572","25100",25,0,4,"02",164100
"0454601","25070",29,0,2,"06",8100
"0454664","25100",27,0,4,"02",69000
"0454750","25020",21,0,2,"02",140000
"0454972","25070",22,0,3,"02",116000
"0455152","25130",16,0,2,"04",37700
"0455223","25070",24,0,2,"02",40000
"0455290","25050",13,0,4,"02",76650
"0455320","25090",21,0,5,"06",0
"0455438","25030",0,1,1,"  ",0
"0455504","25030",11,0,8,"04",83100
"0455586","25020",14,0,3,"02",84000
"0455945","25010",24,0,1,"04",28000
"0456013","25010",11,0,2,"02",84030
"0456187","25120",28,0,0,"02",0
"0456205","25010",22,0,0,"02",0
"0456209","25080",41,0,0,"05",0
"0456428","25070",24,0,1,"02",23300
"0456432","25110",24,0,3,"02",44550
"0456524","25050",21,0,1,"08",41000
"0456576","25010",7,0,0,"02",0
"0456590","25040",24,0,3,"02",29310
"0456645","25090",27,0,1,"09",36000
"0456649","25040",16,0,2,"02",43100
"0456681","25060",21,0,2,"05",6500
"0456683","25130",13,0,3,"05",42000
"0456757","25040",27,0,1,"02",14100
"0456804","25070",19,0,2,"04",44000
"0456982","25020",24,0,2,"02",42000
"0457022","25090",0,1,1,"  ",0
"0457029","25040",0,2,1,"  ",0
"0457072","25130",19,0,1,"05",6500
"0457093","25010",0,2,1,"  ",0
"0457323","25090",0,2,1,"  ",0
"0457555","25110",24,0,4,"02",71760
"0457687","25080",35,0,6,"05",11200
"0457838","25040",19,0,4,"04",95400
"0457859","25080",22,0,2,"05",43350
"0457929","25020",19,0,3,"02",39800
"0457950","25100",16,0,3,"02",47000
"0458009","25010",27,0,2,"02",10300
"0458058","25070",13,0,3,"02",53300
"0458343","25110",21,0,1,"08",45900
"0458381","25030",16,0,1,"04",21300
"0458427","25080",0,2,1,"  ",0
"0458469","25060",0,1,1,"  ",0
"0458501","25060",19,0,6,"02",101400
"0458669","25120",19,0,1,"02",34100
"0458692","25120",24,0,2,"02",296800
"0458742","25010",6,0,1,"02",30000
"0458880","25090",22,0,1,"07",20000
"0458909","25080",26,0,3,"04",76000
"0458912","25010",22,0,2,"02",110300
"0458933","25060",16,0,3,"04",65000
"0458947","25100",16,0,1,"09",35000
"0459065","25050",25,0,2,"02",43700
"0459077","25040",0,1,1,"  ",0
"0459192","25090",16,0,2,"05",62000
"0459197","25010",14,0,4,"02",66370
"0459278","25120",17,0,1,"05",22900
"0459393","25070",22,0,2,"02",69200
"0459460","25050",19,0,1,"09",35000
"0459471","25060",22,0,1,"05",55000
"0459474","25030",24,0,3,"07",40900
"0459600","25100",24,0,3,"03",80000
"0459616","25060",24,0,2,"02",26400
"0459617","25110",26,0,3,"05",20000
"0459689","25050",19,0,1,"02",48000
"0459730","25060",19,0,1,"02",30000
"0459774","25070",13,0,3,"02",38000
"0459836","25110",19,0,2,"06",156000
"0459926","25110",22,0,2,"02",29600
"0459955","25050",24,0,5,"02",143000
"0460190","25020",19,0,2,"02",21970
"0460211","25010",6,0,0,"02",0
"0460264","25020",32,0,5,"02",103630
"0460323","25060",16,0,5,"02",112900
"0460335","25120",24,0,4,"02",83000
"0460404","25030",19,0,3,"02",104010
"0460440","25120",17,0,1,"08",7600
"0460554","25110",16,0,4,"02",78690
"0460615","25090",16,0,3,"07",19000
"0460753","25090",0,1,1,"  ",0
"0460817","25020",16,0,3,"02",111000
"0460880","25090",19,0,1,"05",2000
"0461013","25050",0,1,1,"  ",0
"0461017","25030",22,0,4,"02",91500
"0461029","25010",16,0,2,"02",85840
"0461119","25040",28,0,0,"02",0
"0461354","25070",33,0,3,"02",79400
"0461473","25080",68,0,0,"02",0
"0461491","25100",16,0,2,"02",149000
"0461537","25010",5,0,2,"02",32690
"0461553","25090",24,0,1,"06",323000
"0461593","25120",16,0,2,"02",31000
"0461856","25060",21,0,2,"05",66000
"0461925","25020",26,0,3,"07",38000
"0461949","25050",16,0,3,"03",108740
"0462009","25020",40,0,3,"05",62000
"0462071","25120",16,0,1,"09",30400
"0462136","25020",22,0,1,"02",36300
"0462350","25070",11,0,3,"04",26000
"0462498","25120",16,0,3,"02",11450
"0462505","25130",11,0,3,"05",103600
"0462506","25040",11,0,5,"04",12900
"0462535","25120",18,0,0,"02",0
"0462685","25130",19,0,1,"09",7800
"0462720","25110",26,0,2,"05",69200
"0462765","25010",21,0,1,"05",24200
"0462798","25080",13,0,3,"04",13500
"0462823","25130",19,0,1,"06",0
"0462847","25080",0,2,1,"  ",0
"0463061","25020",13,0,3,"04",75100
"0463153","25070",17,0,5,"05",12200
"0463193","25110",19,0,1,"03",10600
"0463347","25010",5,0,1,"01",26500
"0463365","25120",19,0,0,"02",0
"0463500","25090",21,0,1,"05",7800
"0463675","25090",19,0,1,"05",29000
"0463726","25110",11,0,2,"02",75800
"0463740","25080",0,2,1,"  ",0
"0463746","25030",33,0,3,"05",75000
"0464007","25050",13,0,1,"02",63400
"0464201","25110",0,1,1,"  ",0
"0464387","25100",24,0,1,"02",150000
"0464406","25020",19,0,2,"06",58400
"0464477","25020",19,0,2,"02",53000
"0464603","25050",8,0,3,"04",43800
"0464624","25010",5,0,1,"02",12400
"0464783","25110",18,0,4,"04",75500
"0464793","25120",16,0,0,"02",0
"0464833","25060",24,0,1,"02",56000
"0464844","25060",41,0,4,"07",41000
"0464868","25010",6,0,0,"02",0
"0465048","25090",19,0,1,"02",9900
"0465054","25060",19,0,1,"09",870
"0465057","25030",22,0,2,"02",17650
"0465064","25020",26,0,4,"02",91000
"0465096","25060",8,0,3,"02",90780
"0465125","25020",16,0,3,"02",51000
"0465128","25110",24,0,3,"02",100150
"0465247","25090",21,0,4,"02",100400
"0465330","25120",14,0,1,"02",14000
"0465545","25010",21,0,3,"02",28310
"0465571","25110",0,1,1,"  ",0
"0465646","25010",0,2,1,"  ",0
"0465699","25010",27,0,3,"05",72480
"0465730","25070",16,0,1,"03",9600
"0465740","25120",18,0,0,"02",0
"0465928","25120",24,0,2,"02",48500
"0465970","25090",30,0,1,"06",40600
"0466231","25020",16,0,4,"02",75820
"0466437","25120",21,0,2,"02",27800
"0466560","25090",24,0,1,"03",42000
"0466648","25060",21,0,5,"02",91060
"0466657","25110",0,1,1,"  ",0
"0466725","25090",21,0,1,"05",75000
"0466751","25060",19,0,1,"04",29200
"0466793","25040",16,0,3,"02",48000
"0466825","25030",22,0,2,"07",56500
"0467017","25040",21,0,4,"02",43000
"0467023","25040",27,0,1,"06",72600
"0467110","25070",16,0,3,"07",8890
"0467128","25020",21,0,4,"02",85780
"0467174","25060",21,0,4,"06",27000
"0467216","25120",27,0,1,"04",30200
"0467255","25060",16,0,2,"02",90000
"0467545","25040",16,0,3,"02",130000
"0467553","25120",22,0,0,"02",0
"0467638","25040",18,0,4,"02",65200
"0467656","25110",29,0,1,"06",34000
"0467736","25130",24,0,4,"05",0
"0467781","25010",16,0,4,"02",118590
"0467783","25010",5,0,3,"02",92800
"0467854","25010",18,0,1,"04",7800
"0467865","25050",32,0,2,"04",133390
"0467956","25080",18,0,2,"05",65040
"0467991","25050",14,0,3,"04",188500
"0468051","25060",21,0,2,"05",34500
"0468134","25080",0,2,1,"  ",0
"0468137","25120",16,0,2,"04",12700
"0468289","25080",29,0,1,"06",43000
"0468451","25070",22,0,2,"04",48170
"0468529","25080",0,2,1,"  ",0
"0468560","25050",19,0,2,"02",330800
"0468654","25120",30,0,1,"02",9100
"0468707","25120",19,0,1,"02",30800
"0468816","25110",19,0,1,"06",48000
"0468848","25010",3,0,5,"02",66400
"0468900","25110",11,0,6,"02",289000
"0468917","25010",6,0,2,"02",16010
"0469039","25120",5,0,4,"02",58200
"0469061","25060",27,0,2,"05",32000
"0469065","25120",16,0,3,"02",95000
"0469097","25090",18,0,1,"05",2600
"0469114","25080",0,2,1,"  ",0
"0469143","25120",19,0,2,"02",53000
"0469150","25030",0,1,1,"  ",0
"0469166","25100",14,0,2,"02",54100
"0469238","25080",16,0,2,"04",58890
"0469285","25020",21,0,4,"02",127000
"0469306","25050",37,0,3,"07",41900
"0469347","25050",83,0,3,"02",88600
"0469350","25040",18,0,2,"02",19600
"0469492","25100",16,0,5,"02",117750
"0469549","25040",21,0,5,"04",75000
"0469583","25030",19,0,4,"02",84800
"0469706","25120",18,0,0,"02",0
"0469707","25070",0,2,1,"  ",0
"0469713","25110",27,0,3,"02",54000
"0469728","25110",0,2,1,"  ",0
"0469787","25020",27,0,2,"07",65000
"0469852","25010",6,0,0,"02",0
"0469894","25070",16,0,2,"02",30000
"0469909","25120",19,0,2,"03",2e+05
"0469968","25120",24,0,2,"02",45000
"0470018","25100",24,0,2,"03",214800
"0470065","25120",19,0,1,"02",19000
"0470264","25070",14,0,2,"03",5400
"0470275","25060",13,0,0,"06",0
"0470315","25050",19,0,1,"03",41500
"0470621","25090",18,0,1,"04",25000
"0470703","25130",27,0,3,"02",105000
"0470746","25070",24,0,4,"02",53500
"0470778","25080",21,0,2,"02",80280
"0470925","25120",16,0,3,"02",84400
"0471147","25100",21,0,3,"04",101000
"0471150","25060",24,0,3,"08",79650
"0471236","25010",3,0,4,"02",63000
"0471399","25120",19,0,2,"02",113000
"0471529","25030",22,0,2,"02",121000
"0471553","25110",17,0,1,"05",36000
"0471622","25030",15,0,0,"07",0
"0471641","25130",19,0,4,"02",104200
"0471692","25130",14,0,2,"04",24300
"0471863","25010",6,0,1,"04",42000
"0471920","25050",19,0,4,"04",74300
"0471935","25090",19,0,1,"09",980
"0471956","25060",32,0,3,"02",94200
"0472065","25100",0,2,1,"  ",0
"0472124","25120",19,0,2,"02",129000
"0472138","25100",27,0,3,"04",101380
"0472202","25010",27,0,1,"09",8000
"0472277","25110",19,0,1,"01",42500
"0472371","25030",16,0,4,"05",44000
"0472454","25090",16,0,9,"05",65500
"0472597","25060",6,0,1,"02",7760
"0472605","25100",27,0,1,"04",6500
"0472613","25010",6,0,2,"02",51430
"0472887","25090",18,0,0,"05",0
"0472916","25060",21,0,3,"02",118210
"0472925","25010",24,0,5,"03",11700
"0472937","25090",27,0,1,"09",0
"0472942","25060",6,0,4,"02",42000
"0472954","25030",14,0,3,"03",84100
"0473012","25070",21,0,5,"04",101500
"0473043","25090",9,0,5,"05",22700
"0473089","25040",24,0,5,"02",55200
"0473191","25040",29,0,2,"02",17500
"0473213","25130",19,0,1,"05",25900
"0473429","25120",21,0,4,"02",41000
"0473455","25060",21,0,1,"05",9100
"0473495","25130",24,0,1,"02",15720
"0473601","25120",22,0,0,"02",0
"0473632","25070",16,0,1,"02",40000
"0473676","25040",16,0,1,"02",134000
"0473849","25020",21,0,4,"02",94230
"0473938","25130",16,0,2,"02",201520
"0473947","25010",5,0,3,"02",58500
"0474101","25130",13,0,5,"04",14000
"0474117","25010",0,2,1,"  ",0
"0474138","25090",26,0,1,"06",28300
"0474148","25110",19,0,1,"05",42000
"0474177","25020",27,0,4,"04",66100
"0474246","25010",5,0,1,"02",5200
"0474670","25100",24,0,2,"02",168400
"0474727","25090",32,0,6,"05",27000
"0474827","25010",0,2,1,"  ",0
"0474886","25080",0,2,1,"  ",0
"0474934","25030",21,0,1,"09",55000
"0474942","25130",10,0,0,"02",0
"0475147","25080",16,0,2,"09",77000
"0475170","25030",13,0,2,"09",7500
"0475285","25070",21,0,2,"02",30000
"0475322","25060",17,0,1,"02",41100
"0475555","25040",29,0,2,"02",103500
"0475682","25090",22,0,2,"06",6200
"0475702","25070",0,1,1,"  ",0
"0475865","25050",26,0,2,"03",13000
"0475954","25090",24,0,2,"08",31000
"0476020","25120",25,0,0,"08",0
"0476047","25070",0,2,1,"  ",0
"0476111","25020",16,0,4,"02",66900
"0476186","25090",18,0,1,"08",34900
"0476229","25050",16,0,1,"07",83100
"0476259","25060",13,0,3,"02",106300
"0476369","25010",0,1,1,"  ",0
"0476432","25060",12,0,0,"02",0
"0476480","25070",24,0,2,"02",82200
"0476518","25120",19,0,0,"05",0
"0476680","25090",19,0,2,"04",51200
"0476687","25070",18,0,1,"04",33900
"0476779","25070",16,0,3,"03",14500
"0476900","25100",22,0,1,"08",56200
"0476902","25030",29,0,3,"02",148200
"0477043","25020",25,0,2,"02",58000
"0477083","25020",0,1,1,"  ",0
"0477122","25100",0,2,1,"  ",0
"0477237","25010",6,0,4,"02",72200
"0477265","25110",16,0,4,"02",26000
"0477538","25090",19,0,1,"06",36600
"0477626","25130",19,0,2,"02",23220
"0477636","25050",13,0,5,"02",75800
"0477757","25080",22,0,1,"04",14700
"0477815","25040",27,0,5,"04",44810
"0477853","25040",24,0,1,"09",7800
"0477909","25090",0,2,1,"  ",0
"0478057","25040",19,0,0,"05",0
"0478066","25130",0,1,1,"  ",0
"0478231","25090",0,2,1,"  ",0
"0478279","25070",24,0,4,"02",160200
"0478305","25080",29,0,3,"05",8100
"0478495","25070",16,0,2,"02",61200
"0478675","25070",21,0,3,"03",135000
"0478764","25030",0,1,1,"  ",0
"0478785","25030",21,0,2,"04",0
"0478788","25060",21,0,2,"02",35000
"0478811","25060",6,0,0,"05",0
"0478878","25080",24,0,3,"04",38000
"0478931","25010",24,0,3,"02",118320
"0478960","25080",0,1,1,"  ",0
