SERIALNO,HHNUM,PUMA,REGION,SPORDER,PWGTP,RAC1P,AGEP,PINCADJ,WORKER,SPORDER,PWGTP,AGEP,COW,ENG,RAC1P
2016000347401,51483,00705,1,1,16,1,68,13586.1924,0,1,16,68,b,b,1
2016000347401,51483,00705,1,2,18,1,69,417878.342,1,2,18,69,7,b,1
2016000347982,51484,01320,1,1,32,1,27,10910.1242,1,1,32,27,1,b,1
2016000348069,51485,00300,1,1,21,1,60,39111.766,0,1,21,60,5,b,1
2016000348069,51485,00300,1,2,21,1,60,13380.341,0,2,21,60,3,b,1
2016000348073,51486,01319,1,1,16,1,44,417878.342,1,1,16,44,1,b,1
2016000348073,51486,01319,1,2,17,1,43,46316.565,1,2,17,43,1,b,1
2016000348073,51486,01319,1,3,14,1,13,0,0,3,14,13,b,b,1
2016000348073,51486,01319,1,4,15,1,12,0,0,4,15,12,b,b,1
2016000348225,51487,00704,1,1,20,1,37,6175.542,0,1,20,37,b,b,1
2016000348430,51488,00500,1,1,10,1,71,12248.1583,0,1,10,71,1,b,1
2016000348530,51489,01324,1,1,24,1,53,416849.085,1,1,24,53,7,b,1
2016000348530,51489,01324,1,2,22,1,54,41170.28,1,2,22,54,1,b,1
2016000348530,51489,01324,1,3,32,1,25,6175.542,0,3,32,25,1,b,1
2016000348530,51489,01324,1,4,27,1,1,0,0,4,27,1,b,b,1
2016000348530,51489,01324,1,5,32,1,23,7204.799,0,5,32,23,1,b,1
2016000348595,51490,00901,1,1,11,1,89,8542.8331,0,1,11,89,b,b,1
2016000348595,51490,00901,1,2,13,1,62,8841.31763,0,2,13,62,b,b,1
2016000348595,51490,00901,1,3,15,1,74,9263.313,0,3,15,74,b,b,1
2016000348660,51491,01200,1,1,21,1,68,32524.5212,0,1,21,68,7,1,1
2016000348660,51491,01200,1,2,16,1,43,0,0,2,16,43,1,3,1
2016000348660,51491,01200,1,3,24,1,23,0,0,3,24,23,1,1,1
2016000348660,51491,01200,1,4,37,1,16,11115.9756,0,4,37,16,b,1,1
2016000348660,51491,01200,1,5,38,1,14,0,0,5,38,14,b,1,1
2016000348761,51492,00703,1,1,15,1,32,44258.051,1,1,15,32,2,b,1
2016000348761,51492,00703,1,2,16,1,32,20585.14,1,2,16,32,2,b,1
2016000348761,51492,00703,1,3,24,1,1,0,0,3,24,1,b,b,1
2016000348779,51493,00902,1,1,22,1,73,17394.4433,0,1,22,73,b,b,1
2016000348779,51493,00902,1,2,26,1,76,32936.224,0,2,26,76,1,b,1
2016000348897,51494,01303,1,1,13,1,52,57638.392,1,1,13,52,5,b,1
2016000348995,51495,00902,1,1,8,1,72,50948.2215,0,1,8,72,3,b,1
2016000348995,51495,00902,1,2,8,1,51,1646.8112,0,2,8,51,1,b,1
2016000348995,51495,00902,1,3,9,1,29,11836.4555,0,3,9,29,1,b,1
2016000348995,51495,00902,1,4,10,1,2,0,0,4,10,2,b,b,1
2016000348995,51495,00902,1,5,10,1,50,72047.99,1,5,10,50,3,b,1
2016000348995,51495,00902,1,6,11,1,25,1029.257,0,6,11,25,1,b,1
2016000349202,51496,01316,1,1,18,1,70,27069.4591,1,1,18,70,3,b,1
2016000349202,51496,01316,1,2,28,1,50,113218.27,1,2,28,50,6,b,1
2016000349202,51496,01316,1,3,16,9,9,0,0,3,16,9,b,b,9
2016000349202,51496,01316,1,4,32,6,43,10704.2728,1,4,32,43,1,1,6
2016000349257,51497,00200,1,1,5,1,58,49404.336,1,1,5,58,1,b,1
2016000349321,51498,00100,1,1,5,1,74,65049.0424,0,1,5,74,b,b,1
2016000349321,51498,00100,1,2,5,1,70,77811.8292,0,2,5,70,b,b,1
2016000349487,51499,01316,1,1,82,1,26,46625.3421,1,1,82,26,1,b,1
2016000349487,51499,01316,1,2,89,1,24,20585.14,1,2,89,24,1,b,1
2016000349487,51499,01316,1,3,76,1,22,23672.911,1,3,76,22,1,b,1
2016000349487,51499,01316,1,4,74,1,26,41170.28,1,4,74,26,2,b,1
2016000349653,51500,01321,1,1,20,1,41,113218.27,1,1,20,41,1,b,1
2016000349653,51500,01321,1,2,20,1,36,15438.855,1,2,20,36,1,b,1
2016000349653,51500,01321,1,3,19,1,13,0,0,3,19,13,b,b,1
2016000349653,51500,01321,1,4,19,1,11,0,0,4,19,11,b,b,1
2016000349653,51500,01321,1,5,18,1,7,0,0,5,18,7,b,b,1
2016000349653,51500,01321,1,6,23,1,66,19864.6601,0,6,23,66,b,b,1
2016000349653,51500,01321,1,7,25,1,66,2264.3654,0,7,25,66,b,b,1
2016000349780,51501,01000,1,1,24,1,27,12351.084,1,1,24,27,3,b,1
2016000349780,51501,01000,1,2,35,1,4,0,0,2,35,4,b,b,1
2016000349780,51501,01000,1,3,35,1,1,0,0,3,35,1,b,b,1
2016000350137,51502,01200,1,1,22,1,34,0,0,1,22,34,b,b,1
2016000350137,51502,01200,1,2,32,1,41,28819.196,1,2,32,41,1,b,1
2016000350137,51502,01200,1,3,44,1,12,0,0,3,44,12,b,b,1
2016000350137,51502,01200,1,4,38,1,10,0,0,4,38,10,b,b,1
2016000350217,51503,00800,1,1,20,1,45,19555.883,1,1,20,45,1,b,1
2016000350217,51503,00800,1,2,15,1,20,7204.799,1,2,15,20,5,b,1
2016000350217,51503,00800,1,3,20,1,18,1338.0341,0,3,20,18,8,b,1
2016000350217,51503,00800,1,4,23,1,57,41170.28,1,4,23,57,6,1,1
2016000350546,51504,01301,1,1,15,1,35,28819.196,1,1,15,35,6,b,1
2016000350546,51504,01301,1,2,23,6,60,24702.168,1,2,23,60,6,b,6
2016000350645,51505,01314,1,1,14,1,76,25113.8708,0,1,14,76,6,b,1
2016000350645,51505,01314,1,2,14,1,72,10704.2728,0,2,14,72,b,b,1
2016000350720,51506,00600,1,1,15,1,67,50865.88094,0,1,15,67,2,b,1
2016000350720,51506,00600,1,2,18,1,56,18526.626,0,2,18,56,b,b,1
2016000350753,51507,01318,1,1,29,1,51,194529.573,1,1,29,51,1,b,1
2016000350754,51508,01301,1,1,50,1,57,1.029257,1,1,50,57,6,b,1
2016000350754,51508,01301,1,2,66,1,41,48375.079,1,2,66,41,1,b,1
2016000350754,51508,01301,1,3,66,1,38,20585.14,1,3,66,38,1,b,1
2016000350796,51509,00100,1,1,8,1,69,13586.1924,0,1,8,69,b,b,1
2016000350796,51509,00100,1,2,7,1,69,87486.845,1,2,7,69,1,b,1
2016000350866,51510,01321,1,1,12,1,36,17909.0718,1,1,12,36,1,b,1
2016000350866,51510,01321,1,2,11,1,15,0,0,2,11,15,b,b,1
2016000350866,51510,01321,1,3,11,1,9,0,0,3,11,9,b,b,1
2016000351003,51511,01305,1,1,77,1,27,39111.766,1,1,77,27,1,b,1
2016000351151,51512,01303,1,1,23,1,38,87486.845,1,1,23,38,1,b,1
2016000351151,51512,01303,1,2,21,1,36,108071.985,1,2,21,36,1,b,1
2016000351151,51512,01303,1,3,21,1,5,0,0,3,21,5,b,b,1
2016000351151,51512,01303,1,4,26,1,2,0,0,4,26,2,b,b,1
2016000351161,51513,01314,1,1,34,1,57,15438.855,0,1,34,57,b,b,1
2016000351161,51513,01314,1,2,39,1,61,312894.128,1,2,39,61,2,b,1
2016000351213,51514,00705,1,1,15,1,25,40110.14529,1,1,15,25,1,b,1
2016000351213,51514,00705,1,2,23,1,27,720.4799,1,2,23,27,3,b,1
2016000351213,51514,00705,1,3,20,1,3,0,0,3,20,3,b,b,1
2016000351213,51514,00705,1,4,23,1,1,0,0,4,23,1,b,b,1
2016000351351,51515,01316,1,1,26,1,38,24702.168,1,1,26,38,1,b,1
2016000351351,51515,01316,1,2,28,1,38,195558.83,1,2,28,38,1,b,1
2016000351376,51516,00300,1,1,14,1,64,7204.799,0,1,14,64,6,b,1
2016000351376,51516,00300,1,2,15,1,64,36023.995,1,2,15,64,4,b,1
2016000351376,51516,00300,1,3,14,1,17,0,0,3,14,17,b,b,1
2016000351376,51516,00300,1,4,13,1,17,0,0,4,13,17,b,b,1
2016000351452,51517,00800,1,1,11,1,94,17435.61358,0,1,11,94,b,b,1
2016000351676,51518,01104,1,1,28,9,62,23261.2082,1,1,28,62,2,b,9
2016000351809,51519,01103,1,1,16,1,54,53933.0668,1,1,16,54,3,b,1
2016000351809,51519,01103,1,2,11,1,49,37053.252,1,2,11,49,1,b,1
2016000351824,51520,00901,1,1,14,1,65,25731.425,1,1,14,65,2,b,1
2016000351824,51520,00901,1,2,15,1,72,23158.2825,0,2,15,72,2,b,1
2016000351838,51521,00902,1,1,7,1,25,2068.80657,1,1,7,25,1,b,1
2016000351838,51521,00902,1,2,8,1,22,8234.056,1,2,8,22,1,b,1
2016000352033,51522,00600,1,1,14,1,47,51462.85,1,1,14,47,1,b,1
2016000352033,51522,00600,1,2,14,1,48,51462.85,1,2,14,48,1,b,1
2016000352033,51522,00600,1,3,14,1,14,0,0,3,14,14,b,b,1
2016000352054,51523,00902,1,1,15,1,60,53521.364,0,1,15,60,3,1,1
2016000352054,51523,00902,1,2,16,1,59,31906.967,0,2,16,59,3,1,1
2016000352062,51524,01104,1,1,19,1,45,114041.6756,1,1,19,45,3,b,1
2016000352062,51524,01104,1,2,28,1,54,91603.873,1,2,28,54,1,b,1
2016000352062,51524,01104,1,3,26,1,16,0,0,3,26,16,b,b,1
2016000352062,51524,01104,1,4,22,1,14,0,0,4,22,14,b,b,1
2016000352126,51525,00500,1,1,14,1,88,12659.8611,0,1,14,88,b,b,1
2016000352269,51526,01324,1,1,23,1,25,22849.5054,0,1,23,25,b,2,1
2016000352293,51527,01320,1,1,7,1,59,62784.677,1,1,7,59,1,b,1
2016000352354,51528,01105,1,1,3,1,74,38288.3604,0,1,3,74,b,b,1
2016000352376,51529,01000,1,1,23,1,56,74312.3554,1,1,23,56,1,b,1
2016000352376,51529,01000,1,2,22,1,55,33965.481,1,2,22,55,2,b,1
2016000352477,51530,00703,1,1,15,1,51,62342.09649,1,1,15,51,1,b,1
2016000352477,51530,00703,1,2,16,1,49,72047.99,1,2,16,49,3,b,1
2016000352477,51530,00703,1,3,14,1,14,0,0,3,14,14,b,b,1
2016000352607,51531,00100,1,1,12,1,47,82340.56,1,1,12,47,6,b,1
2016000352607,51531,00100,1,2,12,1,42,926.3313,0,2,12,42,1,b,1
2016000352607,51531,00100,1,3,12,1,19,4117.028,1,3,12,19,1,b,1
2016000352607,51531,00100,1,4,11,1,13,0,0,4,11,13,b,b,1
2016000352607,51531,00100,1,5,11,1,11,0,0,5,11,11,b,b,1
2016000352607,51531,00100,1,6,11,1,7,0,0,6,11,7,b,b,1
2016000352607,51531,00100,1,7,11,1,2,0,0,7,11,2,b,b,1
2016000352607,51531,00100,1,8,6,6,15,154.38855,0,8,6,15,b,b,6
2016000352637,51532,01317,1,1,14,1,86,23672.911,0,1,14,86,b,b,1
2016000352833,51533,00800,1,1,25,1,25,9057.4616,0,1,25,25,9,b,1
2016000352833,51533,00800,1,2,26,1,24,19761.7344,0,2,26,24,1,b,1
2016000352833,51533,00800,1,3,22,1,25,27481.1619,0,3,22,25,1,b,1
2016000352834,51534,01200,1,1,3,1,38,72047.99,1,1,3,38,1,b,1
2016000352834,51534,01200,1,2,2,1,34,30877.71,1,2,2,34,1,b,1
2016000352834,51534,01200,1,3,4,1,10,0,0,3,4,10,b,b,1
2016000352856,51535,00901,1,1,15,1,85,34634.49805,0,1,15,85,b,b,1
2016000352892,51536,01104,1,1,21,1,48,90574.616,1,1,21,48,1,b,1
2016000352892,51536,01104,1,2,24,1,48,83369.817,1,2,24,48,1,b,1
2016000352892,51536,01104,1,3,29,1,17,0,0,3,29,17,b,b,1
2016000352892,51536,01104,1,4,24,1,11,0,0,4,24,11,b,b,1
2016000352904,51537,00100,1,1,12,1,32,21923.1741,1,1,12,32,1,b,1
2016000352904,51537,00100,1,2,11,1,31,4734.5822,0,2,11,31,1,b,1
2016000352904,51537,00100,1,3,9,1,11,0,0,3,9,11,b,b,1
2016000352904,51537,00100,1,4,9,1,8,0,0,4,9,8,b,b,1
2016000352904,51537,00100,1,5,8,1,2,0,0,5,8,2,b,b,1
2016000352904,51537,00100,1,6,7,1,51,5146.285,0,6,7,51,1,b,1
2016000352904,51537,00100,1,7,15,1,43,20585.14,1,7,15,43,1,b,1
2016000352924,51538,00902,1,1,39,1,63,9798.52664,0,1,39,63,b,b,1
2016000353242,51539,01000,1,1,24,1,42,514.6285,0,1,24,42,6,b,1
2016000353242,51539,01000,1,2,25,1,43,43228.794,1,2,25,43,1,b,1
2016000353242,51539,01000,1,3,43,1,22,0,0,3,43,22,1,b,1
2016000353242,51539,01000,1,4,43,1,20,0,0,4,43,20,b,b,1
2016000353482,51540,00705,1,1,10,1,76,33409.68222,0,1,10,76,b,b,1
2016000353801,51541,00704,1,1,13,1,63,13071.5639,1,1,13,63,6,b,1
2016000353801,51541,00704,1,2,14,1,81,15130.0779,0,2,14,81,b,b,1
2016000353867,51542,01303,1,1,16,1,45,69989.476,1,1,16,45,4,b,1
2016000353904,51543,01321,1,1,25,6,39,102925.7,0,1,25,39,1,1,6
2016000353904,51543,01321,1,2,22,6,39,30877.71,1,2,22,39,1,1,6
2016000353904,51543,01321,1,3,21,6,11,0,0,3,21,11,b,1,6
2016000353904,51543,01321,1,4,19,6,8,0,0,4,19,8,b,1,6
2016000354168,51544,00400,1,1,34,1,51,31906.967,1,1,34,51,1,b,1
2016000354168,51544,00400,1,2,33,1,57,66901.705,1,2,33,57,2,b,1
2016000354359,51545,01200,1,1,19,1,79,16468.112,0,1,19,79,b,b,1
2016000354359,51545,01200,1,2,17,1,75,24290.4652,0,2,17,75,b,b,1
2016000354382,51546,01317,1,1,12,1,63,680338.877,1,1,12,63,1,b,1
2016000354382,51546,01317,1,2,12,1,54,0,0,2,12,54,b,b,1
2016000354382,51546,01317,1,3,14,1,23,33553.7782,1,3,14,23,1,b,1
2016000354440,51547,01314,1,1,23,1,65,24702.168,0,1,23,65,6,b,1
2016000354463,51548,01200,1,1,3,1,91,22643.654,0,1,3,91,b,b,1
2016000354564,51549,00703,1,1,20,1,30,4837.5079,1,1,20,30,1,b,1
2016000354564,51549,00703,1,2,19,1,32,45801.9365,1,2,19,32,1,b,1
2016000354564,51549,00703,1,3,18,1,7,0,0,3,18,7,b,b,1
2016000354564,51549,00703,1,4,19,1,2,0,0,4,19,2,b,b,1
2016000354594,51550,01302,1,1,20,1,33,13894.9695,1,1,20,33,7,b,1
2016000354594,51550,01302,1,2,33,1,29,10004.37804,0,2,33,29,b,b,1
2016000354798,51551,00200,1,1,18,1,36,0,0,1,18,36,4,b,1
2016000354798,51551,00200,1,2,13,1,36,40758.5772,1,2,13,36,4,b,1
2016000354798,51551,00200,1,3,20,1,16,0,0,3,20,16,b,b,1
2016000354798,51551,00200,1,4,17,1,12,0,0,4,17,12,b,b,1
2016000354798,51551,00200,1,5,18,1,10,0,0,5,18,10,b,b,1
2016000354798,51551,00200,1,6,18,1,5,0,0,6,18,5,b,b,1
2016000354954,51552,01305,1,1,14,1,55,30877.71,1,1,14,55,2,b,1
2016000354954,51552,01305,1,2,14,1,50,118364.555,1,2,14,50,2,b,1
2016000354954,51552,01305,1,3,18,1,18,1029.257,1,3,18,18,1,b,1
2016000354954,51552,01305,1,4,10,1,15,514.6285,0,4,10,15,b,b,1
2016000355149,51553,00600,1,1,26,1,67,14306.6723,0,1,26,67,1,b,1
2016000355224,51554,01317,1,1,13,1,67,4837.5079,1,1,13,67,3,b,1
2016000355224,51554,01317,1,2,22,1,49,0,0,2,22,49,1,b,1
2016000355296,51555,01000,1,1,23,1,61,38700.0632,1,1,23,61,1,b,1
2016000355340,51556,01000,1,1,11,1,64,339.65481,0,1,11,64,b,b,1
2016000355340,51556,01000,1,2,10,1,66,63844.81171,0,2,10,66,b,b,1
2016000355398,51557,01104,1,1,13,1,63,22952.4311,0,1,13,63,b,b,1
2016000355398,51557,01104,1,2,14,1,72,60726.163,0,2,14,72,b,b,1
2016000355424,51558,01317,1,1,24,1,29,93384.48761,1,1,24,29,1,b,1
2016000355424,51558,01317,1,2,28,9,9,0,0,2,28,9,b,b,9
2016000355424,51558,01317,1,3,23,1,27,8645.7588,1,3,23,27,1,b,1
2016000355506,51559,00800,1,1,23,1,64,9160.3873,0,1,23,64,1,b,1
2016000355506,51559,00800,1,2,30,8,79,22334.8769,0,2,30,79,b,b,8
2016000355564,51560,00100,1,1,6,1,81,7410.6504,0,1,6,81,b,b,1
2016000355564,51560,00100,1,2,5,1,86,12042.3069,0,2,5,86,b,b,1
2016000355696,51561,01318,1,1,26,1,28,87486.845,1,1,26,28,1,b,1
2016000355727,51562,01316,1,1,10,1,70,87692.6964,0,1,10,70,1,1,1
2016000355727,51562,01316,1,2,11,1,75,37876.6576,0,2,11,75,b,2,1
2016000355769,51563,01301,1,1,10,1,35,0,0,1,10,35,b,b,1
2016000355769,51563,01301,1,2,10,1,43,113218.27,1,2,10,43,1,b,1
2016000355769,51563,01301,1,3,10,1,4,0,0,3,10,4,b,b,1
2016000355769,51563,01301,1,4,10,1,14,0,0,4,10,14,b,b,1
2016000355783,51564,01323,1,1,15,1,39,0,0,1,15,39,b,b,1
2016000355783,51564,01323,1,2,15,1,39,113218.27,1,2,15,39,1,b,1
2016000355783,51564,01323,1,3,16,1,7,0,0,3,16,7,b,b,1
2016000355783,51564,01323,1,4,23,1,4,0,0,4,23,4,b,b,1
2016000355994,51565,01324,1,1,21,1,68,92838.9814,0,1,21,68,1,b,1
2016000355994,51565,01324,1,2,24,1,68,15438.855,0,2,24,68,1,b,1
2016000356078,51566,00300,1,1,14,1,55,25731.425,1,1,14,55,1,b,1
2016000356101,51567,00300,1,1,13,1,89,14203.7466,0,1,13,89,b,b,1
2016000356101,51567,00300,1,2,11,1,21,5146.285,1,2,11,21,1,b,1
2016000356136,51568,01301,1,1,14,1,69,63505.1569,0,1,14,69,b,b,1
2016000356355,51569,01303,1,1,14,1,38,0,0,1,14,38,b,b,1
2016000356355,51569,01303,1,2,14,1,44,154388.55,1,2,14,44,5,b,1
2016000356355,51569,01303,1,3,14,1,9,0,0,3,14,9,b,b,1
2016000356355,51569,01303,1,4,14,1,7,0,0,4,14,7,b,b,1
2016000356355,51569,01303,1,5,14,1,5,0,0,5,14,5,b,b,1
2016000356604,51570,00600,1,1,12,1,66,0,0,1,12,66,b,b,1
2016000356604,51570,00600,1,2,12,1,62,262460.535,1,2,12,62,6,b,1
2016000357001,51571,01317,1,1,14,1,75,42199.537,0,1,14,75,b,b,1
2016000357097,51572,00600,1,1,59,1,94,19144.1802,0,1,59,94,b,b,1
2016000357146,51573,01103,1,1,11,1,48,88516.102,1,1,11,48,3,b,1
2016000357146,51573,01103,1,2,15,1,59,77194.275,1,2,15,59,4,b,1
2016000357323,51574,00500,1,1,6,1,62,51462.85,1,1,6,62,3,b,1
2016000357323,51574,00500,1,2,5,1,63,11013.0499,0,2,5,63,1,b,1
2016000357519,51575,01323,1,1,16,1,62,81105.4516,1,1,16,62,1,b,1
2016000357529,51576,00703,1,1,23,1,60,87486.845,1,1,23,60,2,b,1
2016000357529,51576,00703,1,2,23,1,64,60211.5345,1,2,23,64,2,b,1
2016000357646,51577,00703,1,1,14,1,67,44566.8281,0,1,14,67,b,b,1
2016000357884,51578,01302,1,1,19,9,54,33347.9268,1,1,19,54,1,b,9
2016000357884,51578,01302,1,2,17,1,47,55579.878,1,2,17,47,4,b,1
2016000357884,51578,01302,1,3,10,9,21,24496.3166,1,3,10,21,1,b,9
2016000357884,51578,01302,1,4,11,9,19,2058.514,0,4,11,19,2,b,9
2016000357892,51579,00400,1,1,96,1,40,53933.0668,0,1,96,40,6,b,1
2016000357892,51579,00400,1,2,89,1,41,87486.845,1,2,89,41,3,b,1
2016000357892,51579,00400,1,3,106,1,6,0,0,3,106,6,b,b,1
2016000357892,51579,00400,1,4,99,1,4,0,0,4,99,4,b,b,1
2016000357966,51580,01318,1,1,12,1,52,67930.962,1,1,12,52,1,b,1
2016000357966,51580,01318,1,2,14,1,51,46316.565,1,2,14,51,2,b,1
2016000357983,51581,00400,1,1,36,1,38,66901.705,1,1,36,38,1,b,1
2016000357983,51581,00400,1,2,34,1,39,0,0,2,34,39,b,b,1
2016000358056,51582,01318,1,1,12,1,46,0,0,1,12,46,1,b,1
2016000358056,51582,01318,1,2,13,1,49,15438.855,1,2,13,49,1,b,1
2016000358056,51582,01318,1,3,13,1,21,8234.056,1,3,13,21,1,b,1
2016000358056,51582,01318,1,4,11,1,18,0,0,4,11,18,b,b,1
2016000358056,51582,01318,1,5,15,1,60,30877.71,1,5,15,60,1,b,1
2016000358192,51583,01301,1,1,14,2,47,7410.6504,0,1,14,47,1,b,2
2016000358192,51583,01301,1,2,17,1,74,7616.5018,0,2,17,74,1,b,1
2016000358224,51584,01303,1,1,16,1,36,102925.7,1,1,16,36,1,b,1
2016000358224,51584,01303,1,2,17,1,28,46316.565,1,2,17,28,1,b,1
2016000358224,51584,01303,1,3,12,1,15,0,0,3,12,15,b,b,1
2016000358279,51585,01200,1,1,22,1,59,15438.855,1,1,22,59,1,b,1
2016000358376,51586,01319,1,1,14,1,57,423024.627,1,1,14,57,1,b,1
2016000358392,51587,01319,1,1,53,1,50,65872.448,1,1,53,50,1,b,1
2016000358392,51587,01319,1,2,50,1,15,0,0,2,50,15,b,2,1
2016000358401,51588,00902,1,1,7,1,69,10189.6443,0,1,7,69,b,b,1
2016000358401,51588,00902,1,2,8,1,74,75547.4638,0,2,8,74,b,b,1
2016000358571,51589,01324,1,1,27,6,69,28819.196,1,1,27,69,8,b,6
2016000358695,51590,01105,1,1,6,1,29,37053.252,1,1,6,29,1,b,1
2016000358695,51590,01105,1,2,5,1,34,146154.494,1,2,5,34,1,b,1
2016000358695,51590,01105,1,3,4,1,3,0,0,3,4,3,b,b,1
2016000358695,51590,01105,1,4,4,1,1,0,0,4,4,1,b,b,1
2016000359107,51591,01316,1,1,29,6,69,32936.224,0,1,29,69,1,3,6
2016000359140,51592,01321,1,1,12,1,63,83369.817,1,1,12,63,1,b,1
2016000359140,51592,01321,1,2,20,1,20,1543.8855,0,2,20,20,1,b,1
2016000359140,51592,01321,1,3,20,1,20,1646.8112,1,3,20,20,1,b,1
2016000359140,51592,01321,1,4,19,1,24,20585.14,1,4,19,24,1,b,1
2016000359140,51592,01321,1,5,12,1,17,0,0,5,12,17,b,b,1
2016000359157,51593,01305,1,1,12,1,81,13586.1924,0,1,12,81,b,b,1
2016000359157,51593,01305,1,2,19,9,46,24702.168,1,2,19,46,1,b,9
2016000359209,51594,01322,1,1,24,6,35,51462.85,1,1,24,35,1,b,6
2016000359357,51595,01301,1,1,10,1,21,10086.7186,0,1,10,21,1,b,1
2016000359357,51595,01301,1,2,17,6,26,5146.285,0,2,17,26,5,b,6
2016000359357,51595,01301,1,3,16,1,23,6175.542,1,3,16,23,1,b,1
2016000359357,51595,01301,1,4,16,1,22,2470.2168,0,4,16,22,1,b,1
2016000359357,51595,01301,1,5,15,6,22,38597.1375,0,5,15,22,2,1,6
2016000359387,51596,01305,1,1,32,1,47,37053.252,1,1,32,47,6,b,1
2016000359387,51596,01305,1,2,32,1,6,0,0,2,32,6,b,b,1
2016000359387,51596,01305,1,3,30,1,47,2058.514,1,3,30,47,6,b,1
2016000359441,51597,00800,1,1,13,1,79,32318.6698,0,1,13,79,b,b,1
2016000359441,51597,00800,1,2,11,1,78,13997.8952,0,2,11,78,b,b,1
2016000359696,51598,00600,1,1,8,8,30,144.09598,0,1,8,30,b,3,8
2016000359696,51598,00600,1,2,13,8,41,14306.6723,0,2,13,41,1,4,8
2016000359696,51598,00600,1,3,10,8,31,205.8514,0,3,10,31,6,4,8
2016000359707,51599,00500,1,1,13,1,56,43743.4225,1,1,13,56,1,b,1
2016000359707,51599,00500,1,2,12,1,69,26143.1278,0,2,12,69,1,b,1
2016000359721,51600,01103,1,1,43,9,32,11939.3812,1,1,43,32,1,2,9
2016000359856,51601,01316,1,1,14,1,50,10292.57,1,1,14,50,2,b,1
2016000359856,51601,01316,1,2,14,1,54,82340.56,1,2,14,54,1,b,1
2016000359856,51601,01316,1,3,13,1,23,8234.056,1,3,13,23,1,b,1
2016000359856,51601,01316,1,4,15,1,20,33965.481,1,4,15,20,1,b,1
2016000359879,51602,01324,1,1,22,1,31,84399.074,1,1,22,31,3,b,1
2016000359879,51602,01324,1,2,22,1,31,61652.4943,1,2,22,31,1,b,1
2016000359920,51603,00703,1,1,12,1,39,72047.99,1,1,12,39,1,b,1
2016000359920,51603,00703,1,2,12,1,36,41170.28,1,2,12,36,1,b,1
2016000359920,51603,00703,1,3,12,1,14,0,0,3,12,14,b,b,1
2016000359920,51603,00703,1,4,13,1,10,0,0,4,13,10,b,b,1
2016000359989,51604,01301,1,1,13,1,42,53521.364,1,1,13,42,1,b,1
2016000359989,51604,01301,1,2,14,1,47,103440.3285,1,2,14,47,1,b,1
2016000360095,51605,00400,1,1,35,1,62,23261.2082,0,1,35,62,b,b,1
2016000360095,51605,00400,1,2,34,1,74,17291.5176,0,2,34,74,b,b,1
2016000360200,51606,00500,1,1,81,1,39,31598.1899,1,1,81,39,1,b,1
2016000360200,51606,00500,1,2,70,8,43,417878.342,1,2,70,43,1,b,8
2016000360200,51606,00500,1,3,36,1,17,1235.1084,1,3,36,17,1,b,1
2016000360200,51606,00500,1,4,52,1,16,0,0,4,52,16,b,b,1
2016000360200,51606,00500,1,5,53,1,15,0,0,5,53,15,b,b,1
2016000360210,51607,01303,1,1,23,1,65,127113.2395,1,1,23,65,1,b,1
2016000360341,51608,00100,1,1,2,9,38,68960.219,1,1,2,38,3,b,9
2016000360341,51608,00100,1,2,4,9,29,25731.425,1,2,4,29,3,b,9
2016000360341,51608,00100,1,3,1,9,15,0,0,3,1,15,b,1,9
2016000360341,51608,00100,1,4,2,9,13,0,0,4,2,13,b,1,9
2016000360569,51609,00300,1,1,12,1,64,7822.3532,0,1,12,64,6,b,1
2016000360714,51610,00600,1,1,15,1,69,43434.6454,0,1,15,69,2,b,1
2016000360714,51610,00600,1,2,17,1,62,18526.626,0,2,17,62,1,b,1
2016000360756,51611,00200,1,1,3,1,68,50433.593,0,1,3,68,4,b,1
2016000360756,51611,00200,1,2,3,1,67,25628.4993,0,2,3,67,3,b,1
2016000360850,51612,00800,1,1,36,1,43,11939.3812,0,1,36,43,1,b,1
2016000360850,51612,00800,1,2,35,1,63,52492.107,1,2,35,63,1,b,1
2016000361060,51613,00600,1,1,19,1,60,33142.0754,1,1,19,60,1,b,1
2016000361060,51613,00600,1,2,22,1,50,46316.565,1,2,22,50,1,b,1
2016000361066,51614,00500,1,1,27,1,63,51462.85,1,1,27,63,1,b,1
2016000361066,51614,00500,1,2,23,1,55,0,0,2,23,55,1,b,1
2016000361066,51614,00500,1,3,27,1,24,5146.285,1,3,27,24,1,b,1
2016000361455,51615,01200,1,1,28,1,37,25834.3507,1,1,28,37,6,b,1
2016000361469,51616,01305,1,1,12,1,69,41581.9828,1,1,12,69,1,2,1
2016000361469,51616,01305,1,2,16,1,69,8851.6102,0,2,16,69,6,4,1
2016000361469,51616,01305,1,3,22,1,45,5146.285,1,3,22,45,1,1,1
2016000361620,51617,01316,1,1,24,1,60,53521.364,1,1,24,60,4,b,1
2016000361640,51618,01105,1,1,26,1,29,38082.509,1,1,26,29,4,b,1
2016000361640,51618,01105,1,2,22,1,7,0,0,2,22,7,b,b,1
2016000361640,51618,01105,1,3,26,1,3,0,0,3,26,3,b,b,1
2016000361647,51619,00705,1,1,7,1,55,55579.878,1,1,7,55,3,b,1
2016000361647,51619,00705,1,2,8,1,7,0,0,2,8,7,b,b,1
2016000361664,51620,01324,1,1,10,1,58,9777.9415,0,1,10,58,1,b,1
