RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,COW,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,ANC,ANC1P,ANC2P,DECADE,DRIVESP,ESP,ESR,HISP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NATIVITY,NOP,OC,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,VPS,WAOB,FAGEP,FANCP,FCITP,FCOWP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,indp02,naicsp02,occp02,socp00,occp10,socp10,indp07,naicsp07,wgtp,employed,soc,OCCP,famTag,dupcount,OSUTAG,n,hhnum
P,2008000012931,2,600,41,1031272,18,72,1,1,,,2,,,250,10,1,1,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,3,5,3,3,3,0,0,1,0,1,,12,0,1,0,12000,3000,3,1,6,,1,50,999,,1,,1,1,120,79,,,,1,1,,0,,3000,15250,41,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,21,32,19,6,21,5,36,19,5,6,24,19,19,21,18,35,17,29,7,34,22,28,19,5,24,6,30,20,6,7,18,23,20,17,20,33,20,7,33,7,19,6,22,33,20,30,5,20,27,32,19,22,20,17,20,5,20,6,35,6,19,6,21,29,19,35,5,22,35,36,20,20,19,17,20,5,17,31,N.A.,N.A.////,7340,499042,N.A.,N.A.//,7070,531,10,1,49,5,1,2,0,1,1915
P,2008000012931,1,600,41,1031272,19,66,1,6,1,,2,,,750,10,1,1,1,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,3000,3,7,13,110000,2,0,1200,0,30,1,1,,1,32,999,,1,,1,1,108,67,607,,,1,1,,0,4,110000,114950,41,501,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,20,34,19,6,20,6,36,19,6,8,24,22,20,20,20,36,20,32,6,39,24,30,21,6,24,6,33,21,6,6,19,22,20,19,24,35,20,8,33,7,20,6,21,33,19,31,6,20,31,37,22,21,21,20,20,6,21,6,37,6,20,6,23,33,19,37,6,23,35,37,23,19,19,18,20,6,20,30,N.A.,N.A.////,0800,132011,N.A.,N.A.//,7280,5412,10,1,13,1,1,2,0,2,1916
P,2008000012931,2,600,41,1031272,18,72,1,1,,,2,,,250,10,1,1,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,3,5,3,3,3,0,0,1,0,1,,12,0,1,0,12000,3000,3,1,6,,1,50,999,,1,,1,1,120,79,,,,1,1,,0,,3000,15250,41,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,21,32,19,6,21,5,36,19,5,6,24,19,19,21,18,35,17,29,7,34,22,28,19,5,24,6,30,20,6,7,18,23,20,17,20,33,20,7,33,7,19,6,22,33,20,30,5,20,27,32,19,22,20,17,20,5,20,6,35,6,19,6,21,29,19,35,5,22,35,36,20,20,19,17,20,5,17,31,N.A.,N.A.////,7340,499042,N.A.,N.A.//,7070,531,10,1,49,5,1,2,0,2,1916
P,2008000014705,1,600,41,1031272,18,35,1,2,1,,2,,,700,90,1,1,1,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,14,-9999,1,0,0,35000,50,1,4,,2,50,97,,1,,1,1,88,31,625,,,1,1,,0,,25001,25701,6,501,1300,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,27,6,15,19,21,4,15,25,21,7,5,22,22,8,30,13,35,16,22,16,25,6,15,14,23,7,17,26,15,4,6,18,17,7,30,24,27,18,10,14,6,26,17,19,14,27,16,7,15,22,35,15,18,25,6,18,6,19,6,23,5,24,19,20,14,26,24,7,15,29,26,18,13,24,7,15,4,21,N.A.,N.A.////,0730,131XXX,N.A.,N.A.//,9190,8139Z,18,1,13,1,1,1,0,1,1917
P,2008000014705,2,600,41,1031272,16,38,1,3,1,2,2,,,185000,,,,1,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,15,0,2,0,0,0,,2,,,2,46,26,,,,6,1,,,625,,,1,1,,0,1,0,185000,34,501,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,25,6,14,19,20,3,16,23,21,6,4,22,21,9,31,15,37,15,26,16,23,6,15,15,24,7,15,24,16,6,7,18,17,6,32,23,28,18,10,14,4,27,18,19,13,29,18,8,16,22,37,16,19,23,6,15,5,19,6,22,6,26,20,20,14,25,24,7,16,29,25,17,15,23,7,13,5,19,N.A.,N.A.////,2100,2310XX,N.A.,N.A.//,9470,92MP,18,0,0,999,1,1,0,1,1917
P,2008000014705,3,600,41,1031272,16,2,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,2,50,46,,,2,,1,,,,,,,1,1,1,,,,41,501,,,3,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,26,6,13,18,22,4,14,23,20,6,4,20,22,8,27,11,29,13,23,15,22,6,15,15,20,6,14,26,15,6,6,18,18,6,29,22,27,17,10,13,4,26,18,20,13,26,17,7,16,20,33,16,15,24,5,17,5,15,6,20,6,24,18,19,14,21,19,6,17,28,24,17,13,21,6,14,5,17,,,,,,,,,18,0,0,999,1,1,0,1,1917
P,2008000014705,4,600,41,1031272,16,1,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,2,46,26,,,2,,1,,,,,,,1,1,1,,,,41,501,,,1,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,25,6,13,17,21,5,14,23,21,4,4,22,21,7,27,13,29,13,22,15,22,6,15,13,21,5,13,26,15,4,5,17,17,6,27,23,27,17,10,13,5,26,17,20,13,26,16,6,15,18,34,15,17,24,6,17,6,16,4,19,5,24,17,19,14,23,19,6,16,30,24,16,14,23,8,13,6,17,,,,,,,,,18,0,0,999,1,1,0,1,1917
P,2008000015544,1,600,41,1031272,17,35,1,1,,,2,,,0,6,1,1,2,3,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,9,0,1,0,0,92000,48,1,1,,3,995,999,,1,,1,1,77,37,,,,4,1,,0,,92000,92000,41,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,18,21,7,19,16,31,6,24,28,21,17,4,4,21,16,18,17,22,20,35,27,28,18,7,24,21,18,11,22,5,4,17,19,21,5,32,5,31,6,12,19,15,28,14,15,5,35,4,6,17,20,27,29,5,18,18,16,14,18,5,5,6,29,29,7,23,20,26,19,27,28,15,19,13,28,5,33,6,N.A.,N.A.////,7340,499042,N.A.,N.A.//,1870,3221,16,1,49,5,0,1,0,1,1918
P,2008000020382,1,600,41,1031272,24,28,1,4,,,,,,0,2,,2,2,2,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,10,0,1,0,0,17000,40,1,2,,1,32,999,,,,1,1,166,103,,,,3,1,,0,,17000,17000,41,157,100,11,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,38,9,23,35,35,29,24,23,29,23,9,28,42,9,27,9,23,42,23,37,8,41,25,8,10,26,27,26,22,25,42,22,9,31,27,45,20,9,26,7,40,9,28,45,39,24,22,24,27,24,8,23,39,8,23,8,23,39,26,39,9,34,24,9,8,28,22,23,24,28,44,21,9,47,25,38,24,7,24,9,N.A.,N.A.////,3740,332011,N.A.,N.A.//,9370,9211MP,25,1,33,8,0,1,0,1,1919
P,2008000021096,1,600,41,1031272,25,69,1,,,,2,,,0,,,,2,2,1,5,,,,,,,,,,,,2,3,2,2,3,0,0,0,23000,1,,9,0,2,0,8000,0,,3,,,1,22,999,,,,6,1,,,,,,3,1,,0,4,0,31000,41,309,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,22,6,38,23,29,9,28,7,10,44,43,23,20,20,25,7,40,8,28,30,26,45,9,24,26,37,26,42,42,7,8,26,20,26,20,38,6,33,23,24,23,9,44,27,21,7,23,9,8,45,38,22,24,27,31,7,34,8,25,21,23,44,8,28,24,48,26,34,46,7,8,27,21,26,25,44,8,50,,,,,,,,,25,0,0,999,0,1,0,1,1920
P,2008000021597,1,600,41,1031272,12,56,1,3,,,2,,,0,5,1,1,2,5,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,14,0,1,0,0,30000,25,1,4,,1,148,999,,1,,1,1,107,67,,1200,6,6,1,,0,,30000,30000,36,278,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,12,13,4,23,5,16,23,16,19,10,4,18,11,8,13,14,7,16,18,10,9,14,25,4,22,12,6,4,6,19,13,4,12,11,7,8,16,3,4,14,16,9,4,29,4,13,16,15,22,8,5,17,7,7,11,13,9,20,20,12,10,13,22,3,23,13,3,4,6,13,24,5,11,11,11,10,14,N.A.,N.A.////,2200,251000,N.A.,N.A.//,7870,611M1,12,1,25,2,0,1,0,1,1921
P,2008000022656,1,600,41,1031272,25,76,1,,1,,2,,,0,,,,1,4,1,3,0,0,0,0,0,0,0,1,0,0,0,2,5,2,2,3,0,0,0,8000,1,,11,0,1,0,12700,0,,3,,,1,210,999,,,,6,2,,,625,,,5,1,,0,,0,20700,35,230,,,1,1,1,69,0,0,0,0,1,0,1,0,,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,30,27,9,30,37,44,36,26,26,29,17,18,10,9,4,17,34,8,27,41,20,27,38,28,8,14,11,26,34,29,17,16,39,51,31,22,9,9,27,33,25,16,29,29,8,12,15,17,21,19,28,39,36,31,40,29,12,34,27,7,37,26,10,28,39,34,31,21,26,26,34,33,10,6,11,25,41,40,,,,,,,,,25,0,0,999,1,1,0,1,1922
P,2008000022656,2,600,41,1031272,43,45,1,1,,2,2,,,0,,,,2,2,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,2,0,1,,9,0,2,0,0,0,,2,,,1,210,999,,,,6,2,,,,,,3,1,,0,4,0,0,6,230,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,52,47,16,35,63,88,58,35,31,38,34,29,19,18,8,33,67,13,50,68,41,51,86,42,13,17,17,58,54,48,39,30,77,66,64,43,16,17,41,69,49,28,68,54,14,13,23,33,42,27,42,64,53,50,65,38,18,68,48,13,42,43,13,34,52,58,68,39,65,46,47,74,15,10,17,47,77,69,N.A.,N.A.////,4760,412031,N.A.,N.A.//,5380,45211,25,0,0,999,1,1,0,1,1922
P,2008000022656,3,600,41,1031272,39,22,1,1,,,,,,0,,,,2,5,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,5,0,1,,6,0,1,0,0,18000,40,1,3,,1,210,999,,,,6,1,,,,,,6,1,,0,,18000,18000,6,230,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,12,46,34,10,30,54,84,57,32,36,34,25,28,16,12,7,31,58,13,37,51,39,50,72,42,13,14,12,49,46,41,34,25,67,78,51,36,14,13,35,73,35,28,58,49,10,10,17,28,40,28,34,61,43,38,63,36,13,64,44,10,36,40,13,35,50,49,48,36,47,42,42,61,11,9,16,38,69,55,N.A.,N.A.////,9610,537061,N.A.,N.A.//,8780,811192,25,0,0,999,1,1,0,1,1922
P,2008000022692,1,600,41,1031272,27,45,1,1,,,2,,,0,13,1,1,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,2,5,2,2,3,0,0,0,0,1,,9,0,1,0,0,40000,45,1,1,,4,999,999,,1,,1,1,69,28,,,,1,1,,0,,40000,40000,41,371,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,29,9,42,24,27,9,24,4,10,62,38,27,34,33,28,7,47,9,24,18,27,40,6,28,26,41,28,42,38,10,9,29,30,36,27,36,9,9,26,24,22,42,10,28,28,37,26,41,34,7,7,31,27,22,28,50,12,45,22,32,29,9,50,30,35,10,22,11,9,42,34,31,26,26,27,11,44,39,N.A.,N.A.////,8140,514120,N.A.,N.A.//,3980,3399ZM,13,1,51,6,1,2,0,1,1923
P,2008000022692,2,600,41,1031272,25,44,1,1,,2,2,,,0,15,1,1,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,9,0,2,0,0,22000,35,1,1,,4,999,999,,1,,1,1,73,31,,,,1,1,,0,4,22000,22000,41,371,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,27,9,40,23,27,8,25,6,9,55,39,26,33,33,29,8,49,9,22,18,25,40,6,25,26,41,28,41,37,9,9,28,27,33,27,38,7,9,23,24,21,41,11,27,27,40,27,42,32,8,9,26,24,22,26,47,12,47,21,30,27,7,44,26,33,8,25,10,9,41,34,27,22,26,30,9,41,37,N.A.,N.A.////,3600,311010,N.A.,N.A.//,8270,6231,13,1,31,2,1,2,0,1,1923
P,2008000022692,3,600,41,1031272,40,20,1,1,,2,,,,0,,,,2,5,1,5,,,,,,,,,,,,2,1,2,1,2,0,0,2,0,2,6,11,0,2,0,0,0,,2,,,4,999,999,,,,3,1,,,,,,6,1,,0,4,0,0,41,371,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,45,14,60,37,43,14,35,7,16,77,61,39,52,57,42,11,65,12,32,26,43,59,10,36,38,56,40,63,66,14,14,47,46,48,51,56,13,12,35,38,29,66,14,41,44,54,45,61,56,12,12,42,39,38,41,75,16,86,31,44,39,13,64,39,55,11,35,15,12,66,52,44,35,40,39,13,68,61,N.A.,N.A.////,4220,37201X,N.A.,N.A.//,7480,54194,13,0,0,999,1,2,1,1,1923
P,2008000022692,1,600,41,1031272,27,45,1,1,,,2,,,0,13,1,1,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,2,5,2,2,3,0,0,0,0,1,,9,0,1,0,0,40000,45,1,1,,4,999,999,,1,,1,1,69,28,,,,1,1,,0,,40000,40000,41,371,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,29,9,42,24,27,9,24,4,10,62,38,27,34,33,28,7,47,9,24,18,27,40,6,28,26,41,28,42,38,10,9,29,30,36,27,36,9,9,26,24,22,42,10,28,28,37,26,41,34,7,7,31,27,22,28,50,12,45,22,32,29,9,50,30,35,10,22,11,9,42,34,31,26,26,27,11,44,39,N.A.,N.A.////,8140,514120,N.A.,N.A.//,3980,3399ZM,13,1,51,6,1,2,0,2,1924
P,2008000022692,2,600,41,1031272,25,44,1,1,,2,2,,,0,15,1,1,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,1,0,1,,9,0,2,0,0,22000,35,1,1,,4,999,999,,1,,1,1,73,31,,,,1,1,,0,4,22000,22000,41,371,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,27,9,40,23,27,8,25,6,9,55,39,26,33,33,29,8,49,9,22,18,25,40,6,25,26,41,28,41,37,9,9,28,27,33,27,38,7,9,23,24,21,41,11,27,27,40,27,42,32,8,9,26,24,22,26,47,12,47,21,30,27,7,44,26,33,8,25,10,9,41,34,27,22,26,30,9,41,37,N.A.,N.A.////,3600,311010,N.A.,N.A.//,8270,6231,13,1,31,2,1,2,0,2,1924
P,2008000022692,3,600,41,1031272,40,20,1,1,,2,,,,0,,,,2,5,1,5,,,,,,,,,,,,2,1,2,1,2,0,0,2,0,2,6,11,0,2,0,0,0,,2,,,4,999,999,,,,3,1,,,,,,6,1,,0,4,0,0,41,371,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,37,45,14,60,37,43,14,35,7,16,77,61,39,52,57,42,11,65,12,32,26,43,59,10,36,38,56,40,63,66,14,14,47,46,48,51,56,13,12,35,38,29,66,14,41,44,54,45,61,56,12,12,42,39,38,41,75,16,86,31,44,39,13,64,39,55,11,35,15,12,66,52,44,35,40,39,13,68,61,N.A.,N.A.////,4220,37201X,N.A.,N.A.//,7480,54194,13,0,0,999,1,2,0,2,1924
P,2008000023353,1,600,41,1031272,20,60,1,1,,,2,,,0,25,1,1,2,3,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,9,0,2,0,0,38000,40,1,1,,1,142,999,,1,,1,1,87,43,,,,4,1,,0,4,38000,38000,39,339,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,25,20,21,21,24,9,10,7,22,25,19,8,19,22,9,21,34,9,5,6,23,19,21,24,20,36,37,36,24,9,27,37,19,21,39,20,11,7,6,8,27,28,22,20,21,37,40,34,25,6,21,31,20,21,31,23,7,37,38,32,24,24,23,19,19,7,8,7,23,37,27,10,21,25,9,21,44,36,N.A.,N.A.////,5140,433051,N.A.,N.A.//,2670,331M,21,1,43,4,0,1,0,1,1925
P,2008000023649,1,600,41,1031272,15,63,1,,,,2,,,0,,,,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,3,5,2,2,2,0,0,0,0,1,,10,0,2,0,8200,0,,3,,,1,924,999,,,,6,1,,,,600,41,4,1,,0,4,0,8200,4,75,,,2,1,1,69,0,0,0,0,1,0,1,0,,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,24,16,14,15,4,22,15,13,6,13,6,5,26,24,15,14,15,15,28,4,21,12,11,17,5,25,15,13,6,17,5,4,27,21,12,11,14,13,4,23,4,16,12,12,25,5,14,14,26,11,20,22,4,5,17,16,15,17,4,26,5,12,14,15,27,4,15,14,20,15,25,26,4,3,14,15,14,11,25,,,,,,,,,15,0,0,999,0,1,0,1,1926
P,2008000024034,1,600,41,1031272,7,45,1,6,,2,2,,,0,35,1,1,2,3,1,3,0,0,1,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,0,0,1,,9,20000,2,0,0,24000,50,1,1,,4,999,999,,1,,1,1,125,79,,,,4,1,,0,4,44000,44000,41,397,700,41,3,1,1,69,0,0,0,0,1,0,1,0,,,12,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,14,10,8,7,14,2,10,8,3,3,3,7,10,3,8,7,9,7,12,8,10,6,8,7,13,2,11,7,3,3,3,8,17,3,8,7,7,9,12,11,13,7,9,7,11,3,13,9,2,3,3,8,14,1,7,9,7,9,13,8,14,8,7,8,13,3,13,10,3,3,3,6,11,3,8,8,7,5,11,6,N.A.,N.A.////,4040,353011,N.A.,N.A.//,8690,7224,8,1,35,3,0,1,0,1,1927
P,2008000024136,1,600,41,1031272,48,36,1,1,,2,2,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,9,0,2,0,18000,0,,2,,,2,50,917,,,,6,1,,,,,,1,1,,0,2,0,18000,6,501,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,46,55,72,51,18,18,14,51,43,49,50,51,70,76,79,59,18,54,19,81,50,49,69,47,13,18,18,53,45,47,48,45,68,67,74,48,16,52,15,91,53,43,75,58,12,15,17,51,45,49,46,49,76,86,86,55,16,53,15,89,51,54,85,48,18,15,17,48,46,44,42,42,72,89,82,52,15,50,20,N.A.,N.A.////,5630,435111,N.A.,N.A.//,2980,332MZ,49,0,0,999,1,1,0,1,1928
P,2008000024136,2,600,41,1031272,47,37,1,1,,,2,,,0,15,1,1,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,12,0,1,0,0,95000,45,1,1,,2,82,917,,1,,1,1,73,31,,,,1,1,,0,,95000,95000,6,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,44,54,73,49,17,16,14,46,43,47,48,47,68,72,72,55,17,48,18,72,44,48,64,46,14,17,15,50,45,46,44,46,68,64,70,46,15,49,13,90,50,44,67,53,12,13,18,46,42,47,42,43,72,84,87,54,17,54,15,86,50,52,77,46,16,13,15,45,42,42,40,39,69,81,74,45,15,50,17,N.A.,N.A.////,7330,49904X,N.A.,N.A.//,3190,333M,49,1,49,5,1,1,0,1,1928
P,2008000024136,3,600,41,1031272,50,7,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,3,2,,1,,,,,,,,2,82,50,,,2,,1,,,,,,,1,1,1,,,,41,501,,,4,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,48,56,75,51,18,17,16,51,47,52,51,48,71,78,83,57,18,53,18,75,47,51,70,46,16,19,17,51,48,49,50,46,72,72,75,48,16,53,15,95,52,46,71,60,13,14,19,52,45,48,45,51,79,88,85,54,19,52,15,93,57,55,86,51,18,14,17,46,46,46,40,42,73,86,78,51,15,50,17,,,,,,,,,49,0,0,999,1,1,0,1,1928
P,2008000026985,1,600,41,1031272,12,49,4,4,1,,2,,,6500,12,1,1,1,1,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,198000,40,1,1,1983,1,11,999,5,1,,1,1,90,49,611,690,40,1,2,,0,,198000,204500,449,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,18,3,18,16,9,13,3,3,22,14,11,11,17,10,11,9,3,21,12,12,4,17,5,3,11,17,14,16,3,10,7,10,5,12,9,10,23,21,12,13,3,16,6,4,8,16,23,15,3,12,10,10,1,7,12,10,17,3,8,15,17,3,19,25,12,14,3,4,18,9,10,14,18,10,13,11,3,5,N.A.,N.A.////,0230,119030,N.A.,N.A.//,7870,611M1,12,1,11,1,1,1,0,1,1929
