RT,SERIALNO,SPORDER,PUMA,ST,ADJINC,PWGTP,AGEP,CIT,COW,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,ANC,ANC1P,ANC2P,DECADE,DRIVESP,ESP,ESR,HISP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NATIVITY,NOP,OC,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,VPS,WAOB,FAGEP,FANCP,FCITP,FCOWP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80,indp02,naicsp02,occp02,socp00,occp10,socp10,indp07,naicsp07,wgtp,employed,soc,OCCP,famTag,dupcount,OSUTAG,n,hhnum
P,2006000000530,1,600,41,1098342,43,35,1,1,,2,2,,,0,20,1,1,2,5,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,11,0,2,0,0,8000,30,1,5,,2,32,22,,1,,1,1,98,55,,,,6,1,,0,3,8000,8000,6,49,600,41,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,36,61,45,43,43,39,70,42,42,14,13,72,68,13,47,73,14,44,14,43,38,79,46,35,35,39,69,46,44,13,12,71,57,13,44,70,13,40,74,45,38,15,39,34,43,43,13,41,35,80,73,13,15,75,37,12,76,44,62,48,42,13,39,42,42,44,14,38,40,69,71,14,14,62,53,14,59,40,5070,44611,3410,292050,N.A.,N.A.//,N.A.,N.A.////,42,1,29,2,1,1,0,1,1
P,2006000000530,2,600,41,1098342,46,8,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,3,2,,2,,,,,,,,2,32,22,,,7,,1,,,,,,,1,7,1,,,,41,49,,,1,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,42,65,49,48,46,43,73,47,46,16,15,76,73,15,49,78,17,50,15,44,42,80,51,39,38,44,70,52,50,15,13,80,67,14,46,76,13,45,82,47,45,18,39,39,44,47,15,44,40,89,77,15,17,83,39,13,79,54,69,53,44,13,42,46,46,51,13,40,42,69,79,15,15,73,54,16,63,42,,,,,,,,,42,0,0,999,1,1,0,1,1
P,2006000000530,3,600,41,1098342,45,5,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,1,,1,,2,,,,,,,,2,32,22,,,7,,1,,,,,,,1,7,1,,,,41,49,,,2,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,41,65,50,48,46,44,73,48,46,16,15,75,73,15,47,77,16,51,14,45,43,80,51,39,38,44,72,52,48,15,13,80,67,14,46,76,15,47,82,47,44,16,39,39,44,45,14,44,41,90,77,15,17,83,39,14,81,53,67,53,46,14,43,46,45,51,13,39,42,71,78,14,15,74,54,17,63,43,,,,,,,,,42,0,0,999,1,1,0,1,1
P,2006000000530,4,600,41,1098342,42,47,1,6,,,2,,,0,5,1,1,2,3,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,11,4,1,0,0,0,50,1,1,,1,22,999,,1,,1,1,101,61,,,,4,1,,0,,4,4,41,0,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,41,39,66,46,44,40,40,63,44,41,16,12,70,69,14,46,70,16,40,14,41,40,77,48,41,34,38,63,46,45,13,12,72,62,12,40,65,13,40,74,41,40,14,40,34,41,41,14,36,38,81,68,12,15,70,40,12,73,38,64,48,42,11,42,45,45,47,10,41,40,68,68,14,15,62,46,14,59,40,5270,4M,4700,411011,N.A.,N.A.//,N.A.,N.A.////,42,1,41,4,1,1,0,1,1
P,2006000002056,1,600,41,1098342,17,66,1,,,,2,,,8200,,,,2,2,1,4,,,,,,,,,,,,2,3,2,2,2,0,0,0,1600,1,,11,0,2,15000,0,0,,3,,,2,22,50,,,,6,1,,,,,,3,1,,0,4,0,24800,40,260,,,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,31,18,31,27,19,21,19,19,27,19,33,17,29,30,31,28,18,19,17,5,6,17,6,6,18,15,16,16,6,19,7,19,6,6,5,5,17,15,17,6,5,18,4,4,18,17,18,18,6,16,5,16,7,7,4,4,19,19,18,30,36,17,29,32,19,18,16,18,29,18,30,17,30,34,28,28,18,,,,,,,,,18,0,0,999,0,1,0,1,2
P,2006000005620,1,600,41,1098342,19,57,1,2,,,2,,,850,2,,10,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,14,0,1,0,0,42000,60,1,1,,1,939,999,,,,1,1,106,67,,,,1,1,,0,,42000,42850,30,501,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,19,30,27,19,7,21,8,35,4,18,7,18,30,31,21,8,15,32,7,6,29,16,19,32,18,36,21,22,18,8,20,8,22,19,8,19,30,16,19,16,17,7,6,19,31,15,36,6,37,19,31,19,6,7,18,34,20,8,31,35,6,20,18,7,18,6,16,21,23,34,22,34,19,18,35,22,4,24,9160,8131,2040,212011,N.A.,N.A.//,N.A.,N.A.////,19,1,21,2,1,1,0,1,3
P,2006000005620,2,600,41,1098342,20,54,1,4,,,2,,,0,95,1,1,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,16,0,2,0,0,52000,65,1,1,,1,939,999,,1,,1,1,113,55,,,,1,1,,0,4,52000,52000,55,501,2100,53,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,20,33,31,20,7,20,7,33,6,17,5,17,30,29,22,7,19,36,7,7,32,17,20,33,18,37,20,23,18,7,22,7,24,20,7,20,32,17,19,18,19,9,6,19,33,19,38,6,37,20,30,20,7,7,18,36,20,8,33,36,5,21,18,8,21,8,18,21,21,34,22,34,20,17,35,25,7,22,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,19,1,25,2,1,1,0,1,3
P,2006000012137,1,600,41,1098342,18,84,1,,,,2,,,50000,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,12,0,2,0,8100,0,,3,,,2,87,22,,,,6,1,,,,,,1,1,,0,4,0,58100,30,501,,,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,4,19,19,30,10,19,17,6,14,20,6,19,25,15,8,29,27,9,19,20,16,7,36,17,19,27,28,18,7,6,15,33,6,32,19,17,17,18,29,29,6,20,21,26,8,20,19,5,15,20,7,18,20,14,7,31,27,8,16,18,17,6,27,18,19,26,28,19,7,6,17,36,8,34,14,17,19,17,,,,,,,,,18,0,0,999,1,1,0,1,4
P,2006000012137,2,600,41,1098342,18,88,1,7,,,2,,,0,20,1,1,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,9,0,1,0,18800,19500,12,1,1,,1,924,999,,1,,1,1,86,43,,,,1,1,,0,,19500,38300,48,501,600,41,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,28,4,19,16,28,9,16,17,5,15,17,8,20,22,14,7,27,26,8,18,20,16,7,36,15,17,26,25,18,8,6,14,30,6,28,18,16,16,18,25,27,5,18,19,25,7,18,19,6,16,18,8,17,19,13,5,27,27,9,14,18,15,7,26,18,21,24,28,17,6,6,15,33,7,32,13,14,16,17,0180,112,0200,119011,N.A.,N.A.//,N.A.,N.A.////,18,1,11,1,1,1,0,1,4
P,2006000012450,1,600,41,1098342,5,89,1,,,,2,,,0,,,,2,5,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,11,0,1,0,10000,0,,3,,,2,50,800,,,,6,1,,,,,,6,1,,0,,0,10000,6,104,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,8,9,8,4,1,6,6,5,6,9,6,2,1,1,5,6,4,9,6,8,1,3,1,4,8,6,3,6,6,3,4,9,7,9,6,5,4,2,6,6,8,8,7,5,1,6,8,4,4,10,4,1,2,2,4,6,4,9,4,5,1,1,1,4,9,4,2,4,6,3,6,8,8,9,6,5,5,2,,,,,,,,,4,0,0,999,0,1,0,1,5
P,2006000013937,1,600,41,1098342,19,40,1,1,,,2,,,10,,,11,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,12000,1,,12,0,1,0,0,43000,43,1,1,,2,21,730,,,,1,1,,,,,,1,1,,0,,43000,55010,41,439,600,41,2,6,46,8,0,1,0,0,1,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,25,23,15,9,15,36,21,6,11,23,16,11,22,21,30,26,18,17,9,14,15,19,17,27,15,6,18,31,24,16,20,15,9,23,10,7,11,17,6,27,15,20,17,26,20,6,21,30,24,15,13,22,7,12,9,8,19,21,24,9,18,20,25,11,21,26,17,8,10,21,17,11,25,17,31,29,15,20,6380,492,5510,435021,N.A.,N.A.//,N.A.,N.A.////,18,1,43,4,1,1,0,1,6
P,2006000013937,2,600,41,1098342,32,35,1,1,,2,2,,,0,,,11,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,13,0,2,0,0,60000,55,1,1,,1,939,999,,,,1,1,,,,,,1,1,,0,2,60000,60000,22,439,600,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,48,30,26,14,28,54,46,10,13,37,29,17,42,39,61,40,33,32,12,27,22,35,37,44,25,11,27,42,47,31,39,34,16,47,14,11,24,25,12,38,33,34,25,39,35,9,26,53,46,26,24,38,18,19,9,10,26,43,48,13,32,40,41,18,34,45,38,13,15,32,34,15,50,46,55,58,27,29,6380,492,0430,1191XX,N.A.,N.A.//,N.A.,N.A.////,18,1,11,1,1,1,0,1,6
P,2006000013937,3,600,41,1098342,24,16,1,1,,2,,,,0,10,2,1,2,5,1,,,,,,,,,,,,,3,5,3,3,3,0,0,2,0,2,5,6,0,2,0,0,80,15,1,6,,2,21,730,,2,1,1,1,78,37,,,,6,1,1,1,4,80,80,41,439,1100,41,3,9,67,53,0,1,0,0,2,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,8,37,30,21,10,17,45,27,9,15,30,23,16,29,25,42,35,23,23,12,21,20,23,23,31,21,8,22,43,37,21,22,24,12,29,14,10,17,23,10,33,19,23,25,34,25,7,32,42,34,18,19,35,10,15,10,13,26,28,35,11,23,27,31,16,25,33,25,10,12,28,22,15,37,23,44,47,17,30,8680,722Z,4060,353022,N.A.,N.A.//,N.A.,N.A.////,18,1,35,3,1,1,0,1,6
P,2006000013937,4,600,41,1098342,19,14,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,5,4,,2,,,,,,,,2,21,730,,,1,,1,,,,,,,1,1,1,,,,41,439,,,2,9,67,53,0,1,0,0,2,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,26,24,15,8,15,38,22,7,10,23,16,12,24,22,30,27,20,18,9,14,16,19,18,28,14,7,18,33,25,16,21,18,10,25,10,9,11,18,7,28,16,20,17,27,23,5,22,31,25,14,15,23,8,12,9,7,20,22,25,9,19,20,25,11,21,27,18,8,9,23,18,11,28,18,31,30,16,21,,,,,,,,,18,0,0,999,1,1,0,1,6
P,2006000013937,5,600,41,1098342,25,12,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,4,3,,1,,,,,,,,1,939,999,,,1,,1,,,,,,,1,1,1,,,,22,439,,,3,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,33,27,23,11,18,54,34,8,9,31,25,11,35,32,52,46,26,26,9,23,25,23,25,42,20,9,20,38,41,24,23,27,13,32,13,9,13,22,8,37,24,30,24,35,29,7,23,48,42,26,19,37,11,14,8,8,25,27,43,11,22,31,34,14,26,35,30,11,9,23,25,13,48,26,43,51,23,29,,,,,,,,,18,0,0,999,1,1,0,1,6
P,2006000013937,6,600,41,1098342,16,8,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,2,,2,3,2,,2,,,,,,,,1,939,999,,,1,,1,,,,,,,1,1,1,,,,22,439,,,3,1,1,69,0,0,0,0,1,0,1,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,29,16,17,5,14,40,20,6,5,15,20,10,22,20,42,27,14,14,8,14,13,16,14,27,16,5,10,23,26,12,18,15,8,19,10,8,10,13,6,19,13,20,20,22,21,4,14,24,22,12,14,26,6,10,9,5,15,16,26,7,13,20,22,9,16,23,22,6,6,14,16,7,31,14,26,36,17,15,,,,,,,,,18,0,0,999,1,1,0,1,6
P,2006000014967,1,600,41,1098342,14,23,1,4,,2,,,,0,15,,9,2,5,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,2,7,13,0,2,0,0,17400,30,1,1,,1,26,999,,,,1,1,121,79,,600,41,6,1,,0,4,17400,17400,11,170,600,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,13,15,17,16,28,13,9,5,6,21,22,4,14,29,6,4,15,20,14,6,13,19,17,11,5,17,13,22,23,3,6,27,14,4,28,23,14,15,17,6,14,16,14,13,6,12,17,32,21,4,5,19,14,3,29,24,13,15,19,16,16,16,17,16,24,14,14,5,4,23,24,3,17,22,5,5,17,16,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,7,1,25,2,0,2,2,1,7
P,2006000014967,2,600,41,1098342,20,30,5,4,,,2,,,0,,,,2,5,1,4,,,,,,,,,,,,1,5,2,3,3,0,0,9,0,2,7,13,0,1,0,0,20000,40,1,4,2003,1,88,999,7,,,2,1,,,,,,6,2,,0,,20000,20000,449,196,,,3,1,1,69,0,0,0,0,1,0,1,0,,,,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18,32,17,20,25,18,31,16,14,10,7,32,30,5,21,37,5,6,24,27,21,7,19,23,25,20,7,21,20,34,31,7,7,36,18,6,38,31,23,22,19,7,23,20,20,19,7,20,19,47,28,8,7,25,22,7,35,33,17,23,26,27,20,20,24,19,33,19,20,10,5,29,36,7,24,29,7,7,22,16,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,7,1,25,2,0,2,2,1,7
P,2006000014967,1,600,41,1098342,14,23,1,4,,2,,,,0,15,,9,2,5,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,2,7,13,0,2,0,0,17400,30,1,1,,1,26,999,,,,1,1,121,79,,600,41,6,1,,0,4,17400,17400,11,170,600,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,13,15,17,16,28,13,9,5,6,21,22,4,14,29,6,4,15,20,14,6,13,19,17,11,5,17,13,22,23,3,6,27,14,4,28,23,14,15,17,6,14,16,14,13,6,12,17,32,21,4,5,19,14,3,29,24,13,15,19,16,16,16,17,16,24,14,14,5,4,23,24,3,17,22,5,5,17,16,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,7,1,25,2,0,2,0,2,8
P,2006000014967,2,600,41,1098342,20,30,5,4,,,2,,,0,,,,2,5,1,4,,,,,,,,,,,,1,5,2,3,3,0,0,9,0,2,7,13,0,1,0,0,20000,40,1,4,2003,1,88,999,7,,,2,1,,,,,,6,2,,0,,20000,20000,449,196,,,3,1,1,69,0,0,0,0,1,0,1,0,,,,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,18,32,17,20,25,18,31,16,14,10,7,32,30,5,21,37,5,6,24,27,21,7,19,23,25,20,7,21,20,34,31,7,7,36,18,6,38,31,23,22,19,7,23,20,20,19,7,20,19,47,28,8,7,25,22,7,35,33,17,23,26,27,20,20,24,19,33,19,20,10,5,29,36,7,24,29,7,7,22,16,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,7,1,25,2,0,2,0,2,8
P,2006000020170,1,600,41,1098342,14,47,1,1,,,2,,,0,30,1,1,2,3,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,6,0,1,0,0,28000,45,1,1,,2,88,22,,1,,1,1,76,31,,600,41,4,1,,0,,28000,28000,41,268,700,41,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,24,5,14,14,27,26,27,15,14,4,26,16,3,15,15,14,4,4,12,16,16,14,24,4,15,14,14,29,3,15,16,24,16,23,24,5,17,15,24,24,5,22,16,12,4,5,5,11,16,26,5,12,26,14,15,17,27,26,14,16,15,19,5,25,16,10,14,3,23,14,14,5,14,5,5,25,14,3570,336M,7750,512090,N.A.,N.A.//,N.A.,N.A.////,14,1,51,6,0,1,0,1,9
P,2006000020170,2,600,41,1098342,14,46,1,1,,2,2,,,0,20,1,1,2,4,3,5,,,,,,,,,,,,3,5,3,3,3,0,0,9,0,1,,11,0,2,0,0,25000,40,1,6,,1,32,999,,1,,1,1,74,31,,600,41,5,1,,0,4,25000,25000,41,239,700,41,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,5,24,5,12,15,24,25,24,14,14,5,26,17,4,14,16,12,4,5,12,15,14,12,25,5,14,13,14,27,4,17,18,24,17,22,23,5,18,14,25,23,5,23,14,12,4,5,5,12,15,26,5,12,24,13,14,15,28,28,16,15,14,15,5,22,14,12,14,3,25,16,13,5,14,5,3,23,14,3570,336M,7750,512090,N.A.,N.A.//,N.A.,N.A.////,14,1,51,6,0,1,0,1,9
P,2006000027075,1,600,41,1098342,14,51,1,7,,,2,,,10,,,,2,3,1,5,,,,,,,,,,,,3,1,1,3,1,0,0,0,0,1,,12,0,1,2400,0,25000,50,1,6,,1,917,999,,,,3,1,,,,,,4,1,,0,,25000,27410,53,263,,,2,2,2,44,0,0,1,0,1,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,19,4,24,23,15,22,17,18,28,17,16,15,28,7,4,3,3,15,6,13,12,27,6,12,19,7,16,15,4,12,15,16,4,16,26,34,23,14,32,13,12,5,39,16,13,31,12,14,23,10,13,12,25,3,6,6,7,14,5,18,14,22,4,18,15,3,26,15,6,16,13,14,5,29,20,20,22,16,4790,4431M,1010,151021,N.A.,N.A.//,N.A.,N.A.////,14,0,0,999,0,1,0,1,10
P,2006000029293,1,600,41,1098342,19,51,1,4,,,2,,,500,10,1,1,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,0,0,1,,16,0,1,0,0,95000,40,1,1,,2,3,148,,1,,1,1,96,55,,,,1,1,,0,,95000,95500,42,501,600,41,1,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,19,28,18,6,30,28,6,19,19,4,18,6,18,16,16,31,18,31,4,18,18,5,20,32,5,6,36,20,19,33,18,33,17,18,19,7,17,28,8,17,16,6,16,31,6,6,30,19,19,28,15,29,18,20,22,8,18,6,31,16,19,29,18,6,33,29,6,21,16,6,23,6,18,19,21,30,18,6,7870,611M1,2200,251000,N.A.,N.A.//,N.A.,N.A.////,20,1,25,2,1,1,0,1,11
P,2006000029293,2,600,41,1098342,16,48,1,3,,2,2,,,500,10,1,1,2,1,1,5,,,,,,,,,,,,3,5,3,3,3,0,0,1,0,1,,13,0,2,0,0,36000,40,1,3,,1,50,999,,1,,1,1,90,49,,,,1,1,,0,4,36000,36500,42,501,600,41,2,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,17,27,17,6,25,26,5,18,16,4,15,4,15,14,13,27,18,28,5,16,16,5,18,29,5,6,28,17,17,29,15,27,16,16,14,5,17,28,4,16,15,6,15,24,4,4,27,16,18,25,13,28,16,15,18,6,14,5,30,17,18,24,16,6,28,27,4,17,13,6,17,6,17,17,16,27,16,6,7860,6111,2320,252030,N.A.,N.A.//,N.A.,N.A.////,20,1,25,2,1,1,0,1,11
P,2006000029293,3,600,41,1098342,21,18,1,1,,,,,,0,,,,2,5,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,2,0,2,5,7,0,1,0,0,1500,10,1,6,,2,3,148,,,,6,1,,,,,,6,1,,0,,1500,1500,51,501,,,3,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,23,36,21,8,42,32,7,25,26,6,22,5,17,22,18,37,22,39,7,21,20,8,24,34,7,6,39,24,23,34,20,33,22,22,20,6,20,29,6,20,20,8,19,30,6,6,37,20,23,32,16,35,20,18,22,7,24,6,41,22,21,36,20,8,34,34,7,26,17,8,25,8,20,28,26,34,22,8,8590,713Z,2720,272020,N.A.,N.A.//,N.A.,N.A.////,20,0,0,999,1,1,0,1,11
P,2006000030116,1,600,41,1098342,38,24,1,,,1,,,,0,,,,2,1,1,5,,,,,,,,,,,,2,5,2,2,3,0,0,0,0,1,,9,0,2,0,0,0,,3,,,2,51,918,,,,6,1,,,,,,1,1,,0,1,0,0,41,91,,,4,1,1,69,0,0,0,0,1,0,1,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,37,40,65,70,37,74,65,47,38,41,33,68,35,64,40,60,78,34,12,9,38,37,12,13,39,12,12,42,42,39,33,10,44,10,35,11,12,43,13,12,36,40,11,13,39,13,14,38,42,40,40,11,43,12,36,11,8,38,66,54,38,36,58,70,36,63,54,41,40,34,38,66,36,66,38,80,62,46,,,,,,,,,37,0,0,999,1,1,0,1,12
