SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2015000044646,514,01324,1,2,1,52402.795,14,SF
2015000044753,515,01322,1,1,0,1.08047,19,MF
2015000044761,516,00200,1,3,2,81737.5555,16,SF
2015000044838,517,00500,1,1,0,11020.794,36,SF
2015000044862,518,01320,1,4,1,64828.2,24,SF
2015000044876,519,01320,1,1,1,10804.7,12,MF
2015000044924,520,00400,1,2,0,47864.821,16,SF
2015000044929,521,00800,1,2,0,0,28,SF
2015000044956,522,00703,1,2,2,280922.2,26,SF
2015000045133,523,01323,1,2,1,70230.55,59,SF
2015000045277,524,00300,1,2,0,68177.657,15,SF
2015000045288,525,01319,1,3,1,243105.75,16,SF
2015000045400,526,01200,1,4,3,104913.637,10,SF
2015000045476,527,01105,1,2,0,46460.21,19,SF
2015000045530,528,01321,1,4,1,164015.346,9,SF
2015000045699,529,00902,1,2,0,25284.07847,16,MH
2015000046110,530,01320,1,4,2,99943.475,22,SF
2015000046124,531,00800,1,1,1,14856.4625,22,MF
2015000046214,532,00704,1,2,2,116733.9788,20,SF
2015000046223,533,01324,1,4,2,153426.74,18,SF
2015000046224,534,01323,1,6,3,83196.19,17,SF
2015000046267,535,01000,1,2,0,21501.353,45,SF
2015000046404,536,00800,1,2,2,71559.5281,25,DUP
2015000046424,537,00200,1,6,2,44083.176,13,SF
2015000046430,538,01318,1,2,1,150185.33,17,SF
2015000046546,539,00300,1,3,3,99965.0844,23,SF
2015000046549,540,00902,1,4,2,66556.952,20,SF
2015000046842,541,01320,1,1,0,69031.2283,22,SF
2015000046978,542,00600,1,2,2,85032.989,16,SF
2015000047030,543,00200,1,1,0,21501.353,3,SF
2015000047039,544,01200,1,2,1,57913.192,20,SF
2015000047093,545,00400,1,2,1,41057.86,18,SF
2015000047177,546,01318,1,2,1,18800.178,26,SF
2015000047242,547,00703,1,1,0,6915.008,74,MF
2015000047316,548,01301,1,4,3,116258.572,15,SF
2015000047480,549,00500,1,2,0,66989.14,15,SF
2015000047635,550,00901,1,5,3,85681.271,15,SF
2015000047686,551,01318,1,3,1,75740.947,13,MF
2015000047753,552,00100,1,2,0,64828.2,16,MH
2015000047766,553,01321,1,2,1,84125.3942,15,SF
2015000047788,554,00100,1,2,1,79414.545,12,SF
2015000048092,555,00300,1,2,1,23662.293,2,MH
2015000048149,556,01302,1,1,0,10696.653,72,MF
2015000048452,557,01324,1,1,0,42786.612,21,SF
2015000048552,558,01302,1,3,2,74552.43,12,SF
2015000048554,559,01319,1,4,2,367359.8,25,SF
2015000048600,560,01323,1,2,2,95513.548,13,SF
2015000048715,561,00800,1,2,0,48621.15,12,SF
2015000048721,562,00500,1,1,1,97242.3,5,DUP
2015000048812,563,01303,1,1,1,32414.1,55,SF
2015000049071,564,01318,1,1,0,15126.58,4,MH
2015000049165,565,00600,1,2,1,106750.436,14,SF
2015000049225,566,00500,1,1,0,8211.572,28,SF
2015000049249,567,00200,1,2,2,108047,8,SF
2015000049312,568,01321,1,4,3,152346.27,14,SF
2015000049489,569,01200,1,3,2,105886.06,31,SF
2015000049592,570,01319,1,2,1,506200.195,18,SF
2015000049610,571,00600,1,2,0,22689.87,19,MH
2015000049727,572,00600,1,1,0,19448.46,15,MF
2015000049739,573,01322,1,1,1,190811.002,28,SF
2015000049962,574,00600,1,3,1,21177.212,67,SF
2015000050010,575,00600,1,1,1,65044.294,11,SF
2015000050170,576,01104,1,2,1,23554.246,26,MF
2015000050173,577,01318,1,2,1,69150.08,25,SF
2015000050328,578,01000,1,3,1,112693.021,22,SF
2015000050332,579,01105,1,2,0,37169.24847,4,SF
2015000050347,580,01319,1,2,1,225602.136,13,SF
2015000050421,581,00705,1,2,1,408417.66,21,SF
2015000050451,582,00300,1,2,2,58345.38,13,SF
2015000050522,583,01317,1,2,1,33174.75088,12,SF
2015000050543,584,00901,1,2,1,59641.944,15,MH
2015000050643,585,01314,1,3,0,77793.84,6,SF
2015000050695,586,00200,1,4,3,72823.678,10,MH
2015000050710,587,01200,1,2,2,62667.26,2,SF
2015000050833,588,01303,1,3,3,151806.035,14,SF
2015000051074,589,01301,1,1,1,49701.62,11,MF
2015000051339,590,01301,1,3,3,139002.4655,15,SF
2015000051427,591,01319,1,2,2,178277.55,25,MF
2015000051572,592,01305,1,3,1,216094,19,SF
2015000051598,593,01302,1,5,2,146187.591,29,SF
2015000051720,594,01200,1,4,2,51862.56,29,SF
2015000051752,595,01302,1,2,0,28416.361,3,SF
2015000051824,596,01000,1,1,0,24742.763,21,SF
2015000051874,597,00600,1,1,1,108047,24,SF
2015000051912,598,00705,1,4,3,62991.401,16,SF
2015000051937,599,00703,1,2,0,38788.873,18,SF
2015000051947,600,00300,1,2,0,77469.699,10,MH
2015000051979,601,00703,1,3,2,169633.79,12,SF
2015000052278,602,01319,1,3,1,36735.98,21,SF
2015000052403,603,01103,1,2,0,19232.366,22,MF
2015000052445,604,00800,1,3,2,29172.69,40,SF
2015000052797,605,00200,1,4,1,27011.75,15,SF
2015000053028,606,00300,1,2,2,71311.02,17,SF
2015000053107,607,01323,1,2,2,113449.35,11,SF
2015000053167,608,00704,1,5,2,82115.72,14,SF
2015000053199,609,00600,1,4,1,47756.774,19,SF
2015000053210,610,01200,1,2,1,61586.79,32,SF
2015000053353,611,00902,1,5,0,0,14,SF
2015000053511,612,01103,1,2,1,89679.01,22,MH
2015000053590,613,01318,1,2,0,50782.09,26,SF
2015000053612,614,01200,1,1,1,2917.269,32,MF
2015000053694,615,01318,1,2,0,109667.705,3,MH
2015000053705,616,01324,1,2,1,17287.52,27,MF
2015000053707,617,01318,1,2,2,23770.34,42,SF
2015000053727,618,01200,1,1,0,14586.345,18,SF
2015000053755,619,01105,1,4,2,97242.3,12,SF
2015000053975,620,00500,1,4,1,52943.03,30,SF
2015000053981,621,00200,1,2,0,44515.364,16,SF
2015000053987,622,00500,1,2,0,62235.072,3,SF
2015000054126,623,00500,1,2,1,83412.284,9,MH
2015000054361,624,01301,1,4,2,137435.784,15,SF
2015000054435,625,00703,1,1,1,14262.204,14,MH
2015000054482,626,01321,1,2,0,60506.32,13,SF
2015000054611,627,00703,1,4,4,47540.68,64,DUP
2015000054690,628,01320,1,3,2,196645.54,22,SF
2015000054756,629,00300,1,5,2,58021.239,4,SF
2015000054889,630,01316,1,2,2,51862.56,20,MF
2015000054928,631,00100,1,1,1,12965.64,3,SF
2015000054957,632,00500,1,2,0,32446.5141,5,SF
2015000055077,633,01314,1,1,1,61586.79,28,MF
2015000055230,634,01301,1,3,3,121120.687,18,SF
2015000055335,635,00300,1,1,1,20528.93,2,SF
2015000055342,636,00901,1,2,0,3457.504,38,DUP
2015000055473,637,01000,1,1,0,29820.972,11,MH
2015000055497,638,01320,1,1,0,0,5,MF
2015000055504,639,00704,1,2,0,57048.816,16,MF
2015000055512,640,01316,1,2,1,89895.104,22,SF
2015000055571,641,00703,1,3,2,55103.97,14,SF
2015000055583,642,01303,1,2,2,79630.639,16,DUP
2015000055631,643,01317,1,2,0,76605.323,21,SF
2015000055847,644,01200,1,4,2,65908.67,15,SF
2015000055916,645,01321,1,3,0,1404.611,21,SF
2015000055931,646,00703,1,4,4,126414.99,13,SF
2015000055977,647,00902,1,4,2,67421.328,5,SF
2015000056182,648,01305,1,4,1,126414.99,26,SF
2015000056197,649,01316,1,2,2,34575.04,13,MF
2015000056207,650,01302,1,3,2,216094,4,SF
2015000056267,651,01321,1,2,2,90759.48,8,SF
2015000056646,652,01319,1,4,1,118851.7,20,SF
2015000056728,653,00100,1,1,0,22797.917,13,SF
2015000056735,654,01320,1,1,1,43218.8,25,DUP
2015000056986,655,01318,1,2,1,38464.732,11,MH
2015000057060,656,01200,1,2,2,63358.7608,4,SF
2015000057070,657,00200,1,2,1,32414.1,12,DUP
2015000057203,658,01323,1,3,1,61586.79,49,MF
2015000057440,659,00600,1,2,0,34684.16747,20,SF
2015000057504,660,01318,1,1,1,44947.552,72,DUP
2015000057577,661,00500,1,2,0,36195.745,2,SF
2015000057600,662,01105,1,2,1,210151.415,5,SF
2015000057792,663,00300,1,2,0,0,19,MH
2015000058046,664,01323,1,2,1,75632.9,24,MF
2015000058100,665,01302,1,2,1,54239.594,15,SF
2015000058136,666,01104,1,1,0,13073.687,27,MF
2015000058191,667,01320,1,2,2,213933.06,9,SF
2015000058198,668,01302,1,1,0,25282.998,6,SF
2015000058440,669,01105,1,5,2,89679.01,9,DUP
2015000058682,670,01318,1,1,1,80386.968,12,MF
2015000058709,671,00705,1,2,2,92920.42,16,SF
2015000058752,672,01319,1,2,0,84384.707,18,SF
2015000058769,673,01104,1,1,1,29172.69,18,SF
2015000058779,674,01317,1,3,2,317225.992,12,SF
2015000058922,675,00400,1,2,1,118419.512,23,SF
2015000059123,676,01301,1,3,1,6590.867,34,MF
2015000059166,677,01000,1,2,1,29280.737,13,SF
2015000059242,678,00100,1,1,0,26579.562,6,MF
2015000059321,679,01000,1,3,1,23770.34,12,MF
2015000059467,680,00705,1,1,0,9724.23,14,SF
2015000059589,681,01319,1,1,1,30253.16,50,MF
2015000059740,682,01301,1,1,1,96302.2911,19,MF
2015000059795,683,00704,1,2,2,47540.68,18,SF
2015000059868,684,00300,1,4,2,47000.445,11,SF
2015000059915,685,01105,1,2,0,107506.765,9,SF
2015000060556,686,01321,1,2,2,82115.72,45,MH
2015000060675,687,00200,1,5,1,133546.092,16,SF
2015000060738,688,00500,1,2,0,86329.553,10,SF
2015000060740,689,00500,1,5,3,49658.4012,15,SF
2015000060822,690,01319,1,1,1,24310.575,23,SF
2015000060947,691,00902,1,2,2,92272.138,28,SF
2015000061124,692,00800,1,1,0,23338.152,3,MF
2015000061147,693,00902,1,2,2,129656.4,21,SF
2015000061157,694,00800,1,4,2,96161.83,27,SF
2015000061306,695,00100,1,2,1,58777.568,5,SF
2015000061357,696,01318,1,2,0,54682.5867,17,SF
2015000061388,697,01305,1,1,0,0,11,SF
2015000061532,698,01303,1,1,1,23770.34,14,MF
2015000061730,699,01319,1,4,2,79414.545,52,SF
2015000061782,700,00600,1,5,1,9292.042,2,SF
2015000061803,701,01305,1,2,1,32414.1,39,SF
2015000061876,702,00705,1,4,3,136787.502,5,SF
2015000061943,703,00300,1,3,0,47216.539,14,MH
2015000061960,704,00600,1,3,2,2647.1515,7,SF
2015000062057,705,01319,1,4,2,69690.315,42,MF
2015000062236,706,00300,1,2,0,17179.473,6,SF
2015000062243,707,01323,1,2,1,75308.759,24,SF
2015000062318,708,00400,1,2,2,50782.09,60,SF
2015000062346,709,01319,1,2,0,183679.9,18,SF
2015000062487,710,01103,1,4,1,102212.462,14,SF
2015000062574,711,01318,1,5,2,68069.61,60,MF
2015000062701,712,00100,1,2,2,149104.86,5,SF
2015000062869,713,01316,1,3,2,69150.08,19,SF
2015000062874,714,01314,1,1,1,78009.934,19,MF
2015000062934,715,01316,1,1,0,10264.465,13,MF
2015000063018,716,01200,1,2,2,199886.95,8,SF
2015000063156,717,01320,1,3,1,13613.922,15,MF
2015000063172,718,00703,1,1,0,21177.212,15,MF
2015000063185,719,00902,1,3,3,150185.33,23,SF
2015000063311,720,01322,1,2,0,99079.099,18,MF
2015000063449,721,00400,1,1,1,77793.84,99,SF
2015000063507,722,01321,1,3,3,53375.218,82,SF
2015000063581,723,01314,1,2,2,181518.96,13,SF
2015000063629,724,00300,1,4,2,54023.5,21,SF
2015000063631,725,01316,1,2,1,9432.5031,20,MF
2015000063868,726,01314,1,1,1,34683.087,84,MF
2015000064170,727,01303,1,2,2,72283.443,27,SF
2015000064272,728,01316,1,2,2,50782.09,20,SF
2015000064282,729,01314,1,1,1,122968.2907,8,SF
2015000064305,730,01322,1,4,1,165419.957,24,SF
2015000064376,731,00500,1,4,1,66989.14,21,SF
2015000064467,732,01200,1,2,1,24634.716,10,MH
2015000064609,733,01322,1,3,2,178277.55,8,SF
2015000064808,734,01000,1,1,1,64828.2,12,SF
2015000064862,735,00400,1,1,1,70230.55,35,MF
2015000064927,736,00600,1,1,0,11020.794,20,MF
2015000065008,737,01321,1,5,1,422355.723,22,SF
2015000065136,738,00500,1,1,0,12533.452,5,DUP
2015000065234,739,00800,1,1,0,47000.445,12,MH
2015000065439,740,01303,1,4,1,88598.54,16,SF
2015000065491,741,01320,1,1,0,60506.32,17,SF
2015000065561,742,01318,1,2,1,97134.253,12,SF
2015000065854,743,01302,1,1,0,3025.316,20,SF
2015000065974,744,01324,1,9,4,461252.643,24,SF
2015000066045,745,00902,1,4,2,71202.973,26,SF
2015000066133,746,01318,1,3,2,217174.47,13,SF
2015000066217,747,01318,1,4,2,78226.028,34,SF
2015000066349,748,01324,1,2,1,129656.4,27,SF
2015000066384,749,00901,1,2,0,27876.126,26,SF
2015000066471,750,00703,1,2,2,53159.124,40,MF
2015000066545,751,00704,1,2,2,93784.796,25,SF
2015000066634,752,00500,1,2,1,56076.393,14,SF
2015000066637,753,01302,1,3,0,8265.5955,97,MF
2015000066649,754,00600,1,4,2,167472.85,22,SF
2015000066808,755,01200,1,2,0,36844.027,12,SF
2015000066899,756,00703,1,2,2,81035.25,40,SF
2015000066936,757,00705,1,4,0,15126.58,5,MH
2015000066960,758,01318,1,1,1,53051.077,24,SF
2015000067132,759,00600,1,1,0,29086.2524,21,SF
2015000067261,760,00902,1,1,1,56184.44,37,MF
2015000067319,761,00705,1,4,1,41490.048,14,SF
2015000067370,762,01319,1,1,0,11885.17,18,MF
2015000067443,763,00600,1,2,1,34250.899,16,MH
2015000067613,764,00600,1,2,1,65908.67,10,SF
2015000067615,765,00100,1,1,1,44029.1525,3,SF
2015000067677,766,00600,1,4,0,35277.3455,58,MF
2015000067699,767,01320,1,2,0,94757.219,14,SF
2015000067805,768,01314,1,3,1,96161.83,8,SF
2015000067848,769,01305,1,4,2,98106.676,36,SF
2015000068057,770,00500,1,2,2,238740.6512,13,SF
2015000068106,771,00705,1,5,1,37384.262,5,SF
2015000068155,772,01320,1,3,2,230788.392,27,SF
2015000068277,773,01321,1,1,1,21825.494,28,MF
2015000068305,774,01301,1,2,1,90651.433,14,SF
2015000068308,775,00800,1,2,0,20420.883,24,SF
2015000068337,776,01105,1,1,1,129656.4,16,SF
2015000068374,777,01322,1,1,0,8535.713,11,SF
2015000068475,778,00704,1,1,1,68069.61,24,MF
2015000068575,779,01323,1,1,1,58885.615,19,MF
2015000068667,780,01302,1,5,2,37816.45,25,MH
2015000068832,781,01319,1,2,2,52186.701,2,SF
2015000068856,782,00703,1,7,2,34575.04,22,MH
2015000068937,783,00600,1,4,4,73039.772,15,SF
2015000069309,784,00100,1,3,1,28092.22,5,MH
2015000069335,785,01319,1,5,4,145431.262,75,SF
2015000069512,786,00300,1,1,0,3889.692,15,MH
2015000069730,787,00300,1,2,1,17309.1294,12,SF
2015000069915,788,00600,1,3,1,95729.642,15,SF
2015000069925,789,00600,1,2,2,238135.588,25,SF
2015000069934,790,01302,1,1,0,18584.084,12,MF
2015000069940,791,00600,1,3,1,88598.54,4,SF
2015000069985,792,00705,1,2,0,50349.902,5,SF
2015000069992,793,01318,1,2,1,29172.69,32,MF
2015000070008,794,00100,1,1,0,15126.58,9,SF
2015000070031,795,01322,1,3,1,58561.474,14,SF
2015000070089,796,00200,1,1,1,67421.328,9,SF
2015000070136,797,00400,1,1,0,64828.2,23,SF
2015000070223,798,01303,1,1,0,3889.692,13,SF
2015000070241,799,00200,1,4,3,139056.489,8,SF
2015000070274,800,00400,1,2,0,111288.41,54,SF
2015000070307,801,00500,1,2,0,65368.435,4,SF
2015000070483,802,00902,1,1,0,14694.392,4,MH
2015000070574,803,01318,1,1,0,25066.904,14,SF
2015000070581,804,00100,1,2,2,141541.57,8,SF
2015000070809,805,00500,1,4,1,39255.63604,13,SF
2015000070948,806,00600,1,1,0,28092.22,17,SF
2015000070967,807,01319,1,4,2,430891.436,15,SF
2015000071122,808,00800,1,4,2,80386.968,16,MH
2015000071278,809,00901,1,10,5,138300.16,44,SF
2015000071336,810,01320,1,2,2,128575.93,14,SF
2015000071368,811,00703,1,2,0,23770.34,37,DUP
2015000071376,812,00703,1,1,0,36303.792,24,SF
2015000071585,813,00705,1,4,3,94973.313,6,SF
2015000071590,814,01000,1,2,0,37816.45,17,SF
2015000071737,815,00800,1,1,1,63639.683,16,SF
2015000071992,816,01103,1,4,3,170174.025,12,SF
2015000072132,817,01000,1,3,3,914833.949,14,SF
2015000072326,818,00100,1,2,2,244186.22,6,SF
2015000072506,819,01318,1,3,1,69366.174,30,MF
2015000072542,820,01105,1,3,0,83088.143,22,SF
2015000072548,821,01000,1,2,1,60830.461,12,MH
2015000072553,822,01317,1,2,1,62667.26,28,SF
2015000072555,823,00200,1,2,1,47540.68,20,SF
2015000072641,824,01317,1,5,2,128575.93,26,SF
2015000072756,825,00100,1,2,2,73471.96,30,SF
2015000072880,826,00100,1,1,0,0,2,SF
2015000072906,827,01314,1,2,2,96161.83,15,SF
2015000072939,828,00200,1,3,1,53591.312,4,SF
2015000073075,829,00902,1,2,0,142622.04,17,SF
2015000073387,830,01324,1,2,1,64828.2,22,SF
2015000073716,831,01000,1,1,1,42138.33,40,SF
2015000073891,832,00100,1,2,0,58237.333,5,MH
2015000073892,833,01200,1,2,0,54455.688,11,SF
2015000073912,834,00400,1,1,0,12533.452,18,SF
2015000073951,835,01316,1,3,1,30253.16,16,SF
2015000073973,836,01322,1,2,1,83520.331,17,SF
2015000074017,837,00500,1,2,2,177197.08,5,SF
2015000074026,838,00100,1,1,1,32414.1,3,SF
2015000074131,839,00100,1,1,0,14046.11,5,SF
2015000074151,840,01104,1,2,1,131817.34,20,SF
2015000074556,841,01105,1,2,2,59425.85,25,SF
2015000074584,842,01302,1,1,0,9400.089,25,MF
2015000074589,843,01103,1,3,1,22473.776,13,MF
2015000074816,844,01320,1,2,0,114962.008,22,SF
2015000074836,845,01105,1,2,2,80927.203,25,SF
2015000075144,846,01318,1,5,2,120148.264,27,SF
2015000075152,847,01324,1,3,3,159909.56,18,MF
2015000075167,848,00200,1,1,0,9508.136,3,SF
2015000075168,849,01316,1,4,3,442992.7,24,SF
2015000075181,850,00200,1,4,2,83196.19,21,SF
2015000075390,851,00600,1,3,2,81899.626,16,MH
2015000075430,852,01301,1,3,2,66340.858,72,DUP
2015000075495,853,01321,1,3,1,117339.042,20,SF
2015000075690,854,00705,1,1,0,37816.45,23,MH
2015000075708,855,01200,1,2,0,188866.156,13,SF
2015000075716,856,00703,1,1,0,18259.943,49,MF
2015000075724,857,01000,1,3,1,61370.696,12,SF
2015000075781,858,00200,1,2,2,44839.505,11,SF
2015000075815,859,01314,1,2,2,261257.646,13,MF
2015000075879,860,00400,1,4,2,167472.85,15,SF
2015000075986,861,00902,1,1,0,6050.632,80,MF
2015000076055,862,01105,1,2,1,129656.4,9,SF
2015000076156,863,01000,1,2,1,102644.65,21,SF
2015000076490,864,00705,1,2,1,32414.1,30,SF
2015000076770,865,00600,1,1,1,29172.69,27,SF
2015000076791,866,01305,1,1,0,35439.416,23,SF
2015000076793,867,01104,1,1,1,25715.186,23,SF
2015000077123,868,00400,1,2,2,190162.72,14,SF
2015000077203,869,00100,1,2,0,12965.64,21,SF
2015000077210,870,00100,1,1,0,23986.434,4,SF
2015000077491,871,00100,1,2,1,61910.931,14,SF
2015000077564,872,01319,1,1,1,14046.11,22,MF
2015000077597,873,01314,1,2,0,28092.22,20,SF
2015000077610,874,01302,1,1,0,23122.058,14,DUP
2015000077857,875,01305,1,1,1,33062.382,12,MF
2015000077871,876,00500,1,2,2,224737.76,14,SF
2015000077933,877,00600,1,2,0,29950.6284,3,SF
2015000078003,878,00300,1,4,1,114529.82,19,SF
2015000078220,879,00200,1,1,0,27768.079,12,MF
2015000078399,880,01103,1,2,1,49701.62,20,SF
2015000078432,881,00902,1,2,0,13938.063,43,SF
2015000078789,882,00200,1,2,1,30253.16,6,SF
2015000079246,883,00500,1,2,1,107398.718,10,SF
2015000079255,884,01303,1,1,1,81035.25,38,SF
2015000079316,885,00703,1,1,0,10480.559,36,MF
2015000079397,886,01303,1,4,4,173955.67,26,SF
2015000079445,887,01324,1,2,2,108047,21,SF
2015000079452,888,00800,1,1,0,55212.017,29,SF
2015000079467,889,00500,1,1,0,55968.346,8,MH
2015000079545,890,01323,1,8,1,24850.81,18,SF
2015000079623,891,00800,1,1,1,21609.4,6,DUP
2015000079731,892,01104,1,1,1,30253.16,18,MF
2015000079788,893,00705,1,5,1,54023.5,7,SF
2015000079845,894,01317,1,1,0,34791.134,22,SF
2015000079906,895,00901,1,4,2,270117.5,15,SF
2015000079955,896,00600,1,2,0,17395.567,3,SF
2015000080001,897,00901,1,2,2,79954.78,11,SF
2015000080091,898,01105,1,2,2,26255.421,4,SF
2015000080165,899,01301,1,3,2,116766.3929,21,SF
2015000080242,900,01302,1,1,0,17071.426,13,MF
2015000080274,901,01314,1,1,1,56184.44,28,MF
2015000080362,902,01200,1,3,1,55266.0405,14,SF
2015000080681,903,01301,1,2,2,206369.77,13,SF
2015000080819,904,00800,1,2,0,20204.789,26,MH
2015000080840,905,00902,1,4,1,51646.466,25,MH
2015000081145,906,00705,1,4,1,16423.144,67,SF
2015000081190,907,01105,1,2,0,46352.163,42,MH
2015000081491,908,00705,1,3,1,58345.38,10,MH
2015000081513,909,01303,1,2,2,34575.04,28,DUP
2015000081561,910,00705,1,1,0,43218.8,5,SF
2015000081599,911,00902,1,3,1,148996.813,23,SF
2015000081612,912,01320,1,3,2,124254.05,9,SF
2015000081871,913,01303,1,2,2,181518.96,14,SF
2015000081947,914,01314,1,1,0,298209.72,19,SF
2015000081957,915,00902,1,4,2,124254.05,54,SF
2015000081976,916,00901,1,2,2,78550.169,17,SF
2015000082037,917,00400,1,2,2,60182.179,14,SF
2015000082108,918,01323,1,2,0,0,35,MF
2015000082358,919,00704,1,2,1,69690.315,39,SF
2015000082360,920,01323,1,7,3,198266.245,25,SF
2015000082405,921,01324,1,2,2,414500.7061,21,SF
2015000082408,922,00300,1,4,2,23014.011,3,SF
2015000082422,923,01319,1,2,2,135058.75,14,SF
2015000082471,924,01316,1,2,1,95405.501,13,SF
2015000082489,925,00200,1,2,0,28848.549,8,MH
2015000082683,926,00705,1,1,0,36735.98,14,SF
2015000082803,927,00703,1,4,1,119067.794,18,SF
2015000082918,928,01301,1,1,0,17179.473,7,MF
2015000082932,929,01317,1,1,1,7995.478,13,SF
2015000082957,930,01320,1,1,0,22041.588,22,MF
2015000083139,931,01200,1,2,0,10372.512,26,SF
2015000083257,932,01105,1,2,2,97350.347,14,SF
2015000083301,933,00703,1,2,0,91407.762,25,MH
2015000083412,934,00705,1,4,3,57805.145,5,SF
2015000083529,935,00800,1,2,1,31441.677,26,SF
2015000083557,936,00400,1,2,2,97890.582,16,MF
2015000083614,937,00200,1,1,1,16163.8312,3,SF
2015000083766,938,01320,1,3,2,12425.405,11,MF
2015000083958,939,00100,1,6,2,50565.996,8,SF
2015000084085,940,00200,1,3,1,59425.85,29,SF
2015000084187,941,01317,1,2,2,179466.067,15,SF
2015000084405,942,01318,1,2,2,78874.31,23,SF
2015000084455,943,00300,1,8,1,20528.93,20,MH
2015000084543,944,01324,1,5,1,82547.908,13,SF
2015000084606,945,00705,1,1,0,7023.055,14,SF
2015000084635,946,01322,1,5,5,278761.26,25,SF
2015000084654,947,01303,1,2,0,50565.996,13,SF
2015000084679,948,00600,1,2,0,20096.742,8,SF
2015000084695,949,00100,1,1,0,63099.448,4,SF
2015000084708,950,01320,1,2,2,153426.74,23,SF
2015000084771,951,01000,1,2,0,31981.912,23,SF
2015000084853,952,01323,1,3,2,76227.1585,14,SF
2015000084867,953,01302,1,3,0,9508.136,28,SF
2015000084876,954,01321,1,2,0,36195.745,12,SF
2015000084923,955,01314,1,1,1,149212.907,20,SF
2015000085176,956,01316,1,2,1,131601.246,15,SF
2015000085512,957,01324,1,2,0,22473.776,15,MF
2015000085839,958,01318,1,1,0,24634.716,26,SF
2015000086095,959,01319,1,2,1,151265.8,25,SF
2015000086311,960,01320,1,2,0,54887.876,11,MH
2015000086445,961,01200,1,1,1,58345.38,2,SF
2015000086472,962,01303,1,4,2,65908.67,45,SF
2015000086531,963,01105,1,1,1,75632.9,25,MH
2015000086585,964,00100,1,3,2,74012.195,9,SF
2015000086768,965,00703,1,1,0,45919.975,28,MF
2015000086885,966,01301,1,2,1,85141.036,11,SF
2015000086921,967,01301,1,2,2,173955.67,11,SF
2015000086952,968,00500,1,3,0,34251.97947,12,SF
2015000087083,969,01000,1,4,1,29820.972,12,SF
2015000087091,970,01301,1,4,1,232301.05,13,SF
2015000087170,971,01316,1,2,2,152346.27,81,MF
2015000087189,972,01324,1,2,2,165095.816,9,SF
2015000087289,973,01318,1,6,3,69582.268,61,MF
2015000087357,974,01314,1,1,1,3241.41,34,MF
2015000087457,975,01303,1,3,2,198806.48,28,SF
2015000087491,976,01319,1,4,1,103725.12,22,SF
2015000087529,977,01305,1,1,1,89679.01,13,MF
2015000087672,978,01320,1,2,1,83196.19,15,SF
2015000087718,979,01316,1,2,2,485563.218,15,SF
2015000087753,980,00500,1,1,1,54671.782,23,MF
2015000087788,981,00901,1,7,3,93568.702,20,SF
2015000087892,982,01200,1,3,3,12965.64,14,MF
2015000087894,983,01318,1,2,1,82115.72,13,SF
2015000087989,984,01322,1,1,1,70230.55,19,MF
2015000088006,985,00705,1,2,0,34791.134,44,MH
2015000088010,986,01303,1,3,2,38680.826,14,SF
2015000088029,987,00800,1,1,1,28157.0482,15,SF
2015000088194,988,01321,1,4,2,461360.69,30,SF
2015000088363,989,01323,1,1,1,70230.55,22,SF
