REGION,HHBASE,HHWRK0,HHWRK1,HHWRK2,HHWRK3,SF,DUP,MF,MH,POPBASE,HHBASE,PINC,HHSIZ1,HHSIZ2,HHSIZ3,HHSIZ4,PAGE0TO14,PAGE15TO19,PAGE20TO29,PAGE30TO54,PAGE55TO64,PAGE65PLUS,PRACWHT,PRACBLK,PRACNAT,PRACASN,PRACPAC,PRACOTH,PRACMUL,HHINC1,HHINC2,HHINC3,HHINC4
1,61291,40987,39368,26747,5729,44719,2288,11160,7254,150101,60977,3430772,17237,23104,8092,12544,26136,9017,19297,43803,20128,31720,134795,1073,1893,2492,662,2749,6437,8845,15280,14323,22529
